Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature
66,2016-03-07,2.6,5.5,-2.5
67,2016-03-08,-0.2,6.5,-5.8
68,2016-03-09,-1.7,0.5,-4.4
69,2016-03-10,-4.1,0.7,-7.4
70,2016-03-11,-4.9,-2.2,-8.4
71,2016-03-12,-4.6,-0.7,-8.6
72,2016-03-13,-1.7,3.0,-6.0
73,2016-03-14,0.2,3.7,-2.8
74,2016-03-15,-3.8,0.9,-10.6
75,2016-03-16,1.3,8.0,-11.4
76,2016-03-17,3.9,8.3,-2.4
77,2016-03-18,3.3,10.9,-2.4
78,2016-03-19,3.1,6.5,-0.9
79,2016-03-20,-2.5,0.2,-6.8
80,2016-03-21,-2.7,0.1,-7.8
81,2016-03-22,0.1,3.8,-4.2
82,2016-03-23,-0.9,2.5,-2.7
83,2016-03-24,-2.0,1.9,-6.5
84,2016-03-25,-2.5,2.3,-7.5
85,2016-03-26,-1.1,3.9,-8.4
86,2016-03-27,4.4,9.5,-0.5
87,2016-03-28,1.6,4.8,-4.7
88,2016-03-29,1.2,8.8,-6.8
89,2016-03-30,4.9,11.1,-1.0
90,2016-03-31,2.9,7.1,-1.7
91,2016-04-01,1.1,3.9,-3.3
92,2016-04-02,2.8,7.3,-3.0
93,2016-04-03,5.1,8.1,1.7
94,2016-04-04,3.8,8.4,-2.1
95,2016-04-05,3.5,8.8,-1.4
96,2016-04-06,4.9,9.1,1.1
97,2016-04-07,5.1,10.8,1.6
98,2016-04-08,3.7,6.1,-0.3
99,2016-04-09,2.3,7.0,-0.6
100,2016-04-10,0.8,3.5,-2.2
101,2016-04-11,-0.9,1.9,-5.6
102,2016-04-12,2.7,7.5,-4.9
103,2016-04-13,3.0,4.7,-0.3
104,2016-04-14,2.6,4.7,0.9
105,2016-04-15,0.6,1.3,-1.7
106,2016-04-16,4.0,9.0,-1.4
107,2016-04-17,2.6,6.4,1.1
108,2016-04-18,0.1,1.1,-1.6
109,2016-04-19,0.6,4.8,-5.2
110,2016-04-20,5.5,11.6,0.6
111,2016-04-21,8.1,12.8,0.5
112,2016-04-22,3.1,8.7,-0.1
113,2016-04-23,5.0,7.9,1.1
114,2016-04-24,5.6,11.0,0.5
115,2016-04-25,4.2,11.0,-1.5
116,2016-04-26,2.0,5.4,-1.5
117,2016-04-27,2.4,9.6,-3.3
118,2016-04-28,5.7,13.0,-2.5
119,2016-04-29,1.8,4.9,-0.3
120,2016-04-30,2.0,3.5,-0.4
121,2016-05-01,3.5,7.3,-1.7
122,2016-05-02,5.4,13.7,-3.4
123,2016-05-03,13.0,23.6,6.4
124,2016-05-04,8.5,13.4,5.7
125,2016-05-05,7.3,9.6,4.3
126,2016-05-06,8.1,14.8,3.2
127,2016-05-07,8.0,14.1,4.0
128,2016-05-08,9.4,14.4,3.3
129,2016-05-09,9.5,17.6,0.9
130,2016-05-10,10.1,19.0,1.2
131,2016-05-11,8.4,14.3,4.5
132,2016-05-12,6.6,9.1,3.9
133,2016-05-13,13.2,24.4,5.4
134,2016-05-14,12.2,21.7,3.4
135,2016-05-15,12.9,20.7,3.0
136,2016-05-16,16.1,21.9,11.1
137,2016-05-17,15.0,19.8,11.4
138,2016-05-18,14.4,21.5,6.8
139,2016-05-19,15.7,27.5,5.2
140,2016-05-20,18.2,27.9,9.3
141,2016-05-21,18.1,31.0,6.3
142,2016-05-22,17.5,27.6,8.5
143,2016-05-23,14.9,24.4,6.5
144,2016-05-24,15.0,24.6,4.8
145,2016-05-25,16.0,22.8,10.9
146,2016-05-26,18.0,22.8,14.0
147,2016-05-27,15.4,20.3,11.1
148,2016-05-28,13.7,19.4,8.1
149,2016-05-29,11.0,19.8,3.6
150,2016-05-30,10.0,18.9,2.1
151,2016-05-31,11.4,19.5,5.6
152,2016-06-01,7.9,9.9,6.1
153,2016-06-02,6.7,10.1,2.6
154,2016-06-03,8.7,16.9,1.9
155,2016-06-04,6.4,10.6,2.8
156,2016-06-05,9.8,18.1,2.5
157,2016-06-06,12.6,22.0,3.3
158,2016-06-07,16.1,24.1,8.9
159,2016-06-08,13.9,18.4,7.7
160,2016-06-09,14.0,21.1,9.1
161,2016-06-10,11.5,15.2,8.5
162,2016-06-11,12.8,19.4,7.2
163,2016-06-12,11.6,18.5,7.5
164,2016-06-13,13.4,16.3,8.6
165,2016-06-14,14.5,16.1,13.2
166,2016-06-15,16.1,22.2,12.9
167,2016-06-16,17.2,24.1,11.0
168,2016-06-17,13.2,14.3,12.5
169,2016-06-18,13.1,15.0,11.6
170,2016-06-19,16.0,23.2,11.1
171,2016-06-20,18.2,23.3,12.4
172,2016-06-21,18.6,25.0,12.6
173,2016-06-22,15.3,21.4,10.4
174,2016-06-23,16.3,23.6,9.5
175,2016-06-24,14.2,19.5,9.2
176,2016-06-25,9.8,12.6,7.9
177,2016-06-26,9.2,10.5,6.1
178,2016-06-27,13.3,21.0,6.2
179,2016-06-28,18.5,25.8,11.4
180,2016-06-29,18.8,27.5,9.1
181,2016-06-30,19.9,28.7,11.6
182,2016-07-01,20.0,28.0,11.7
183,2016-07-02,19.2,24.1,13.5
184,2016-07-03,16.6,20.8,11.8
185,2016-07-04,10.4,12.0,9.1
186,2016-07-05,14.5,22.8,8.8
187,2016-07-06,17.8,26.7,11.1
188,2016-07-07,18.7,26.7,11.2
189,2016-07-08,19.1,26.7,14.4
190,2016-07-09,18.3,21.7,16.7
191,2016-07-10,16.4,19.8,12.4
192,2016-07-11,16.7,22.0,12.1
193,2016-07-12,19.4,27.6,12.8
194,2016-07-13,18.2,25.7,12.5
195,2016-07-14,17.6,24.3,14.1
196,2016-07-15,16.1,21.5,13.6
197,2016-07-16,17.5,25.3,13.1
198,2016-07-17,17.6,24.9,14.5
199,2016-07-18,16.5,19.9,14.1
200,2016-07-19,15.7,18.4,13.4
201,2016-07-20,18.6,25.7,12.8
202,2016-07-21,18.9,25.9,13.1
203,2016-07-22,19.7,27.4,14.0
204,2016-07-23,20.5,29.6,13.5
205,2016-07-24,21.5,30.3,14.2
206,2016-07-25,21.2,29.9,14.9
207,2016-07-26,20.2,28.2,14.3
208,2016-07-27,19.4,22.3,15.3
209,2016-07-28,21.0,23.3,17.6
210,2016-07-29,23.1,25.3,21.0
211,2016-07-30,23.7,28.6,20.4
212,2016-07-31,24.7,30.4,20.1
213,2016-08-01,23.1,29.4,20.0
214,2016-08-02,23.1,30.0,19.5
215,2016-08-03,23.9,29.8,20.3
216,2016-08-04,23.2,28.2,20.3
217,2016-08-05,20.8,26.3,14.6
218,2016-08-06,20.2,26.8,14.3
219,2016-08-07,23.1,30.7,14.5
220,2016-08-08,23.8,29.3,17.1
221,2016-08-09,18.6,23.1,14.2
222,2016-08-10,19.6,26.2,14.1
223,2016-08-11,20.7,27.9,15.4
224,2016-08-12,21.6,29.2,15.8
225,2016-08-13,23.3,30.3,18.1
226,2016-08-14,23.1,31.0,17.7
227,2016-08-15,21.3,23.7,19.8
228,2016-08-16,23.3,29.0,19.5
229,2016-08-17,20.9,23.2,19.8
230,2016-08-18,22.3,28.3,18.8
231,2016-08-19,21.4,25.7,18.7
232,2016-08-20,20.9,22.2,19.1
233,2016-08-21,21.9,26.9,19.3
234,2016-08-22,21.8,24.8,19.0
235,2016-08-23,20.5,24.6,15.9
236,2016-08-24,20.3,27.7,14.8
237,2016-08-25,22.1,29.0,14.7
238,2016-08-26,18.0,22.9,14.1
239,2016-08-27,16.0,21.6,11.2
240,2016-08-28,16.1,20.9,9.2
241,2016-08-29,20.8,24.6,17.2
242,2016-08-30,21.5,24.5,19.6
243,2016-08-31,23.7,30.8,18.6
244,2016-09-01,21.8,30.9,17.3
245,2016-09-02,18.1,21.2,16.5
246,2016-09-03,18.6,21.8,17.0
247,2016-09-04,19.2,22.3,17.0
248,2016-09-05,20.6,26.6,17.9
249,2016-09-06,20.5,22.7,18.0
250,2016-09-07,16.5,20.2,13.6
251,2016-09-08,14.8,17.6,13.4
252,2016-09-09,15.5,17.3,13.9
253,2016-09-10,14.6,16.5,12.3
254,2016-09-11,14.1,19.2,9.3
255,2016-09-12,13.3,21.7,8.7
256,2016-09-13,14.8,23.1,9.1
257,2016-09-14,17.2,23.2,12.3
258,2016-09-15,17.2,23.6,13.4
259,2016-09-16,16.8,21.4,12.6
260,2016-09-17,12.5,17.1,8.5
261,2016-09-18,10.6,17.9,4.9
262,2016-09-19,11.0,17.7,7.5
263,2016-09-20,12.2,19.4,7.7
264,2016-09-21,11.4,19.6,6.9
265,2016-09-22,12.7,21.2,5.1
266,2016-09-23,14.3,20.6,10.6
267,2016-09-24,16.4,24.2,11.6
268,2016-09-25,17.8,25.2,10.1
269,2016-09-26,17.9,22.7,10.3
270,2016-09-27,16.9,25.1,11.7
271,2016-09-28,15.2,19.7,8.1
272,2016-09-29,12.2,20.1,7.6
273,2016-09-30,14.3,20.8,7.8
274,2016-10-01,14.2,22.0,7.9
275,2016-10-02,16.5,21.1,8.4
276,2016-10-03,16.2,19.4,13.6
277,2016-10-04,11.5,16.7,5.5
278,2016-10-05,8.0,14.1,1.9
279,2016-10-06,8.0,13.7,3.7
280,2016-10-07,6.4,10.7,2.1
281,2016-10-08,9.7,13.5,5.9
282,2016-10-09,9.4,14.9,4.2
283,2016-10-10,5.0,7.0,3.2
284,2016-10-11,7.1,11.9,3.5
285,2016-10-12,5.8,10.3,3.9
286,2016-10-13,6.3,12.0,2.7
287,2016-10-14,6.0,11.9,0.7
288,2016-10-15,10.5,16.3,1.7
289,2016-10-16,16.5,19.2,12.8
290,2016-10-17,14.6,21.0,12.1
291,2016-10-18,11.6,15.2,9.0
292,2016-10-19,10.6,16.5,7.0
293,2016-10-20,5.5,11.4,0.2
294,2016-10-21,2.9,6.2,0.0
295,2016-10-22,2.7,5.0,-0.5
296,2016-10-23,3.2,5.3,1.4
297,2016-10-24,2.1,4.7,-0.1
298,2016-10-25,5.8,10.7,-1.1
299,2016-10-26,6.6,12.4,1.4
300,2016-10-27,4.2,5.9,1.2
301,2016-10-28,5.3,7.7,2.0
302,2016-10-29,1.8,3.3,-0.1
303,2016-10-30,0.6,3.1,-1.1
304,2016-10-31,0.1,2.7,-0.9
305,2016-11-01,-1.5,-0.5,-2.2
306,2016-11-02,-0.3,2.8,-2.2
307,2016-11-03,0.5,2.5,-1.4
308,2016-11-04,-0.1,0.9,-1.1
309,2016-11-05,-0.2,1.0,-1.8
310,2016-11-06,-2.6,-0.2,-5.9
311,2016-11-07,-2.3,0.5,-4.5
312,2016-11-08,-0.3,4.7,-3.0
313,2016-11-09,-0.6,3.5,-2.3
314,2016-11-10,-1.8,0.2,-5.1
315,2016-11-11,-4.1,2.0,-10.4
316,2016-11-12,0.1,2.3,-4.0
317,2016-11-13,1.1,2.4,-0.1
318,2016-11-14,1.9,6.1,-3.4
319,2016-11-15,2.8,7.2,0.8
320,2016-11-16,-1.8,1.2,-3.3
321,2016-11-17,-2.3,-1.0,-3.5
322,2016-11-18,1.2,6.6,-2.4
323,2016-11-19,1.5,5.6,0.5
324,2016-11-20,2.1,5.3,-3.5
325,2016-11-21,-3.4,-2.0,-4.6
326,2016-11-22,-3.2,-1.4,-5.8
327,2016-11-23,-8.7,-5.4,-10.7
328,2016-11-24,-7.3,-4.5,-10.9
329,2016-11-25,-5.6,-3.8,-6.5
330,2016-11-26,-3.4,-2.0,-5.8
331,2016-11-27,-2.9,-1.1,-6.9
332,2016-11-28,-1.4,0.0,-3.1
333,2016-11-29,-4.6,-1.7,-9.7
334,2016-11-30,-5.0,-2.5,-8.1
335,2016-12-01,-1.3,4.1,-5.6
336,2016-12-02,-0.7,3.3,-2.9
337,2016-12-03,2.1,4.7,-1.4
338,2016-12-04,3.8,5.9,1.2
339,2016-12-05,0.5,5.0,-3.0
340,2016-12-06,-4.1,-2.0,-7.6
341,2016-12-07,-7.4,-5.8,-9.1
342,2016-12-08,-5.0,-2.9,-7.6
343,2016-12-09,-2.9,-1.3,-4.6
344,2016-12-10,-7.7,-3.5,-15.3
345,2016-12-11,-9.7,-6.0,-17.4
346,2016-12-12,-6.5,-4.0,-8.5
347,2016-12-13,-5.3,-3.0,-9.2
348,2016-12-14,-5.8,-3.2,-13.6
349,2016-12-15,-14.2,-6.9,-21.4
350,2016-12-16,-11.7,-7.7,-21.2
351,2016-12-17,-6.0,-1.2,-8.5
352,2016-12-18,1.2,4.3,-6.9
353,2016-12-19,-7.8,2.1,-14.5
354,2016-12-20,-3.6,-0.7,-12.8
355,2016-12-21,-3.2,0.8,-7.5
356,2016-12-22,-2.8,-1.9,-4.0
357,2016-12-23,-4.7,-2.0,-10.7
358,2016-12-24,-10.1,-4.2,-17.8
359,2016-12-25,-4.7,-1.6,-7.9
360,2016-12-26,-2.3,-0.4,-4.2
361,2016-12-27,-8.1,-3.7,-16.7
362,2016-12-28,-13.6,-7.2,-22.9
363,2016-12-29,-6.0,-2.3,-9.9
364,2016-12-30,-5.7,-3.5,-10.2
365,2016-12-31,-5.1,-3.7,-6.4
366,2017-01-01,-3.2,-0.5,-5.6
367,2017-01-02,-2.3,-0.3,-4.2
368,2017-01-03,-5.6,-1.0,-12.3
369,2017-01-04,-6.7,-3.1,-11.4
370,2017-01-05,-10.4,-5.8,-15.6
371,2017-01-06,-10.0,-5.4,-18.4
372,2017-01-07,-4.0,-1.6,-6.3
373,2017-01-08,-7.0,-2.0,-16.4
374,2017-01-09,-10.0,-0.6,-18.2
375,2017-01-10,-6.3,-0.6,-10.0
376,2017-01-11,-10.9,-9.3,-11.6
377,2017-01-12,-10.1,-8.6,-12.0
378,2017-01-13,-10.3,-7.1,-15.9
379,2017-01-14,-11.4,-5.9,-17.7
380,2017-01-15,-8.9,-0.1,-19.0
381,2017-01-16,-1.9,0.0,-4.0
382,2017-01-17,-5.1,-3.1,-8.5
383,2017-01-18,-5.8,-2.9,-8.5
384,2017-01-19,-6.2,-2.0,-11.7
385,2017-01-20,-9.6,-3.4,-19.5
386,2017-01-21,-13.6,-4.9,-22.4
387,2017-01-22,-11.5,-4.3,-23.6
388,2017-01-23,-11.8,-5.0,-24.0
389,2017-01-24,-19.7,-10.5,-27.9
390,2017-01-25,-11.8,-6.8,-21.5
391,2017-01-26,-6.3,-2.7,-10.8
392,2017-01-27,-1.7,1.9,-5.6
393,2017-01-28,-6.1,-4.9,-7.3
394,2017-01-29,-5.8,-3.4,-11.5
395,2017-01-30,-11.3,-4.0,-19.8
396,2017-01-31,-13.1,-6.7,-24.0
397,2017-02-01,-5.4,-2.0,-8.0
398,2017-02-02,-12.8,-7.8,-23.8
399,2017-02-03,-12.5,-7.1,-23.8
400,2017-02-04,-11.3,-1.6,-22.0
401,2017-02-05,-11.6,-3.5,-24.2
402,2017-02-06,-7.6,-1.1,-19.1
403,2017-02-07,-6.2,-3.5,-10.4
404,2017-02-08,-3.6,-2.1,-9.5
405,2017-02-09,-6.4,-0.3,-15.5
406,2017-02-10,-8.6,-3.4,-16.1
407,2017-02-11,-5.5,-1.1,-11.8
408,2017-02-12,-1.6,-0.5,-3.0
409,2017-02-13,-2.1,0.4,-7.7
410,2017-02-14,-4.9,-0.4,-11.7
411,2017-02-15,-1.4,1.9,-3.8
412,2017-02-16,0.4,3.9,-3.0
413,2017-02-17,-1.1,4.3,-5.8
414,2017-02-18,-7.3,-5.2,-8.8
415,2017-02-19,-6.9,-3.2,-12.4
416,2017-02-20,-7.5,-3.0,-15.2
417,2017-02-21,-10.8,-4.7,-21.5
418,2017-02-22,-4.7,-0.3,-12.3
419,2017-02-23,-0.7,2.6,-3.8
420,2017-02-24,-3.1,-0.1,-5.8
421,2017-02-25,-4.4,-0.8,-6.8
422,2017-02-26,-9.0,-5.6,-17.8
423,2017-02-27,-9.2,-1.6,-19.6
424,2017-02-28,-2.0,0.8,-5.2
425,2017-03-01,0.9,3.6,-1.2
426,2017-03-02,2.4,7.0,-1.2
427,2017-03-03,-1.7,1.1,-5.4
428,2017-03-04,-5.8,-3.3,-8.0
429,2017-03-05,-6.1,-4.7,-8.0
430,2017-03-06,-4.0,-0.9,-6.7
431,2017-03-07,-5.2,-1.4,-10.4
432,2017-03-08,-4.1,-0.1,-8.9
433,2017-03-09,-2.4,1.1,-4.9
434,2017-03-10,-4.1,1.2,-11.0
435,2017-03-11,-5.6,2.0,-14.2
436,2017-03-12,-4.1,2.8,-10.3
437,2017-03-13,-5.6,3.6,-15.2
438,2017-03-14,-6.0,1.7,-14.8
439,2017-03-15,-3.1,2.7,-10.4
440,2017-03-16,-0.1,2.1,-1.9
441,2017-03-17,-0.1,3.3,-4.8
442,2017-03-18,-0.3,3.7,-5.5
443,2017-03-19,0.7,3.9,-2.8
444,2017-03-20,0.1,5.6,-5.4
445,2017-03-21,-1.3,3.6,-7.3
446,2017-03-22,0.3,4.3,-1.7
447,2017-03-23,-3.3,-1.0,-9.0
448,2017-03-24,-3.5,1.5,-10.5
449,2017-03-25,-0.3,4.5,-5.2
450,2017-03-26,-1.4,4.5,-6.9
451,2017-03-27,1.1,6.0,-3.8
452,2017-03-28,0.3,4.9,-3.9
453,2017-03-29,0.7,6.0,-5.0
454,2017-03-30,-1.9,3.5,-7.0
455,2017-03-31,-2.5,4.1,-8.9
456,2017-04-01,-1.2,5.9,-9.3
457,2017-04-02,2.0,6.6,-4.0
458,2017-04-03,3.5,8.5,-1.0
459,2017-04-04,4.2,8.6,-1.5
460,2017-04-05,7.5,13.7,1.6
461,2017-04-06,8.9,14.2,4.3
462,2017-04-07,4.3,8.0,-2.8
463,2017-04-08,1.1,5.7,-3.6
464,2017-04-09,4.3,7.4,1.6
465,2017-04-10,2.4,6.9,-1.9
466,2017-04-11,6.3,12.7,0.7
467,2017-04-12,1.6,3.9,-0.6
468,2017-04-13,0.7,3.2,-2.8
469,2017-04-14,8.0,12.1,2.6
470,2017-04-15,10.4,15.3,3.8
471,2017-04-16,8.2,12.9,1.6
472,2017-04-17,4.6,11.0,-1.0
473,2017-04-18,2.4,6.1,-1.7
474,2017-04-19,1.2,3.4,-0.5
475,2017-04-20,1.8,4.8,-0.5
476,2017-04-21,2.6,7.7,-1.2
477,2017-04-22,1.7,5.6,-1.7
478,2017-04-23,1.8,5.5,-2.1
479,2017-04-24,4.3,13.7,-3.3
480,2017-04-25,10.3,19.1,-1.3
481,2017-04-26,8.7,14.5,0.6
482,2017-04-27,6.1,11.7,-1.2
483,2017-04-28,6.4,11.5,2.8
484,2017-04-29,6.5,11.4,1.3
485,2017-04-30,7.8,14.1,1.3
486,2017-05-01,5.4,8.7,2.3
487,2017-05-02,7.4,14.1,1.0
488,2017-05-03,13.6,19.4,6.8
489,2017-05-04,15.0,22.9,5.2
490,2017-05-05,15.9,22.5,10.3
491,2017-05-06,11.7,21.0,5.3
492,2017-05-07,8.1,12.4,3.2
493,2017-05-08,6.8,8.9,4.0
494,2017-05-09,10.6,16.9,1.9
495,2017-05-10,14.5,23.9,5.9
496,2017-05-11,9.2,16.9,3.4
497,2017-05-12,6.0,12.7,3.1
498,2017-05-13,5.9,11.9,3.3
499,2017-05-14,7.6,14.8,3.2
500,2017-05-15,8.3,11.6,5.3
501,2017-05-16,10.0,13.6,6.4
502,2017-05-17,11.8,15.8,9.9
503,2017-05-18,15.0,22.1,8.0
504,2017-05-19,18.7,24.5,12.1
505,2017-05-20,16.6,25.0,7.6
506,2017-05-21,13.4,19.1,6.8
507,2017-05-22,12.8,19.1,7.0
508,2017-05-23,10.3,13.2,6.6
509,2017-05-24,12.5,17.8,7.8
510,2017-05-25,12.2,19.4,8.1
511,2017-05-26,10.5,16.8,5.0
512,2017-05-27,9.5,15.4,6.7
513,2017-05-28,12.0,17.7,7.4
514,2017-05-29,15.7,21.4,11.1
515,2017-05-30,17.7,24.9,9.4
516,2017-05-31,14.0,20.9,9.3
