Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,avg_wind_speed
329,2016-11-25,6.1,13.6,-1.1,3.1
330,2016-11-26,11.3,17.9,3.0,2.2
331,2016-11-27,14.3,16.8,10.9,3.2
332,2016-11-28,9.0,13.6,5.5,5.6
333,2016-11-29,8.0,15.1,0.6,2.3
334,2016-11-30,11.6,18.3,3.5,1.9
335,2016-12-01,12.3,17.4,7.5,4.4
336,2016-12-02,9.4,16.6,4.3,2.2
337,2016-12-03,10.4,18.3,3.3,2.0
338,2016-12-04,13.8,17.7,9.5,2.7
339,2016-12-05,12.3,17.7,7.5,3.2
340,2016-12-06,9.7,14.5,2.4,5.1
341,2016-12-07,6.9,14.0,1.1,3.5
342,2016-12-08,7.5,14.9,1.1,1.9
343,2016-12-09,10.0,18.7,3.1,3.5
344,2016-12-10,8.0,14.8,1.6,3.4
345,2016-12-11,7.5,14.8,1.4,2.6
346,2016-12-12,9.9,16.0,1.0,2.6
347,2016-12-13,13.4,16.0,10.8,2.9
348,2016-12-14,9.8,12.6,5.3,5.3
349,2016-12-15,6.6,10.4,3.6,5.2
350,2016-12-16,3.5,8.3,-2.2,5.3
351,2016-12-17,5.2,12.7,-0.7,3.7
352,2016-12-18,7.3,15.4,-0.4,2.1
353,2016-12-19,11.2,18.6,3.9,2.3
354,2016-12-20,14.2,20.2,9.9,1.6
355,2016-12-21,15.2,19.3,9.7,3.2
356,2016-12-22,15.1,17.7,10.6,4.3
357,2016-12-23,8.5,11.3,4.4,6.3
358,2016-12-24,6.3,12.2,0.2,2.8
359,2016-12-25,10.0,16.9,3.1,2.3
360,2016-12-26,14.5,19.0,9.0,2.1
361,2016-12-27,9.7,17.3,2.7,6.8
362,2016-12-28,5.3,11.2,1.0,3.0
363,2016-12-29,4.5,10.3,-0.9,4.0
364,2016-12-30,4.0,10.8,-1.6,2.5
365,2016-12-31,5.6,13.5,-1.8,3.6
366,2017-01-01,6.2,14.8,-1.1,2.2
367,2017-01-02,10.0,17.3,-0.5,2.9
368,2017-01-03,9.3,15.8,2.8,3.8
369,2017-01-04,8.1,17.0,-0.8,3.2
370,2017-01-05,8.1,12.3,3.7,2.4
371,2017-01-06,6.4,10.2,3.5,1.9
372,2017-01-07,9.5,14.1,3.4,3.0
373,2017-01-08,12.5,17.3,9.7,5.1
374,2017-01-09,8.6,13.6,2.7,6.2
375,2017-01-10,6.0,11.2,1.2,4.3
376,2017-01-11,4.9,9.5,1.4,4.7
377,2017-01-12,4.6,8.2,1.3,3.9
378,2017-01-13,5.0,8.9,1.8,5.1
379,2017-01-14,3.1,7.8,-1.4,6.2
380,2017-01-15,0.6,5.1,-3.9,6.0
381,2017-01-16,2.0,8.1,-4.3,4.5
382,2017-01-17,3.7,11.4,-3.0,2.3
383,2017-01-18,6.0,8.4,2.3,2.0
384,2017-01-19,8.1,13.0,4.1,1.8
385,2017-01-20,4.8,7.9,-0.8,5.8
386,2017-01-21,3.1,9.1,-2.6,3.3
387,2017-01-22,3.0,8.5,-0.2,4.6
388,2017-01-23,0.9,4.8,-3.7,5.7
389,2017-01-24,0.6,6.1,-4.3,4.7
390,2017-01-25,0.9,8.5,-5.3,3.1
391,2017-01-26,2.5,11.1,-5.4,2.1
392,2017-01-27,6.7,14.6,-2.2,2.7
393,2017-01-28,7.5,14.9,-0.3,2.0
394,2017-01-29,11.7,16.7,5.5,2.1
395,2017-01-30,9.9,16.3,1.2,7.1
396,2017-01-31,4.9,12.0,-2.1,2.7
397,2017-02-01,5.9,10.7,2.2,4.4
398,2017-02-02,4.3,11.6,-2.1,4.4
399,2017-02-03,6.1,14.2,-0.9,3.9
400,2017-02-04,8.3,12.9,2.5,1.7
401,2017-02-05,10.7,13.5,5.4,3.1
402,2017-02-06,6.4,11.8,1.9,7.9
403,2017-02-07,5.2,12.8,-0.4,3.5
404,2017-02-08,5.7,13.5,-1.3,2.3
405,2017-02-09,3.7,6.6,0.2,7.2
406,2017-02-10,-0.2,2.7,-1.8,5.5
407,2017-02-11,0.5,4.9,-2.9,5.2
408,2017-02-12,1.9,7.7,-2.3,4.4
409,2017-02-13,3.5,10.8,-4.0,3.6
410,2017-02-14,4.7,12.5,-3.0,4.2
411,2017-02-15,4.9,13.6,-2.5,2.5
412,2017-02-16,7.9,16.5,-3.1,1.8
413,2017-02-17,13.0,19.7,6.9,2.8
414,2017-02-18,7.0,12.9,0.8,5.6
415,2017-02-19,6.2,13.5,-1.4,2.6
416,2017-02-20,11.2,17.5,4.9,5.2
417,2017-02-21,7.1,13.5,2.7,3.0
418,2017-02-22,10.4,16.7,1.9,3.2
419,2017-02-23,8.6,16.0,4.2,6.2
420,2017-02-24,5.4,10.8,1.4,4.4
421,2017-02-25,4.7,11.8,-1.5,4.5
422,2017-02-26,6.0,10.0,1.8,3.0
423,2017-02-27,5.8,14.1,-1.4,2.8
424,2017-02-28,6.7,15.2,0.0,2.3
425,2017-03-01,6.3,11.0,1.5,1.6
426,2017-03-02,6.6,11.9,1.6,5.2
427,2017-03-03,6.4,14.4,-1.5,2.7
428,2017-03-04,8.2,17.5,0.5,2.5
429,2017-03-05,7.6,10.7,3.4,1.9
430,2017-03-06,8.7,13.8,4.1,5.0
431,2017-03-07,5.4,11.4,1.2,5.9
432,2017-03-08,4.3,9.6,1.3,5.9
433,2017-03-09,5.3,11.8,0.5,4.4
434,2017-03-10,7.7,14.3,0.6,4.6
435,2017-03-11,8.5,16.9,-0.5,2.2
436,2017-03-12,10.0,17.5,2.5,2.4
437,2017-03-13,9.5,10.9,8.0,2.0
438,2017-03-14,9.8,14.8,5.5,4.5
439,2017-03-15,7.2,12.7,2.0,5.6
440,2017-03-16,7.0,13.9,0.3,2.2
441,2017-03-17,8.8,16.9,1.5,2.9
442,2017-03-18,9.4,14.6,3.6,2.4
443,2017-03-19,12.3,18.4,8.5,2.7
444,2017-03-20,11.3,12.6,8.3,4.7
445,2017-03-21,11.0,15.3,6.8,5.6
446,2017-03-22,9.2,15.9,2.3,2.5
447,2017-03-23,7.5,8.9,5.5,1.9
448,2017-03-24,9.0,15.0,3.9,2.1
449,2017-03-25,7.7,9.5,5.5,1.8
450,2017-03-26,8.9,16.2,4.4,3.7
451,2017-03-27,6.5,11.6,3.3,4.3
452,2017-03-28,8.2,15.2,1.8,3.4
453,2017-03-29,8.9,14.0,4.4,1.6
454,2017-03-30,13.5,20.9,8.0,2.4
455,2017-03-31,9.9,11.5,8.2,2.1
456,2017-04-01,10.2,16.8,5.7,3.9
457,2017-04-02,9.2,14.6,4.7,7.4
458,2017-04-03,10.5,18.5,1.6,3.7
459,2017-04-04,13.0,21.9,3.9,2.8
460,2017-04-05,15.2,19.3,10.4,3.1
461,2017-04-06,15.7,17.1,14.6,2.9
462,2017-04-07,17.8,19.0,16.5,2.8
463,2017-04-08,17.5,19.4,15.9,2.8
464,2017-04-09,17.0,21.1,15.0,2.9
465,2017-04-10,15.2,18.5,13.7,6.5
466,2017-04-11,15.4,18.7,10.5,5.2
467,2017-04-12,14.0,21.1,6.8,4.3
468,2017-04-13,13.8,21.4,6.2,4.5
469,2017-04-14,13.9,21.7,4.8,3.3
470,2017-04-15,18.4,25.4,10.7,2.9
471,2017-04-16,18.0,21.3,15.9,2.2
472,2017-04-17,18.5,21.1,16.3,4.3
473,2017-04-18,17.3,21.7,14.2,4.8
474,2017-04-19,15.4,21.7,9.0,5.6
475,2017-04-20,11.6,14.5,8.9,1.7
476,2017-04-21,15.3,19.7,11.4,2.0
477,2017-04-22,15.7,22.9,9.6,2.1
478,2017-04-23,14.7,22.3,7.2,2.7
479,2017-04-24,15.1,21.7,8.2,3.7
480,2017-04-25,16.8,23.4,10.0,3.0
481,2017-04-26,15.5,17.9,12.7,2.5
482,2017-04-27,14.8,19.4,10.5,3.5
483,2017-04-28,14.0,21.3,5.9,3.6
484,2017-04-29,15.7,22.1,7.5,3.8
485,2017-04-30,17.3,25.2,9.0,3.0
486,2017-05-01,17.4,24.0,10.3,3.7
487,2017-05-02,17.7,22.9,11.2,3.7
488,2017-05-03,17.7,20.3,16.0,4.3
489,2017-05-04,18.4,22.0,15.6,5.1
490,2017-05-05,19.6,23.6,17.3,3.3
491,2017-05-06,19.3,24.0,14.5,3.1
492,2017-05-07,18.2,25.2,10.4,3.1
493,2017-05-08,18.7,27.8,6.5,2.4
494,2017-05-09,16.6,19.2,14.3,2.8
495,2017-05-10,15.9,19.2,11.2,3.5
496,2017-05-11,18.9,27.1,9.7,3.1
497,2017-05-12,19.0,23.1,13.2,3.1
498,2017-05-13,20.2,24.6,15.6,2.8
499,2017-05-14,19.8,27.1,12.8,3.7
500,2017-05-15,18.2,25.5,11.3,4.5
501,2017-05-16,14.8,18.1,11.3,1.7
502,2017-05-17,16.9,23.9,11.6,2.4
503,2017-05-18,17.7,26.1,9.5,2.6
504,2017-05-19,19.0,27.2,11.1,2.3
505,2017-05-20,19.0,27.3,10.2,2.8
506,2017-05-21,19.1,25.6,12.3,3.1
507,2017-05-22,20.0,26.2,11.9,3.0
508,2017-05-23,20.7,27.2,13.5,2.4
509,2017-05-24,19.7,23.8,17.3,1.9
510,2017-05-25,20.1,24.2,17.8,1.9
511,2017-05-26,18.8,25.3,11.8,3.9
512,2017-05-27,16.7,24.7,7.7,2.4
513,2017-05-28,18.5,26.2,10.9,2.6
514,2017-05-29,21.4,29.0,13.7,2.1
515,2017-05-30,22.0,29.8,14.2,2.0
516,2017-05-31,19.8,23.2,16.0,1.6
