Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure
114,2016-04-24,13.4,15.6,11.7,12.5,1013.7,81,1015.3
115,2016-04-25,12.7,15.9,9.5,11.3,1017.7,78,1019.3
116,2016-04-26,13.9,19.9,9.3,12.8,1016.1,81,1017.7
117,2016-04-27,13.8,16.6,12.2,12.5,1010.9,80,1012.5
118,2016-04-28,12.4,13.5,11.0,13.9,999.6,96,1001.1
119,2016-04-29,11.1,15.3,7.9,9.6,1007.7,73,1009.3
120,2016-04-30,13.2,18.6,6.8,9.4,1012.6,64,1014.2
121,2016-05-01,16.6,21.5,12.0,12.6,1013.6,69,1015.1
122,2016-05-02,16.4,22.0,11.3,13.5,1016.4,73,1017.9
123,2016-05-03,22.1,28.3,12.8,10.7,1006.0,44,1007.5
124,2016-05-04,20.4,25.7,13.5,9.9,1002.2,46,1003.7
125,2016-05-05,17.8,22.3,12.0,10.2,1012.6,51,1014.1
126,2016-05-06,16.6,21.2,10.7,10.0,1011.5,54,1013.0
127,2016-05-07,17.8,23.5,14.0,15.0,1008.1,74,1009.6
128,2016-05-08,15.8,22.1,11.0,12.0,1017.3,71,1018.9
129,2016-05-09,14.9,17.3,12.0,13.8,1012.4,81,1014.0
130,2016-05-10,15.2,16.9,14.5,15.1,1004.1,87,1005.6
131,2016-05-11,15.5,19.3,13.3,16.3,1000.9,92,1002.4
132,2016-05-12,15.1,19.4,12.3,14.0,1014.3,82,1015.9
133,2016-05-13,18.2,26.2,11.2,14.6,1017.6,73,1019.2
134,2016-05-14,15.5,17.5,14.3,14.8,1022.9,84,1024.5
135,2016-05-15,17.3,20.7,12.1,15.6,1015.5,80,1017.1
136,2016-05-16,21.3,29.8,12.7,14.7,1007.1,61,1008.7
137,2016-05-17,14.2,18.2,11.6,13.4,1014.2,83,1015.8
138,2016-05-18,16.0,20.5,10.2,13.4,1017.7,75,1019.2
139,2016-05-19,16.9,19.7,13.7,15.6,1018.1,81,1019.7
140,2016-05-20,18.7,25.1,13.4,16.1,1016.2,76,1017.8
141,2016-05-21,18.3,23.5,14.1,15.3,1016.5,74,1018.1
142,2016-05-22,17.9,21.1,14.0,16.2,1016.6,79,1018.1
143,2016-05-23,18.7,23.9,15.2,15.8,1014.5,74,1016.0
144,2016-05-24,21.2,26.7,13.0,14.2,1009.4,59,1010.9
145,2016-05-25,20.5,25.7,18.0,17.2,1009.4,74,1010.9
146,2016-05-26,22.0,29.8,18.6,21.0,1007.9,80,1009.4
147,2016-05-27,19.0,22.1,16.5,18.9,1009.0,87,1010.5
148,2016-05-28,19.3,23.3,16.7,18.3,1007.3,83,1008.8
149,2016-05-29,19.7,24.5,16.3,18.6,1004.9,82,1006.4
150,2016-05-30,17.9,20.5,15.3,18.8,1003.5,92,1005.0
151,2016-05-31,21.2,28.1,15.5,17.9,1003.7,73,1005.2
152,2016-06-01,17.8,22.5,13.5,12.5,1005.2,63,1006.8
153,2016-06-02,15.9,19.9,11.8,12.4,1008.6,69,1010.1
154,2016-06-03,17.4,22.7,10.7,12.0,1011.0,63,1012.6
155,2016-06-04,22.5,29.3,14.8,13.7,1009.8,52,1011.3
156,2016-06-05,20.2,23.2,17.8,17.7,1011.0,75,1012.5
157,2016-06-06,18.8,20.9,17.6,17.2,1013.4,79,1014.9
158,2016-06-07,20.3,23.4,17.7,19.1,1011.0,81,1012.5
159,2016-06-08,21.7,26.2,17.2,19.8,1009.8,77,1011.3
160,2016-06-09,21.0,23.0,18.6,22.0,1009.6,89,1011.1
161,2016-06-10,20.7,23.8,18.4,21.0,1012.8,86,1014.3
162,2016-06-11,22.5,26.2,17.8,21.5,1012.1,79,1013.6
163,2016-06-12,23.9,30.2,19.9,21.0,1007.5,72,1009.0
164,2016-06-13,20.7,22.6,19.5,22.6,998.9,93,1000.4
165,2016-06-14,21.6,25.0,19.3,22.8,1002.6,89,1004.1
166,2016-06-15,22.5,25.8,18.5,22.6,1005.0,83,1006.5
167,2016-06-16,24.9,30.5,20.5,21.3,999.6,69,1001.1
168,2016-06-17,23.2,29.2,20.4,22.6,1005.0,80,1006.5
169,2016-06-18,22.9,28.4,18.7,21.7,1013.0,78,1014.5
170,2016-06-19,23.0,26.3,20.3,21.8,1009.1,78,1010.6
171,2016-06-20,24.4,29.1,19.6,23.4,1006.3,78,1007.8
172,2016-06-21,22.9,26.9,21.3,23.8,1006.1,86,1007.6
173,2016-06-22,23.0,25.8,21.6,23.6,1006.5,84,1008.0
174,2016-06-23,21.0,22.8,19.9,22.4,1003.9,90,1005.4
175,2016-06-24,21.2,22.8,19.3,21.8,1001.6,87,1003.1
176,2016-06-25,23.1,27.1,18.1,21.4,999.6,76,1001.1
177,2016-06-26,21.9,27.6,17.4,18.9,1007.1,74,1008.6
178,2016-06-27,21.3,24.7,16.6,20.1,1011.8,80,1013.3
179,2016-06-28,20.3,23.6,17.7,21.0,1010.5,88,1012.0
180,2016-06-29,21.6,25.0,19.2,22.4,1011.7,87,1013.2
181,2016-06-30,24.0,28.0,20.8,25.0,1010.7,85,1012.2
182,2016-07-01,25.6,30.5,21.2,25.9,1011.0,80,1012.5
183,2016-07-02,28.7,37.0,23.6,25.2,1007.0,67,1008.5
184,2016-07-03,25.3,29.4,23.2,27.6,1007.7,86,1009.2
185,2016-07-04,22.9,24.7,21.7,26.5,1012.1,95,1013.6
186,2016-07-05,23.5,27.2,21.5,26.3,1014.9,91,1016.4
187,2016-07-06,27.8,34.5,22.5,27.8,1013.3,77,1014.8
188,2016-07-07,26.1,31.4,22.7,26.9,1013.7,80,1015.2
189,2016-07-08,23.8,27.0,22.5,26.4,1011.9,90,1013.4
190,2016-07-09,22.9,24.5,21.9,26.2,1005.9,94,1007.4
191,2016-07-10,25.1,29.3,22.3,26.4,1004.2,84,1005.7
192,2016-07-11,24.8,28.1,22.6,25.7,1005.5,82,1007.0
193,2016-07-12,24.9,28.0,21.5,26.3,1004.4,84,1005.9
194,2016-07-13,25.8,30.3,23.7,30.3,999.0,91,1000.5
195,2016-07-14,25.8,30.4,22.1,26.3,996.5,80,998.0
196,2016-07-15,23.1,27.2,20.6,23.6,998.0,84,999.5
197,2016-07-16,24.8,28.7,21.6,25.0,1003.7,80,1005.2
198,2016-07-17,25.3,28.8,23.2,27.8,1004.9,87,1006.4
199,2016-07-18,24.3,27.2,21.7,25.6,1008.3,85,1009.8
200,2016-07-19,25.0,30.5,20.4,25.4,1009.8,81,1011.3
201,2016-07-20,24.3,27.0,23.1,23.6,1011.8,78,1013.3
202,2016-07-21,23.7,26.7,22.5,23.3,1011.3,79,1012.8
203,2016-07-22,24.5,27.5,22.0,24.4,1010.4,80,1011.9
204,2016-07-23,25.3,28.6,21.8,26.1,1010.5,82,1012.0
205,2016-07-24,26.7,30.6,22.8,26.8,1011.2,77,1012.7
206,2016-07-25,26.1,30.3,23.9,26.8,1010.7,80,1012.2
207,2016-07-26,23.4,24.8,22.0,27.2,1007.3,94,1008.8
208,2016-07-27,27.0,32.6,22.4,28.7,1006.8,82,1008.3
209,2016-07-28,28.5,33.0,24.7,30.2,1008.5,78,1010.0
210,2016-07-29,29.2,34.0,25.2,27.6,1010.1,69,1011.6
211,2016-07-30,29.1,33.0,25.0,29.6,1010.7,74,1012.2
212,2016-07-31,28.0,31.4,25.1,30.7,1009.9,82,1011.4
213,2016-08-01,27.6,30.4,25.3,30.4,1008.0,82,1009.5
214,2016-08-02,27.0,30.2,25.0,29.8,1006.9,84,1008.4
215,2016-08-03,27.1,30.9,24.9,29.2,1007.5,82,1009.0
216,2016-08-04,27.4,30.8,24.3,28.9,1008.7,79,1010.2
217,2016-08-05,27.6,30.9,24.0,29.2,1009.4,79,1010.9
218,2016-08-06,27.7,30.8,24.2,30.0,1008.1,81,1009.6
219,2016-08-07,29.6,34.7,25.3,31.9,1006.6,78,1008.1
220,2016-08-08,28.9,32.7,25.7,32.3,1004.1,82,1005.6
221,2016-08-09,28.0,33.4,25.5,28.4,1004.5,76,1006.0
222,2016-08-10,26.3,29.8,23.3,23.1,1008.6,68,1010.1
223,2016-08-11,25.8,29.8,22.1,24.6,1008.9,75,1010.4
224,2016-08-12,26.5,30.2,22.1,25.0,1007.2,73,1008.7
225,2016-08-13,28.2,33.1,23.5,29.3,1005.1,77,1006.6
226,2016-08-14,29.1,35.5,24.4,29.4,1002.3,75,1003.8
227,2016-08-15,26.5,30.3,23.9,29.3,1000.1,85,1001.6
228,2016-08-16,27.1,31.4,23.9,29.8,999.9,84,1001.4
229,2016-08-17,27.3,30.6,25.1,29.8,1000.4,83,1001.9
230,2016-08-18,27.5,30.3,25.7,29.1,1005.1,80,1006.6
231,2016-08-19,27.9,30.1,26.5,30.8,1005.9,82,1007.4
232,2016-08-20,28.6,32.5,26.9,32.0,1002.7,82,1004.2
233,2016-08-21,29.7,34.9,27.0,31.0,1003.0,75,1004.5
234,2016-08-22,27.7,31.3,25.5,32.2,1001.4,87,1002.9
235,2016-08-23,27.1,30.7,23.9,26.8,1005.0,75,1006.5
236,2016-08-24,27.3,31.2,23.5,27.4,1006.3,75,1007.8
237,2016-08-25,28.9,34.8,24.6,30.0,1004.6,76,1006.1
238,2016-08-26,27.2,34.7,22.6,28.0,1003.4,79,1004.8
239,2016-08-27,23.7,25.3,22.1,22.7,1005.5,78,1007.0
240,2016-08-28,24.5,27.4,22.3,23.4,999.2,76,1000.7
241,2016-08-29,25.9,31.1,21.8,26.5,989.9,80,991.4
242,2016-08-30,20.8,23.8,18.7,23.0,989.2,93,990.7
243,2016-08-31,26.6,33.2,18.5,19.1,995.7,57,997.2
244,2016-09-01,25.8,31.4,19.6,21.7,1006.8,66,1008.3
245,2016-09-02,25.5,29.8,21.0,24.1,1009.9,75,1011.4
246,2016-09-03,26.6,30.7,22.4,27.9,1011.0,81,1012.5
247,2016-09-04,27.1,33.0,24.0,29.4,1011.5,83,1013.0
248,2016-09-05,26.6,31.8,23.6,28.5,1010.0,83,1011.5
249,2016-09-06,25.8,29.9,23.5,28.1,1007.3,85,1008.8
250,2016-09-07,26.4,28.9,25.0,28.5,1004.3,83,1005.8
251,2016-09-08,23.8,26.0,21.4,26.8,1000.5,90,1002.0
252,2016-09-09,23.4,28.1,20.3,23.0,1007.1,81,1008.6
253,2016-09-10,23.5,27.0,19.7,21.5,1011.9,75,1013.4
254,2016-09-11,24.5,27.1,22.2,23.6,1013.9,77,1015.4
255,2016-09-12,23.9,26.8,21.4,25.3,1015.2,85,1016.7
256,2016-09-13,23.3,27.3,21.5,26.4,1013.9,93,1015.4
257,2016-09-14,23.5,27.0,21.1,24.0,1015.2,84,1016.7
258,2016-09-15,23.6,26.7,21.3,24.1,1014.9,83,1016.4
259,2016-09-16,23.4,26.2,20.5,24.0,1014.0,84,1015.5
260,2016-09-17,22.9,26.1,20.4,24.2,1012.5,87,1014.0
261,2016-09-18,21.2,22.1,20.4,25.0,1007.5,99,1009.0
262,2016-09-19,21.0,22.1,20.3,21.9,1008.8,88,1010.3
263,2016-09-20,20.0,21.8,18.6,21.2,1008.1,91,1009.6
264,2016-09-21,21.6,23.6,20.1,21.7,1015.8,85,1017.3
265,2016-09-22,20.9,22.8,19.2,23.7,1015.3,96,1016.8
266,2016-09-23,19.6,21.0,17.6,22.0,1015.1,96,1016.7
267,2016-09-24,20.4,23.3,16.7,21.5,1015.7,90,1017.2
268,2016-09-25,22.9,26.6,18.8,23.4,1016.2,84,1017.7
269,2016-09-26,23.0,24.7,21.7,26.1,1017.4,93,1018.9
270,2016-09-27,24.9,28.4,21.3,26.6,1014.9,85,1016.4
271,2016-09-28,23.0,24.3,22.0,27.7,1011.7,98,1013.2
272,2016-09-29,20.0,22.2,17.3,22.4,1013.3,95,1014.8
273,2016-09-30,18.9,22.4,15.1,17.6,1015.0,82,1016.5
274,2016-10-01,19.8,23.3,16.7,19.4,1016.8,85,1018.3
275,2016-10-02,22.1,25.4,19.3,22.4,1016.4,84,1017.9
276,2016-10-03,23.7,28.0,20.3,26.2,1009.4,90,1010.9
277,2016-10-04,23.1,25.9,21.2,22.4,1014.9,79,1016.4
278,2016-10-05,23.4,32.5,20.5,21.6,1008.4,76,1009.9
279,2016-10-06,20.8,23.8,17.6,19.1,1017.0,78,1018.5
280,2016-10-07,19.6,22.3,17.6,13.8,1022.3,61,1023.8
281,2016-10-08,20.6,23.5,17.6,22.5,1009.3,92,1010.8
282,2016-10-09,17.9,21.3,15.3,16.7,1011.1,81,1012.7
283,2016-10-10,16.6,18.2,14.1,11.8,1017.5,63,1019.1
284,2016-10-11,16.8,20.4,13.3,13.1,1016.7,69,1018.3
285,2016-10-12,15.3,20.3,11.3,12.9,1017.8,74,1019.4
286,2016-10-13,15.1,18.6,12.0,11.1,1021.3,66,1022.9
287,2016-10-14,14.5,19.9,9.4,11.9,1023.3,74,1024.9
288,2016-10-15,15.4,20.6,9.6,11.6,1025.6,67,1027.2
289,2016-10-16,17.2,21.8,10.7,15.0,1022.5,77,1024.1
290,2016-10-17,19.4,22.9,15.9,19.8,1015.3,88,1016.8
291,2016-10-18,20.1,23.1,18.6,21.6,1016.6,92,1018.1
292,2016-10-19,19.7,22.7,17.2,18.5,1015.0,81,1016.5
293,2016-10-20,19.2,24.5,16.2,16.4,1016.6,74,1018.2
294,2016-10-21,16.1,18.4,13.2,11.6,1019.7,64,1021.3
295,2016-10-22,15.2,18.1,10.7,13.6,1013.2,79,1014.8
296,2016-10-23,16.1,18.7,14.3,12.9,1012.3,70,1013.9
297,2016-10-24,14.3,17.7,8.9,9.1,1017.6,57,1019.2
298,2016-10-25,15.0,20.7,8.3,13.2,1013.0,76,1014.5
299,2016-10-26,19.6,25.6,15.3,19.3,1014.4,85,1016.0
300,2016-10-27,15.6,18.3,11.2,11.2,1022.4,64,1024.0
301,2016-10-28,13.2,16.3,10.6,12.3,1014.9,82,1016.5
302,2016-10-29,12.9,14.7,9.9,11.2,1018.7,75,1020.3
303,2016-10-30,11.6,16.0,7.4,8.9,1025.5,66,1027.1
304,2016-10-31,13.0,19.5,7.2,9.9,1022.0,68,1023.6
305,2016-11-01,11.4,16.4,7.0,10.7,1020.3,79,1021.9
306,2016-11-02,10.4,15.6,4.7,8.6,1021.4,70,1023.0
307,2016-11-03,10.3,14.7,7.9,11.0,1016.5,88,1018.1
308,2016-11-04,11.7,17.1,7.5,9.6,1016.0,73,1017.6
309,2016-11-05,14.1,21.6,7.7,9.5,1012.3,61,1013.9
310,2016-11-06,12.7,15.1,11.5,9.6,1022.3,65,1023.9
311,2016-11-07,11.2,14.6,6.9,9.0,1022.7,69,1024.3
312,2016-11-08,11.9,20.1,7.6,11.3,1015.9,81,1017.5
313,2016-11-09,6.8,7.9,5.7,7.0,1023.4,71,1025.0
314,2016-11-10,8.7,11.2,5.6,7.6,1023.0,67,1024.6
315,2016-11-11,12.1,19.2,7.2,12.0,1015.4,86,1017.0
316,2016-11-12,13.0,17.8,8.4,10.9,1022.6,75,1024.2
317,2016-11-13,13.6,22.5,6.7,10.9,1022.3,72,1023.8
318,2016-11-14,13.2,16.3,9.3,13.0,1016.9,86,1018.5
319,2016-11-15,13.4,20.2,8.4,13.4,1012.8,85,1014.3
320,2016-11-16,8.2,12.1,4.3,7.4,1020.5,69,1022.1
321,2016-11-17,9.6,11.0,6.7,9.2,1022.5,77,1024.1
322,2016-11-18,9.5,15.6,3.5,9.2,1021.3,78,1022.9
323,2016-11-19,13.4,16.2,9.8,14.6,1012.1,95,1013.7
324,2016-11-20,15.4,18.6,13.7,15.3,1016.6,87,1018.2
325,2016-11-21,13.9,16.1,11.9,12.6,1017.2,79,1018.8
326,2016-11-22,14.1,18.1,7.7,12.6,1011.6,79,1013.2
327,2016-11-23,7.0,8.0,6.3,6.6,1021.1,66,1022.7
328,2016-11-24,7.8,10.6,3.1,6.3,1016.7,60,1018.3
329,2016-11-25,6.9,11.0,3.0,8.7,1020.0,86,1021.6
330,2016-11-26,9.3,12.6,6.3,9.6,1022.1,83,1023.7
331,2016-11-27,10.4,11.1,9.1,12.5,1014.5,99,1016.1
332,2016-11-28,8.6,12.1,6.3,9.0,1018.5,82,1020.1
333,2016-11-29,7.5,10.9,4.6,7.4,1027.6,72,1029.2
334,2016-11-30,7.3,10.4,4.7,7.2,1027.6,70,1029.2
335,2016-12-01,11.4,17.7,7.1,11.1,1017.4,82,1019.0
336,2016-12-02,8.8,13.0,5.8,7.1,1024.8,63,1026.4
337,2016-12-03,10.7,16.4,7.3,8.8,1024.1,69,1025.7
338,2016-12-04,11.2,16.7,5.0,8.9,1016.3,69,1017.9
339,2016-12-05,12.6,17.2,9.9,11.6,1012.3,81,1013.9
340,2016-12-06,7.2,11.6,3.4,8.2,1016.4,80,1018.0
341,2016-12-07,6.2,11.0,2.9,7.6,1017.0,82,1018.6
342,2016-12-08,6.7,11.6,3.4,7.2,1017.0,75,1018.6
343,2016-12-09,7.3,9.2,3.9,8.6,1010.7,83,1012.3
344,2016-12-10,3.5,6.0,2.4,6.9,1019.9,88,1021.6
345,2016-12-11,2.8,4.7,1.1,6.7,1024.2,90,1025.9
346,2016-12-12,3.3,8.0,-1.0,6.1,1024.5,81,1026.1
347,2016-12-13,8.0,10.2,3.2,9.9,1014.6,91,1016.2
348,2016-12-14,5.1,10.0,1.0,7.9,1009.7,88,1011.3
349,2016-12-15,1.8,4.8,0.3,6.3,1015.0,91,1016.6
350,2016-12-16,1.5,4.1,0.4,6.3,1016.7,93,1018.4
351,2016-12-17,3.7,6.7,0.7,7.7,1023.2,97,1024.8
352,2016-12-18,8.0,14.8,2.5,8.1,1026.8,77,1028.5
353,2016-12-19,10.2,16.7,5.3,8.8,1024.3,72,1025.9
354,2016-12-20,9.1,13.0,6.3,9.9,1024.2,85,1025.8
355,2016-12-21,9.3,14.9,4.4,9.8,1027.0,84,1028.6
356,2016-12-22,15.6,22.1,5.1,11.9,1008.0,69,1009.6
357,2016-12-23,8.8,12.9,4.2,9.2,1007.0,81,1008.6
358,2016-12-24,4.8,8.5,2.0,7.2,1022.8,85,1024.4
359,2016-12-25,5.0,9.3,1.9,7.5,1029.2,86,1030.9
360,2016-12-26,5.8,10.1,0.8,8.2,1019.7,89,1021.3
361,2016-12-27,6.6,11.1,2.5,9.0,1007.3,91,1008.9
362,2016-12-28,2.3,5.6,-0.5,5.4,1022.4,76,1024.0
363,2016-12-29,3.7,10.4,-0.4,6.1,1019.2,78,1020.8
364,2016-12-30,2.4,5.5,0.5,6.4,1026.3,88,1028.0
365,2016-12-31,5.6,9.9,1.5,7.4,1024.1,81,1025.7
366,2017-01-01,6.9,10.8,4.6,8.2,1024.0,83,1025.6
367,2017-01-02,8.3,13.8,4.0,7.7,1017.0,71,1018.6
368,2017-01-03,6.7,8.7,5.0,8.1,1017.3,82,1018.9
369,2017-01-04,5.9,10.5,2.4,7.2,1017.5,77,1019.1
370,2017-01-05,4.2,7.8,2.5,5.8,1023.5,70,1025.1
371,2017-01-06,4.0,7.0,1.6,5.4,1025.0,67,1026.7
372,2017-01-07,3.5,8.4,-0.3,5.6,1021.7,72,1023.4
373,2017-01-08,4.5,9.4,-0.3,6.8,1010.7,81,1012.3
