,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,solar_radiation,deepest_snowfall,total_snowfall,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure,cloud_cover
52,2016-02-22,-4.6,-2.7,-5.9,3.0,1.9,7.49,35.0,7.0,4.4,2.6,1021.3,60,1022.8,10.0
53,2016-02-23,-5.9,-2.0,-9.4,2.0,1.1,6.86,35.0,4.0,4.2,2.5,1018.4,63,1019.9,10.0
54,2016-02-24,-9.5,-8.3,-10.9,2.5,0.3,5.85,36.0,3.0,4.3,1.7,1021.8,57,1023.3,9.5
55,2016-02-25,-7.6,-5.5,-9.0,3.0,1.4,7.4,38.0,7.0,3.5,2.1,1019.7,62,1021.2,9.8
56,2016-02-26,-7.7,-5.4,-10.2,3.0,0.4,8.76,43.0,5.0,3.1,2.0,1019.0,61,1020.5,9.8
57,2016-02-27,-6.7,-4.9,-9.0,3.0,1.8,7.7,44.0,6.0,2.9,2.3,1021.5,62,1023.0,9.3
58,2016-02-28,-5.8,-2.5,-9.8,2.0,0.7,6.56,44.0,3.0,2.6,2.8,1025.7,70,1027.2,9.3
59,2016-02-29,-3.8,-1.7,-7.2,10.0,0.0,2.33,53.0,13.0,8.7,4.0,1008.6,86,1010.1,9.3
60,2016-03-01,-4.7,-1.9,-6.3,6.0,1.5,7.96,48.0,,11.7,3.0,1005.0,68,1006.5,9.8
61,2016-03-02,-4.7,-3.5,-6.4,0.0,4.0,11.67,37.0,2.0,4.5,2.4,1014.7,55,1016.2,8.8
62,2016-03-03,-5.3,-3.4,-8.2,1.0,8.4,14.64,36.0,1.0,2.9,2.5,1020.9,62,1022.4,6.8
63,2016-03-04,-3.6,-0.7,-6.6,2.5,2.0,8.98,42.0,6.0,2.3,3.0,1029.5,65,1031.0,6.3
64,2016-03-05,-3.3,-0.4,-6.8,0.0,9.7,16.02,40.0,,1.7,3.0,1033.4,63,1034.9,3.3
65,2016-03-06,-0.4,6.6,-4.6,9.5,0.0,1.32,38.0,1.0,2.4,5.1,1017.7,80,1019.1,10.0
66,2016-03-07,2.9,6.7,0.2,0.5,4.6,11.05,32.0,,5.3,5.1,1013.1,68,1014.5,7.5
67,2016-03-08,0.7,4.3,-2.4,4.0,1.4,7.01,29.0,3.0,3.8,4.1,1006.7,65,1008.2,8.5
68,2016-03-09,-1.3,0.1,-2.7,1.5,2.3,9.84,29.0,,5.4,2.6,1010.9,47,1012.4,8.8
69,2016-03-10,-1.6,0.9,-3.9,0.0,7.2,14.11,31.0,4.0,3.7,3.2,1015.2,60,1016.7,7.3
70,2016-03-11,-2.9,-0.8,-4.8,1.5,4.1,12.36,31.0,4.0,3.6,2.9,1013.4,59,1014.9,9.0
71,2016-03-12,-1.5,0.2,-4.0,0.0,5.3,13.22,30.0,,3.5,2.3,1019.5,43,1021.0,9.0
72,2016-03-13,-0.2,2.1,-3.2,3.0,1.1,6.95,35.0,8.0,3.8,5.0,1019.7,82,1021.2,8.0
73,2016-03-14,0.9,2.6,-1.8,2.0,1.6,6.1,35.0,,3.2,4.5,1013.8,68,1015.3,8.0
74,2016-03-15,-1.5,0.8,-5.1,0.0,8.0,16.31,30.0,,2.8,2.3,1012.0,43,1013.5,2.8
75,2016-03-16,3.3,5.5,-2.9,,1.7,8.06,30.0,,4.3,5.6,1006.7,71,1008.2,9.0
76,2016-03-17,3.4,5.6,0.6,0.0,7.5,17.06,22.0,,3.0,6.3,1012.4,80,1013.9,4.3
77,2016-03-18,7.3,9.7,3.5,0.0,4.0,11.32,18.0,,4.2,7.1,1010.1,70,1011.5,10.0
78,2016-03-19,2.7,7.3,-0.1,0.0,0.3,3.63,4.0,,6.2,6.2,1005.6,82,1007.0,10.0
79,2016-03-20,-1.3,0.0,-2.4,0.0,3.0,10.91,1.0,,8.2,3.1,1013.5,56,1015.0,9.3
80,2016-03-21,-0.2,1.8,-2.2,0.5,0.8,7.74,0.0,,4.1,3.0,1011.7,49,1013.2,6.8
81,2016-03-22,2.3,4.0,0.8,0.0,6.8,16.99,0.0,,4.6,3.2,1004.2,45,1005.6,6.0
82,2016-03-23,0.8,2.6,-1.2,3.0,4.0,14.06,2.0,3.0,3.6,4.6,1008.7,72,1010.2,9.3
83,2016-03-24,-0.5,0.6,-1.9,2.5,2.9,11.32,2.0,1.0,3.9,4.9,1015.3,82,1016.8,6.8
84,2016-03-25,0.9,3.1,-1.5,0.0,6.5,16.51,0.0,,4.5,4.5,1014.0,69,1015.5,8.0
85,2016-03-26,1.1,3.8,-2.8,,9.2,19.99,0.0,,2.8,4.4,1015.6,66,1017.1,1.5
86,2016-03-27,5.1,7.1,3.5,0.0,5.7,15.09,0.0,,6.0,6.4,1010.6,73,1012.0,7.3
87,2016-03-28,2.6,4.3,-0.6,,11.5,21.12,0.0,,2.6,4.2,1015.4,57,1016.9,0.3
88,2016-03-29,4.4,8.9,-1.3,,7.7,14.99,,,3.4,5.1,1019.1,62,1020.6,7.3
89,2016-03-30,6.5,12.8,3.5,2.5,3.7,11.58,,,3.6,6.5,1011.1,70,1012.6,8.0
90,2016-03-31,4.5,7.9,2.2,0.0,6.3,14.9,,,3.8,6.7,1012.9,80,1014.4,5.5
91,2016-04-01,1.5,4.2,0.2,0.0,3.5,11.08,,,5.8,5.5,1026.9,81,1028.4,8.5
92,2016-04-02,3.1,6.8,-0.5,,2.6,12.82,,,2.2,5.6,1024.4,74,1025.9,7.5
93,2016-04-03,6.0,9.0,3.4,2.5,5.8,15.79,,,6.2,6.2,1011.3,67,1012.7,7.8
94,2016-04-04,5.6,8.2,3.0,,11.9,22.52,,,4.7,5.1,1008.3,57,1009.7,2.3
95,2016-04-05,4.5,8.3,1.6,3.0,3.3,8.05,,,4.4,6.9,1002.7,82,1004.1,7.5
96,2016-04-06,6.3,8.9,3.8,,11.2,22.73,,,4.7,5.6,1009.4,59,1010.8,1.5
97,2016-04-07,8.5,11.5,5.4,,8.7,17.28,,,4.9,5.4,1009.9,50,1011.3,7.5
98,2016-04-08,6.3,10.8,4.3,3.0,3.6,9.42,,,4.5,7.3,1002.1,77,1003.5,5.8
99,2016-04-09,2.3,4.8,0.3,12.5,0.0,2.9,2.0,3.0,3.7,6.0,1000.9,84,1002.3,9.5
100,2016-04-10,2.3,4.6,0.2,4.5,6.9,18.15,2.0,,6.0,5.1,1008.4,72,1009.9,6.0
101,2016-04-11,1.6,3.0,-0.1,2.5,0.6,8.98,0.0,,7.5,4.3,1010.4,63,1011.9,8.3
102,2016-04-12,5.1,8.4,1.8,,12.0,23.32,,,4.4,4.8,1014.6,55,1016.1,6.3
103,2016-04-13,4.1,6.4,2.4,3.5,0.0,3.74,,,4.7,7.1,1008.6,86,1010.1,10.0
104,2016-04-14,3.6,8.0,0.8,14.5,3.0,14.06,1.0,1.0,5.3,6.7,1006.7,85,1008.1,10.0
105,2016-04-15,1.9,3.3,0.6,5.5,1.7,9.45,1.0,,10.3,5.5,1007.5,78,1009.0,8.5
106,2016-04-16,4.2,6.6,2.4,0.5,5.8,19.52,,,2.7,5.8,1016.1,70,1017.6,7.3
107,2016-04-17,3.3,5.9,1.0,11.5,0.0,5.67,,,6.9,6.8,1002.8,88,1004.2,10.0
108,2016-04-18,0.5,1.3,-0.4,7.5,0.0,5.25,2.0,2.0,9.2,5.6,1002.8,88,1004.3,10.0
109,2016-04-19,1.9,5.5,-1.4,,9.6,18.7,2.0,,1.9,5.2,1015.2,74,1016.7,8.8
110,2016-04-20,6.6,10.3,1.5,1.5,5.6,18.16,,,6.2,7.3,1012.9,75,1014.4,8.5
111,2016-04-21,8.3,12.1,4.2,0.0,10.2,23.7,,,5.8,8.1,1006.0,75,1007.4,4.8
112,2016-04-22,3.9,6.6,1.8,0.0,5.5,18.08,,,5.2,6.9,1010.0,85,1011.5,5.8
113,2016-04-23,4.8,7.6,2.4,7.0,0.0,3.04,,,3.0,7.8,1005.3,91,1006.7,9.8
114,2016-04-24,6.0,10.3,3.7,,8.5,23.06,,,3.5,7.6,1009.7,82,1011.1,7.0
115,2016-04-25,4.9,7.9,3.6,0.0,6.3,18.1,,,3.2,7.0,1018.8,81,1020.3,8.0
116,2016-04-26,3.5,4.4,2.4,2.0,0.8,7.56,,,3.8,6.5,1018.3,82,1019.8,7.5
117,2016-04-27,5.9,9.7,3.2,,8.9,23.92,,,4.4,6.7,1014.6,72,1016.1,5.5
118,2016-04-28,7.1,12.5,3.0,0.0,13.0,26.39,,,4.7,7.1,1009.4,72,1010.9,1.3
119,2016-04-29,2.4,4.8,0.9,1.0,0.0,5.9,,,9.7,6.3,1004.8,86,1006.3,10.0
120,2016-04-30,3.2,4.4,1.7,0.0,1.0,8.69,,,9.6,5.1,1005.3,66,1006.8,9.8
121,2016-05-01,4.2,6.7,3.1,0.0,6.3,18.95,,,5.8,5.8,1014.2,71,1015.7,5.3
122,2016-05-02,6.7,11.7,1.4,0.0,9.8,22.65,,,2.8,5.8,1016.7,61,1018.2,5.3
123,2016-05-03,12.6,17.3,7.2,0.0,8.3,21.24,,,5.4,9.2,1007.7,63,1009.1,8.8
124,2016-05-04,8.8,11.0,6.8,12.5,0.4,4.3,,,2.1,10.1,997.4,89,998.8,10.0
125,2016-05-05,7.7,10.6,4.5,2.0,0.0,6.47,,,4.6,9.4,998.0,88,999.4,10.0
126,2016-05-06,7.5,10.5,4.9,0.0,10.4,25.6,,,3.7,7.4,1012.1,72,1013.5,7.8
127,2016-05-07,8.5,14.6,6.1,9.0,0.5,5.91,,,6.0,9.6,995.1,86,996.5,10.0
128,2016-05-08,8.2,13.4,5.5,0.0,11.1,27.44,,,4.6,7.4,1003.1,69,1004.5,2.5
129,2016-05-09,10.2,14.1,5.7,,11.8,24.73,,,4.6,8.5,1013.2,68,1014.6,1.0
130,2016-05-10,12.0,18.0,6.2,,13.2,26.38,,,2.7,6.6,1014.7,49,1016.1,7.5
131,2016-05-11,9.7,14.1,6.1,0.5,0.0,8.28,,,5.9,8.5,1006.7,72,1008.1,10.0
132,2016-05-12,6.8,10.0,4.4,3.5,2.6,13.35,,,6.1,8.4,1006.1,85,1007.5,9.3
133,2016-05-13,11.8,18.1,7.6,,8.7,22.96,,,6.2,9.5,1012.6,71,1014.0,5.3
134,2016-05-14,12.6,16.7,8.0,,13.1,28.63,,,4.8,7.4,1024.7,52,1026.1,2.5
135,2016-05-15,13.6,18.6,8.7,,4.4,16.85,,,2.9,7.6,1019.0,50,1020.4,9.3
136,2016-05-16,13.6,17.5,9.1,2.0,0.0,7.91,,,3.6,9.8,1005.3,64,1006.7,10.0
137,2016-05-17,11.5,13.3,9.9,1.5,10.7,26.62,,,7.4,10.8,1005.5,80,1006.9,6.0
138,2016-05-18,13.0,16.4,9.6,,13.6,24.08,,,5.2,9.1,1014.7,62,1016.1,2.3
139,2016-05-19,15.2,18.0,11.3,,13.2,25.24,,,8.8,9.3,1017.7,55,1019.1,0.5
140,2016-05-20,16.6,19.7,13.5,,13.6,27.22,,,8.2,8.3,1017.7,44,1019.1,2.0
141,2016-05-21,18.4,22.7,14.6,,13.6,27.42,,,7.4,6.9,1014.9,33,1016.3,0.5
142,2016-05-22,13.7,17.6,9.9,,12.9,26.6,,,5.0,9.8,1013.6,63,1015.0,6.8
143,2016-05-23,13.3,18.1,9.2,,10.0,24.15,,,4.6,10.6,1011.9,71,1013.3,8.0
144,2016-05-24,14.1,19.9,8.0,,9.2,21.06,,,2.7,9.3,1012.4,59,1013.8,7.5
145,2016-05-25,13.1,17.2,10.7,2.5,0.0,3.28,,,6.1,13.1,1003.3,87,1004.7,8.3
146,2016-05-26,13.7,16.1,12.4,0.0,7.7,20.72,,,7.0,12.5,1001.9,80,1003.3,8.0
147,2016-05-27,14.2,17.0,12.3,0.0,10.6,28.2,,,6.5,10.4,1000.8,65,1002.2,5.8
148,2016-05-28,13.4,16.7,10.5,,13.1,28.21,,,5.2,8.9,1001.8,59,1003.2,5.3
149,2016-05-29,9.8,12.6,7.8,,5.4,16.18,,,4.3,9.2,1008.3,76,1009.7,3.0
150,2016-05-30,11.2,16.8,7.6,0.0,10.1,26.78,,,4.2,9.1,1008.1,70,1009.5,6.8
151,2016-05-31,8.9,11.7,7.4,8.0,1.1,10.43,,,5.2,9.9,1002.4,87,1003.8,10.0
152,2016-06-01,7.4,7.9,6.8,31.5,0.0,2.27,,,12.2,9.3,999.6,91,1001.0,10.0
153,2016-06-02,9.3,12.3,7.1,1.0,8.5,26.03,,,5.5,8.7,1004.4,75,1005.8,6.5
154,2016-06-03,9.3,12.0,6.0,,7.5,22.86,,,3.1,8.4,1007.6,72,1009.0,6.8
155,2016-06-04,7.5,10.5,5.0,4.5,0.6,9.02,,,4.4,8.1,1008.3,79,1009.7,9.5
156,2016-06-05,9.4,13.6,5.4,,10.1,27.39,,,2.4,9.0,1012.3,77,1013.7,5.8
157,2016-06-06,12.4,15.5,8.4,,9.4,27.26,,,2.9,10.7,1014.9,75,1016.3,6.0
158,2016-06-07,14.5,18.7,10.0,0.5,10.7,26.58,,,3.3,11.1,1012.7,69,1014.1,5.5
159,2016-06-08,13.3,15.7,11.7,3.5,0.0,5.91,,,1.7,12.6,1011.5,82,1012.9,9.3
160,2016-06-09,11.2,13.7,8.5,0.0,0.0,9.49,,,2.9,11.6,1010.7,87,1012.1,10.0
161,2016-06-10,10.6,13.6,8.4,0.0,0.3,11.2,,,2.7,10.7,1011.5,84,1012.9,10.0
162,2016-06-11,10.7,13.8,8.9,,5.6,17.85,,,3.6,10.7,1016.2,83,1017.6,10.0
163,2016-06-12,10.0,14.1,7.6,0.0,9.5,27.85,,,4.8,9.9,1012.9,81,1014.3,8.0
164,2016-06-13,10.8,15.6,8.0,41.5,0.0,1.9,,,2.6,12.3,1005.2,94,1006.6,10.0
165,2016-06-14,14.0,16.2,10.8,40.5,0.0,4.39,,,2.6,15.1,1004.5,94,1005.9,10.0
166,2016-06-15,16.2,19.6,13.8,0.0,2.4,17.4,,,3.1,14.1,1008.7,78,1010.1,9.5
167,2016-06-16,13.6,16.1,11.7,0.5,12.3,28.68,,,2.5,13.2,1007.5,85,1008.9,4.0
168,2016-06-17,11.5,13.3,9.6,4.0,0.0,5.93,,,4.1,12.5,1003.3,92,1004.7,10.0
169,2016-06-18,9.5,11.2,8.4,0.5,0.0,7.98,,,4.8,11.1,1011.1,94,1012.5,10.0
170,2016-06-19,13.0,17.2,9.4,0.5,2.4,13.34,,,2.2,13.0,1012.5,87,1013.9,10.0
171,2016-06-20,14.6,18.3,11.2,0.0,4.0,16.14,,,1.9,14.6,1007.4,87,1008.8,10.0
172,2016-06-21,16.3,23.3,12.9,,10.2,26.99,,,2.4,14.8,1008.9,80,1010.3,8.0
173,2016-06-22,15.7,21.4,11.8,,13.3,30.75,,,4.2,13.4,1010.9,76,1012.3,4.8
174,2016-06-23,16.2,21.3,12.6,,12.8,28.8,,,4.5,13.3,1008.3,74,1009.7,2.0
175,2016-06-24,11.8,14.9,8.1,0.0,0.0,7.56,,,3.7,12.2,1008.0,88,1009.4,10.0
176,2016-06-25,8.5,9.5,7.2,17.5,0.0,4.16,,,8.1,10.3,1001.9,92,1003.3,10.0
177,2016-06-26,9.7,11.1,8.7,0.0,0.0,5.96,,,5.7,10.9,1002.0,91,1003.4,10.0
178,2016-06-27,14.4,17.7,10.6,0.0,6.7,22.12,,,5.2,13.4,1010.1,82,1011.5,9.5
179,2016-06-28,17.0,19.8,14.6,0.0,8.8,24.58,,,4.8,16.0,1011.6,83,1013.0,6.8
180,2016-06-29,17.9,21.6,15.2,0.0,13.1,29.74,,,6.0,15.8,1011.4,79,1012.8,5.0
181,2016-06-30,19.7,24.6,14.9,,14.6,30.31,,,5.3,14.4,1009.8,64,1011.1,0.3
182,2016-07-01,19.4,22.4,16.4,,14.1,29.16,,,4.6,17.7,1009.5,79,1010.9,3.0
183,2016-07-02,19.5,24.4,16.9,33.0,1.1,9.57,,,3.2,18.6,1004.9,83,1006.3,10.0
184,2016-07-03,13.9,17.9,11.4,38.5,0.0,4.24,,,6.7,15.2,998.3,95,999.7,10.0
185,2016-07-04,11.0,12.6,9.1,2.0,0.5,8.25,,,8.7,11.7,1015.6,89,1017.0,10.0
186,2016-07-05,12.8,17.7,8.5,0.0,8.4,25.55,,,3.3,12.7,1020.1,85,1021.5,9.8
187,2016-07-06,16.6,22.0,12.2,,10.3,26.06,,,2.8,15.3,1014.5,82,1015.9,5.3
188,2016-07-07,17.3,19.8,13.5,,13.0,28.76,,,6.6,15.9,1010.5,81,1011.9,4.3
189,2016-07-08,17.1,18.5,16.3,0.0,1.3,12.5,,,9.9,16.9,1006.2,87,1007.6,10.0
190,2016-07-09,17.2,18.4,15.3,17.5,0.0,3.22,,,5.3,18.2,1002.1,93,1003.5,10.0
191,2016-07-10,14.7,17.0,13.3,0.0,0.0,7.81,,,4.3,15.7,1001.1,94,1002.5,10.0
192,2016-07-11,15.8,18.8,13.1,0.5,7.6,22.73,,,2.4,15.5,1005.3,86,1006.7,7.8
193,2016-07-12,17.5,21.6,13.1,,12.3,27.79,,,3.3,16.9,1005.0,85,1006.4,8.3
194,2016-07-13,17.6,22.1,15.1,,10.4,27.91,,,3.6,17.1,1003.0,85,1004.4,7.0
195,2016-07-14,14.9,16.8,13.3,0.0,0.2,10.19,,,5.2,15.4,1002.2,91,1003.6,9.8
196,2016-07-15,14.1,15.2,13.3,0.0,0.0,6.68,,,5.4,14.8,1004.6,92,1006.0,10.0
197,2016-07-16,15.5,19.0,13.2,,8.6,26.46,,,3.6,15.2,1007.3,87,1008.7,7.5
198,2016-07-17,15.9,19.0,14.4,0.0,4.4,21.43,,,3.7,15.9,1007.6,88,1009.0,9.8
199,2016-07-18,15.9,18.3,14.5,0.0,2.6,17.05,,,3.8,16.0,1008.2,89,1009.6,9.8
200,2016-07-19,15.5,18.2,14.0,0.0,1.4,14.99,,,4.4,16.3,1010.2,93,1011.6,10.0
201,2016-07-20,17.2,20.0,12.8,,10.1,27.14,,,1.8,16.0,1013.5,82,1014.9,3.5
202,2016-07-21,18.5,22.2,16.1,,2.6,17.41,,,2.1,16.0,1013.9,76,1015.3,9.3
203,2016-07-22,19.8,23.8,16.0,,11.0,25.98,,,3.0,17.8,1014.0,77,1015.4,6.3
204,2016-07-23,19.9,23.9,15.7,,12.3,27.57,,,2.9,19.0,1015.3,82,1016.7,2.3
205,2016-07-24,19.6,22.2,16.6,,14.0,28.49,,,2.0,19.0,1015.5,83,1016.9,2.3
206,2016-07-25,19.4,22.5,16.9,,6.7,18.41,,,2.2,19.3,1014.1,86,1015.5,5.5
207,2016-07-26,17.7,21.1,15.2,,6.4,21.25,,,3.2,17.1,1010.9,85,1012.3,8.8
208,2016-07-27,19.3,22.3,16.6,26.5,0.0,4.34,,,2.0,19.8,1008.4,88,1009.8,10.0
209,2016-07-28,20.5,23.0,18.8,2.0,1.4,10.28,,,4.1,22.7,1005.0,94,1006.3,10.0
210,2016-07-29,20.6,22.4,18.6,31.5,0.0,4.45,,,2.4,23.6,1008.5,97,1009.9,10.0
211,2016-07-30,22.0,24.1,21.0,2.5,0.0,6.7,,,5.3,25.0,1008.6,94,1010.0,10.0
212,2016-07-31,22.3,25.4,20.7,0.0,3.4,17.21,,,4.8,24.7,1010.4,92,1011.8,9.8
213,2016-08-01,23.2,27.1,20.7,,5.9,20.76,,,3.0,25.3,1010.7,90,1012.0,7.8
214,2016-08-02,21.4,23.4,20.0,0.0,5.6,19.81,,,2.3,23.5,1007.6,93,1009.0,9.8
215,2016-08-03,22.3,24.4,21.2,0.0,5.8,19.9,,,6.3,23.2,1004.9,86,1006.3,9.8
216,2016-08-04,22.6,26.2,20.6,1.0,12.0,25.77,,,5.3,21.1,1003.2,78,1004.6,5.3
217,2016-08-05,21.2,23.1,19.6,16.5,12.1,26.08,,,4.4,18.0,1004.9,72,1006.2,7.8
218,2016-08-06,21.0,23.7,18.2,,12.3,26.58,,,3.6,18.5,1008.1,75,1009.5,3.0
219,2016-08-07,23.3,28.6,17.7,0.0,6.0,18.93,,,4.1,19.7,1007.2,70,1008.5,6.8
220,2016-08-08,22.6,25.3,19.8,2.0,0.6,6.46,,,4.2,21.9,1005.2,79,1006.5,8.8
221,2016-08-09,19.5,21.9,17.3,,6.5,18.1,,,5.4,18.1,1004.8,80,1006.2,6.3
222,2016-08-10,20.8,24.5,16.6,1.0,11.5,23.64,,,3.0,18.3,1006.3,75,1007.7,3.3
223,2016-08-11,21.8,25.1,18.5,0.0,7.8,19.5,,,3.5,22.1,1009.2,85,1010.6,6.5
