,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure
25,2016-01-26,6.4,9.3,3.0,0.5,0.2,4.3,6.4,1025.2,67.0,1027.1
26,2016-01-27,8.3,11.5,4.8,,0.6,3.0,6.8,1028.3,63.0,1030.1
27,2016-01-28,8.6,11.9,4.2,2.5,0.1,1.4,9.0,1026.0,79.0,1027.8
28,2016-01-29,12.7,15.2,10.4,54.0,0.0,1.7,14.1,1015.5,96.0,1017.3
29,2016-01-30,10.6,14.1,5.7,6.0,3.9,2.5,10.6,1016.5,83.0,1018.3
30,2016-01-31,7.9,14.2,2.9,,9.1,2.2,7.6,1022.3,74.0,1024.1
31,2016-02-01,8.0,9.7,6.2,0.0,0.0,2.3,7.5,1020.4,70.0,1022.2
32,2016-02-02,6.5,11.1,3.7,0.5,3.1,3.2,6.6,1019.7,69.0,1021.5
33,2016-02-03,6.2,11.6,2.6,0.0,4.8,2.4,7.3,1022.0,79.0,1023.9
34,2016-02-04,6.5,11.2,1.9,,7.7,2.4,6.4,1021.8,69.0,1023.6
35,2016-02-05,6.4,12.4,2.3,,6.3,2.3,6.5,1018.1,70.0,1020.0
36,2016-02-06,5.6,9.6,2.0,,3.3,4.1,5.6,1016.1,63.0,1018.0
37,2016-02-07,5.6,11.6,1.3,0.0,9.4,3.1,5.4,1017.2,61.0,1019.0
38,2016-02-08,5.8,11.4,0.7,,8.5,2.3,5.4,1017.6,60.0,1019.5
39,2016-02-09,9.4,12.5,4.3,,7.1,6.5,5.1,1017.6,44.0,1019.5
40,2016-02-10,6.4,13.2,0.7,,9.7,2.3,5.4,1023.8,58.0,1025.6
41,2016-02-11,7.9,15.7,0.6,,9.2,1.9,6.7,1026.9,64.0,1028.8
42,2016-02-12,15.1,18.4,7.2,0.0,0.2,3.1,10.7,1023.9,63.0,1025.7
43,2016-02-13,18.1,21.1,14.5,25.0,0.0,3.4,18.3,1012.7,88.0,1014.5
44,2016-02-14,14.3,20.1,8.4,21.5,1.4,4.9,12.5,1006.7,73.0,1008.5
45,2016-02-15,4.8,8.6,0.9,2.0,1.8,8.7,5.6,1013.6,65.0,1015.4
46,2016-02-16,5.0,8.7,0.9,1.0,3.5,5.4,5.8,1017.6,68.0,1019.4
47,2016-02-17,6.5,9.7,0.9,0.0,3.6,5.9,5.5,1020.8,58.0,1022.6
48,2016-02-18,6.2,13.5,-0.4,,9.4,2.1,6.5,1024.1,70.0,1025.9
49,2016-02-19,9.2,16.4,2.6,,5.9,1.8,7.7,1025.7,68.0,1027.6
50,2016-02-20,9.9,11.8,8.5,20.0,0.6,2.7,10.5,1014.9,86.0,1016.7
51,2016-02-21,7.8,10.4,4.4,0.0,7.1,5.4,6.1,1024.1,58.0,1025.9
52,2016-02-22,7.3,11.8,2.4,0.0,3.2,2.1,6.0,1028.2,60.0,1030.0
53,2016-02-23,7.9,11.3,5.6,3.5,0.0,1.8,9.0,1023.3,84.0,1025.1
54,2016-02-24,7.6,12.2,3.4,,3.9,3.0,6.6,1023.7,64.0,1025.6
55,2016-02-25,6.3,10.3,2.5,0.0,6.5,3.9,6.2,1028.2,66.0,1030.0
56,2016-02-26,5.3,10.6,0.8,,7.8,2.8,5.0,1029.0,58.0,1030.9
57,2016-02-27,8.7,16.6,2.8,0.0,1.0,2.1,7.0,1025.2,63.0,1027.0
58,2016-02-28,11.6,19.0,4.3,,10.0,2.3,8.1,1021.5,63.0,1023.3
59,2016-02-29,7.6,15.1,1.4,2.0,0.9,7.3,7.2,1017.5,67.0,1019.3
60,2016-03-01,3.2,7.0,0.8,0.0,4.0,2.7,5.4,1023.6,70.0,1025.5
61,2016-03-02,6.1,12.6,0.1,,9.2,2.1,6.1,1024.9,67.0,1026.8
62,2016-03-03,8.4,16.5,0.6,,10.4,1.9,7.0,1025.1,66.0,1026.9
63,2016-03-04,12.7,19.7,6.2,0.0,4.1,2.0,9.8,1026.4,67.0,1028.2
64,2016-03-05,16.2,22.4,9.1,,5.7,3.0,11.9,1024.9,67.0,1026.6
65,2016-03-06,18.2,21.5,14.8,0.0,0.0,2.8,14.3,1018.9,70.0,1020.7
66,2016-03-07,15.8,21.2,11.5,,10.3,2.2,14.4,1014.1,81.0,1015.9
67,2016-03-08,14.7,19.6,10.5,,8.5,2.2,13.3,1014.9,80.0,1016.7
68,2016-03-09,11.9,14.3,10.0,41.5,0.6,3.0,11.7,1010.2,83.0,1012.0
69,2016-03-10,9.5,13.8,5.8,,0.5,2.5,7.9,1015.8,67.0,1017.6
70,2016-03-11,9.4,13.8,6.0,,7.7,3.8,7.1,1017.3,61.0,1019.1
71,2016-03-12,7.9,13.1,3.1,,10.9,2.6,6.3,1020.9,61.0,1022.7
72,2016-03-13,8.0,12.6,2.7,3.0,1.7,1.7,8.1,1020.2,75.0,1022.1
73,2016-03-14,9.0,11.7,7.1,10.5,1.1,3.8,8.3,1012.8,73.0,1014.6
74,2016-03-15,9.5,15.3,6.0,,11.1,3.7,6.3,1019.3,54.0,1021.1
75,2016-03-16,10.9,17.1,5.4,,7.8,2.3,8.2,1020.8,64.0,1022.6
76,2016-03-17,13.7,20.4,6.7,,9.6,2.5,10.5,1020.3,68.0,1022.1
77,2016-03-18,14.3,17.2,10.2,20.5,0.0,1.9,13.7,1013.7,84.0,1015.5
78,2016-03-19,15.1,18.1,10.0,2.0,0.0,2.0,15.4,1008.2,90.0,1009.9
79,2016-03-20,11.8,18.0,6.6,,11.0,3.6,8.1,1015.2,61.0,1017.0
80,2016-03-21,10.1,16.7,5.5,,11.3,3.5,7.1,1018.5,59.0,1020.3
81,2016-03-22,10.2,17.4,2.9,,10.8,2.3,7.5,1017.1,63.0,1018.9
82,2016-03-23,12.3,18.8,6.0,,4.1,1.7,9.5,1013.7,67.0,1015.5
83,2016-03-24,12.0,17.3,7.8,,10.8,4.7,6.1,1015.3,45.0,1017.1
84,2016-03-25,9.3,14.9,3.8,,9.8,3.5,4.9,1019.8,44.0,1021.6
85,2016-03-26,9.9,15.4,3.2,,11.3,2.6,5.7,1018.4,50.0,1020.2
86,2016-03-27,10.4,15.4,6.1,,7.9,2.4,6.5,1017.7,54.0,1019.5
87,2016-03-28,10.3,16.8,4.4,0.0,8.8,3.0,7.0,1020.2,59.0,1022.0
88,2016-03-29,11.6,17.7,4.4,,5.6,1.5,7.4,1022.8,57.0,1024.6
89,2016-03-30,14.4,21.3,9.3,0.0,0.5,1.6,10.6,1019.9,65.0,1021.7
90,2016-03-31,14.0,18.9,9.5,6.5,3.1,2.0,13.3,1015.8,83.0,1017.6
91,2016-04-01,16.4,18.6,13.9,2.5,0.7,2.7,15.9,1009.4,85.0,1011.1
92,2016-04-02,16.2,21.5,11.5,,2.5,2.2,14.7,1018.5,81.0,1020.3
93,2016-04-03,17.4,21.8,15.4,15.0,0.0,1.7,17.1,1015.9,87.0,1017.7
94,2016-04-04,16.5,19.5,14.4,38.0,0.5,2.0,16.9,1007.7,90.0,1009.4
95,2016-04-05,15.1,18.7,11.9,,4.7,2.2,12.3,1013.4,72.0,1015.2
96,2016-04-06,15.3,19.3,9.2,2.5,7.3,2.2,11.9,1016.5,70.0,1018.3
97,2016-04-07,19.8,25.3,15.7,18.0,0.1,4.9,20.1,1007.6,87.0,1009.3
98,2016-04-08,15.0,17.9,11.7,,2.9,1.9,14.4,1012.7,85.0,1014.5
99,2016-04-09,15.9,21.3,10.6,,7.1,2.1,14.5,1013.7,81.0,1015.5
100,2016-04-10,16.2,20.1,13.9,,1.1,1.8,15.5,1010.4,84.0,1012.1
101,2016-04-11,15.2,20.0,9.6,,7.2,3.7,10.8,1014.6,64.0,1016.4
102,2016-04-12,13.0,18.1,6.9,,9.4,2.4,9.3,1017.6,63.0,1019.4
103,2016-04-13,17.2,23.9,11.9,1.0,2.2,2.4,14.8,1009.0,76.0,1010.8
104,2016-04-14,18.2,22.5,13.5,0.0,9.9,3.3,16.0,1006.0,78.0,1007.8
105,2016-04-15,16.6,24.1,11.6,,11.9,3.0,11.0,1016.0,62.0,1017.8
106,2016-04-16,18.4,25.8,10.3,0.0,8.1,3.8,12.0,1015.9,59.0,1017.6
107,2016-04-17,20.3,26.1,13.6,11.0,10.7,4.1,15.0,1007.1,64.0,1008.8
108,2016-04-18,14.5,17.9,10.8,0.0,0.0,2.3,10.4,1013.9,64.0,1015.7
109,2016-04-19,14.6,21.2,7.8,,12.0,3.5,9.6,1020.4,61.0,1022.2
110,2016-04-20,16.7,24.0,8.2,,9.9,2.8,12.3,1020.8,65.0,1022.6
111,2016-04-21,19.7,22.6,17.0,50.5,0.0,3.4,18.3,1008.2,79.0,1010.0
112,2016-04-22,19.1,23.6,15.3,,8.7,2.1,16.6,1007.8,76.0,1009.5
113,2016-04-23,16.4,22.5,13.0,4.5,3.1,1.7,15.3,1010.5,83.0,1012.3
114,2016-04-24,15.9,18.4,14.1,0.0,0.4,1.6,15.8,1011.7,88.0,1013.5
115,2016-04-25,16.4,19.7,14.9,3.0,0.6,1.8,16.4,1014.9,89.0,1016.6
116,2016-04-26,18.7,24.1,13.2,,11.0,2.1,17.4,1013.9,82.0,1015.7
117,2016-04-27,19.2,22.7,17.3,10.0,0.0,2.2,19.5,1004.2,88.0,1005.9
118,2016-04-28,18.4,21.1,14.9,0.0,1.4,4.3,16.7,999.2,78.0,1000.9
119,2016-04-29,15.3,19.1,10.6,,11.9,5.4,9.7,1009.2,57.0,1011.0
120,2016-04-30,16.7,24.1,8.7,,12.5,2.3,11.3,1014.2,63.0,1015.9
121,2016-05-01,18.8,24.6,12.5,,11.9,2.5,15.2,1015.3,72.0,1017.0
122,2016-05-02,20.0,26.7,14.5,,9.8,2.9,16.1,1016.4,70.0,1018.1
123,2016-05-03,20.6,23.7,15.7,7.5,0.0,5.7,16.8,1007.3,69.0,1009.0
124,2016-05-04,20.0,25.5,11.5,,12.5,4.0,10.5,1009.2,48.0,1010.9
125,2016-05-05,19.5,25.1,12.7,,10.0,2.1,10.1,1014.9,47.0,1016.7
126,2016-05-06,18.0,20.2,15.3,7.5,0.0,2.8,15.1,1011.5,74.0,1013.2
127,2016-05-07,19.6,24.4,15.7,,2.7,2.5,17.7,1010.1,77.0,1011.8
128,2016-05-08,18.7,24.1,14.0,0.0,4.7,2.0,15.7,1015.2,74.0,1016.9
129,2016-05-09,18.9,21.9,16.5,12.0,0.0,1.8,19.6,1009.2,90.0,1010.9
130,2016-05-10,21.3,24.2,18.1,40.0,0.0,2.5,23.4,1003.2,92.0,1004.9
131,2016-05-11,18.0,23.9,12.4,4.0,4.0,4.4,16.2,1005.5,78.0,1007.2
132,2016-05-12,17.6,23.9,10.9,,13.0,2.5,15.1,1013.6,77.0,1015.4
133,2016-05-13,20.0,26.6,14.9,,11.3,2.7,17.6,1017.4,77.0,1019.1
134,2016-05-14,20.4,25.6,15.0,,11.7,2.6,18.0,1019.9,76.0,1021.6
135,2016-05-15,22.7,27.8,18.5,,1.5,2.6,18.6,1015.3,68.0,1017.0
136,2016-05-16,19.7,25.1,13.7,46.5,0.1,3.1,20.3,1008.4,87.0,1010.2
137,2016-05-17,17.2,24.3,10.7,,12.6,2.4,13.0,1012.4,69.0,1014.2
138,2016-05-18,18.3,24.7,10.7,,12.7,2.3,14.0,1015.8,69.0,1017.6
139,2016-05-19,20.3,26.5,14.5,,9.1,2.5,16.1,1016.9,69.0,1018.6
140,2016-05-20,21.6,28.1,17.6,,10.9,2.8,17.2,1015.7,68.0,1017.4
141,2016-05-21,20.4,25.6,15.8,,9.5,2.3,17.5,1015.5,74.0,1017.2
142,2016-05-22,20.7,26.3,15.5,,11.6,2.6,18.5,1014.8,77.0,1016.6
143,2016-05-23,21.6,27.8,15.9,,12.8,2.9,17.2,1013.9,69.0,1015.6
144,2016-05-24,22.7,30.4,14.8,0.0,4.1,3.3,16.0,1010.1,60.0,1011.8
145,2016-05-25,21.9,23.9,20.4,53.0,0.0,1.7,24.6,1009.0,94.0,1010.7
146,2016-05-26,23.0,26.8,21.0,14.0,2.1,2.1,25.3,1007.4,91.0,1009.1
147,2016-05-27,22.7,26.5,19.9,0.0,4.6,1.9,22.1,1007.8,81.0,1009.5
148,2016-05-28,20.0,21.2,19.2,6.5,0.0,1.5,22.2,1006.5,95.0,1008.2
149,2016-05-29,20.9,22.5,19.1,19.0,0.0,0.9,24.2,1002.6,98.0,1004.3
150,2016-05-30,22.2,26.5,18.9,2.5,8.8,3.7,22.1,1002.7,84.0,1004.4
151,2016-05-31,22.7,28.5,16.9,,11.0,2.4,20.5,1005.5,75.0,1007.2
152,2016-06-01,21.0,24.7,16.9,,2.0,1.4,,1003.2,,1004.9
153,2016-06-02,20.7,26.7,15.0,,13.4,3.5,,1005.9,,1007.6
154,2016-06-03,21.4,27.7,14.1,,12.4,2.7,16.3,1010.6,65.0,1012.3
155,2016-06-04,19.5,22.3,17.1,18.0,0.0,1.9,19.3,1008.2,85.0,1009.9
156,2016-06-05,20.9,23.0,19.3,0.0,0.0,2.3,21.3,1006.4,86.0,1008.1
157,2016-06-06,22.0,25.5,19.0,,3.2,2.2,21.4,1010.8,81.0,1012.5
158,2016-06-07,21.9,25.2,19.8,11.0,1.9,2.0,23.7,1008.8,90.0,1010.5
159,2016-06-08,23.1,28.9,19.5,,4.9,2.0,23.3,1008.9,83.0,1010.6
160,2016-06-09,23.5,27.6,21.0,0.0,5.6,2.0,24.0,1008.7,83.0,1010.4
161,2016-06-10,23.9,29.2,19.7,0.0,11.3,2.7,23.9,1011.0,81.0,1012.7
162,2016-06-11,25.5,29.7,21.7,,5.6,2.4,25.4,1011.2,78.0,1012.9
163,2016-06-12,23.5,25.9,21.8,17.5,0.0,2.1,25.3,1003.8,87.0,1005.5
164,2016-06-13,22.3,25.3,20.5,1.5,3.5,2.4,24.3,998.6,90.0,1000.3
165,2016-06-14,23.7,28.4,19.4,,12.7,2.3,23.6,1002.2,82.0,1003.9
166,2016-06-15,26.3,30.9,22.1,0.0,5.0,2.2,23.6,1004.1,70.0,1005.8
167,2016-06-16,23.6,26.4,21.6,9.5,0.0,1.7,25.4,999.8,88.0,1001.5
168,2016-06-17,23.3,28.1,19.8,0.0,6.0,1.5,21.8,1007.4,78.0,1009.1
169,2016-06-18,23.7,28.4,17.7,0.0,8.8,2.3,22.4,1012.6,77.0,1014.3
170,2016-06-19,24.2,27.3,22.1,38.5,0.3,2.3,26.7,1009.9,88.0,1011.6
171,2016-06-20,23.6,26.3,21.8,138.5,0.0,1.7,27.5,1008.0,95.0,1009.7
172,2016-06-21,26.1,30.2,22.1,32.0,6.0,2.7,28.8,1005.8,85.0,1007.5
173,2016-06-22,24.4,26.2,22.8,69.0,0.1,1.4,29.0,1005.7,95.0,1007.4
174,2016-06-23,25.9,29.4,23.4,29.5,5.7,2.5,28.2,1003.8,85.0,1005.5
175,2016-06-24,27.1,31.1,22.5,0.0,1.6,3.7,27.9,1002.2,78.0,1003.9
176,2016-06-25,22.6,27.8,18.3,18.0,0.0,1.9,24.8,1004.6,90.0,1006.3
177,2016-06-26,22.7,29.2,17.2,,13.1,1.9,19.7,1009.1,74.0,1010.8
178,2016-06-27,21.5,27.6,18.7,50.5,4.8,2.0,22.2,1009.9,87.0,1011.6
179,2016-06-28,21.7,22.9,20.6,84.0,0.1,2.1,25.4,1009.1,98.0,1010.8
180,2016-06-29,23.5,26.0,21.4,45.0,0.3,1.6,27.6,1011.0,95.0,1012.7
181,2016-06-30,23.6,25.6,22.0,4.0,0.4,1.4,27.4,1011.7,94.0,1013.4
182,2016-07-01,25.6,30.0,20.9,,10.5,2.6,27.3,1011.6,84.0,1013.3
183,2016-07-02,28.5,32.9,24.1,,6.9,3.3,28.0,1010.1,73.0,1011.8
184,2016-07-03,29.5,33.9,26.0,,7.0,2.8,30.9,1010.0,75.0,1011.7
185,2016-07-04,29.1,34.4,24.6,,12.8,2.5,30.4,1011.7,77.0,1013.3
186,2016-07-05,28.8,34.2,24.9,,13.2,2.5,29.6,1014.2,76.0,1015.9
187,2016-07-06,28.4,34.0,23.9,,12.9,2.3,28.4,1015.4,74.0,1017.1
188,2016-07-07,27.4,31.9,23.9,,8.2,2.3,27.8,1013.8,76.0,1015.5
189,2016-07-08,23.6,25.8,22.6,84.5,0.0,2.5,26.3,1010.2,91.0,1011.9
190,2016-07-09,26.3,29.9,22.5,12.0,2.5,2.2,30.1,1005.0,88.0,1006.7
191,2016-07-10,26.5,29.9,24.7,26.0,2.3,2.1,31.0,1003.6,90.0,1005.3
192,2016-07-11,26.0,30.7,24.6,9.0,0.2,1.6,31.1,1005.5,92.0,1007.2
193,2016-07-12,28.6,32.9,24.6,0.0,4.9,2.4,31.1,1004.9,80.0,1006.5
194,2016-07-13,26.3,28.0,24.5,14.0,0.0,2.6,30.6,1002.0,89.0,1003.7
195,2016-07-14,27.4,31.7,24.5,0.0,8.1,2.1,30.3,999.1,84.0,1000.7
196,2016-07-15,25.5,29.2,21.2,,7.8,4.2,24.5,1001.2,75.0,1002.9
197,2016-07-16,26.1,31.6,20.7,0.0,4.9,1.9,25.9,1003.8,77.0,1005.5
198,2016-07-17,27.1,30.4,25.3,2.0,4.7,1.8,30.2,1005.7,85.0,1007.4
199,2016-07-18,26.8,31.9,22.4,,12.2,2.0,26.0,1008.0,75.0,1009.7
200,2016-07-19,26.9,32.4,22.6,0.0,12.7,1.9,25.2,1008.8,72.0,1010.5
201,2016-07-20,27.3,32.0,23.1,,9.9,2.3,26.6,1009.4,74.0,1011.1
202,2016-07-21,27.1,31.6,23.5,,12.8,2.3,27.2,1009.1,76.0,1010.8
203,2016-07-22,26.1,30.2,21.8,,11.2,2.1,26.0,1008.4,77.0,1010.1
204,2016-07-23,27.1,31.2,22.9,0.0,10.8,2.5,27.8,1009.4,78.0,1011.1
205,2016-07-24,26.5,31.7,24.2,4.0,1.8,1.6,28.0,1011.4,81.0,1013.1
206,2016-07-25,27.1,32.4,23.9,,2.4,2.0,28.2,1011.4,79.0,1013.1
207,2016-07-26,27.5,31.7,23.9,,11.1,2.4,28.0,1008.9,77.0,1010.6
208,2016-07-27,27.8,32.5,23.4,,11.3,2.6,28.0,1007.6,76.0,1009.3
209,2016-07-28,28.2,33.3,23.5,,11.5,2.3,28.2,1008.8,74.0,1010.5
210,2016-07-29,27.5,33.1,24.3,0.5,7.5,2.0,28.9,1010.4,79.0,1012.1
211,2016-07-30,28.0,33.3,24.4,,9.0,2.1,28.7,1010.8,77.0,1012.5
212,2016-07-31,27.9,32.9,23.2,,11.3,2.4,26.7,1009.9,72.0,1011.6
213,2016-08-01,28.5,33.2,24.2,,11.9,2.0,28.0,1007.7,73.0,1009.4
214,2016-08-02,28.3,32.8,24.5,,11.2,2.3,28.9,1006.3,76.0,1007.9
215,2016-08-03,28.4,33.6,24.7,,9.7,2.4,28.8,1006.9,75.0,1008.5
216,2016-08-04,27.8,32.8,25.0,0.0,8.7,2.0,29.3,1007.7,79.0,1009.4
217,2016-08-05,27.7,32.2,24.5,,6.4,2.1,29.3,1008.3,79.0,1010.0
218,2016-08-06,27.9,33.9,24.5,29.5,9.7,2.5,29.8,1007.2,80.0,1008.9
219,2016-08-07,27.8,33.1,24.3,0.0,6.2,1.9,30.1,1006.5,81.0,1008.2
220,2016-08-08,28.1,33.5,23.3,,12.5,2.3,27.1,1005.0,72.0,1006.7
221,2016-08-09,28.4,33.3,23.7,,12.4,2.4,28.0,1004.8,73.0,1006.5
222,2016-08-10,28.5,33.1,24.8,,12.7,2.0,27.3,1007.0,71.0,1008.6
223,2016-08-11,28.6,33.4,24.3,,12.7,2.5,27.4,1007.3,71.0,1009.0
224,2016-08-12,28.6,33.4,24.3,,11.3,2.7,29.4,1006.2,76.0,1007.9
225,2016-08-13,29.3,34.2,25.8,,11.1,2.5,30.5,1005.2,76.0,1006.9
226,2016-08-14,29.8,34.0,26.1,,12.4,2.4,30.9,1003.1,75.0,1004.8
227,2016-08-15,29.5,34.7,25.9,,9.5,2.1,30.9,1000.5,76.0,1002.1
228,2016-08-16,29.1,34.8,26.1,0.0,7.2,2.1,30.4,999.1,76.0,1000.7
229,2016-08-17,29.2,33.4,26.2,0.0,8.6,2.5,31.0,999.9,77.0,1001.6
230,2016-08-18,29.4,34.0,26.0,0.0,10.7,2.4,30.1,1003.0,74.0,1004.7
231,2016-08-19,29.7,33.9,25.9,,10.9,2.5,30.0,1004.2,73.0,1005.8
232,2016-08-20,29.7,33.6,26.0,,12.2,2.3,30.9,1001.7,75.0,1003.3
233,2016-08-21,30.1,34.2,27.0,0.0,9.7,2.6,28.7,1001.5,68.0,1003.2
234,2016-08-22,29.7,34.5,24.7,,11.5,2.3,29.6,1001.3,71.0,1003.0
235,2016-08-23,29.9,34.3,26.6,0.0,10.9,2.7,29.4,1002.3,71.0,1004.0
236,2016-08-24,27.7,34.3,25.9,1.5,4.2,2.0,30.8,1003.8,83.0,1005.5
237,2016-08-25,28.2,34.0,25.2,0.0,7.3,2.2,30.5,1004.4,80.0,1006.0
238,2016-08-26,28.5,33.9,23.9,,12.0,2.6,29.1,1003.5,76.0,1005.1
239,2016-08-27,28.7,33.4,25.4,,8.9,2.3,28.0,1002.3,72.0,1003.9
240,2016-08-28,28.0,31.9,25.5,7.0,4.5,2.8,28.2,995.4,75.0,997.1
241,2016-08-29,24.3,27.2,22.4,8.5,1.4,7.0,23.1,993.5,76.0,995.2
242,2016-08-30,25.2,28.7,21.4,,8.1,4.1,17.9,993.9,57.0,995.5
243,2016-08-31,25.9,31.6,20.6,,11.7,2.6,17.3,998.8,54.0,1000.5
244,2016-09-01,24.8,30.7,19.7,0.0,4.6,1.4,19.5,1006.3,63.0,1008.0
245,2016-09-02,26.8,32.4,20.9,,5.9,2.3,21.2,1007.4,61.0,1009.1
246,2016-09-03,28.7,34.0,24.8,0.0,3.5,2.8,25.4,1007.3,65.0,1009.0
247,2016-09-04,27.6,33.1,24.7,15.5,3.8,1.8,27.6,1008.5,76.0,1010.2
248,2016-09-05,27.4,31.9,24.1,22.5,4.7,2.3,29.5,1008.6,81.0,1010.3
249,2016-09-06,27.2,31.0,25.0,9.0,5.3,2.2,30.8,1006.3,85.0,1008.0
250,2016-09-07,27.0,30.7,24.4,4.5,5.1,2.0,30.4,1002.3,86.0,1004.0
251,2016-09-08,25.7,29.6,22.4,0.0,6.2,4.0,25.9,1003.3,79.0,1005.0
252,2016-09-09,25.0,30.5,21.6,,10.4,2.3,23.8,1007.1,76.0,1008.8
253,2016-09-10,25.4,30.3,20.6,,8.4,2.3,24.1,1009.9,75.0,1011.6
254,2016-09-11,26.3,30.6,23.0,,7.4,2.3,26.3,1011.9,78.0,1013.6
255,2016-09-12,27.1,31.1,24.9,4.5,0.1,2.0,27.7,1011.2,78.0,1012.9
256,2016-09-13,24.9,28.1,23.2,30.0,2.7,2.4,27.7,1013.1,88.0,1014.8
257,2016-09-14,24.2,25.3,23.5,9.5,0.0,1.4,28.0,1014.2,93.0,1015.9
258,2016-09-15,25.1,28.9,23.0,5.5,3.4,1.8,28.3,1013.3,89.0,1015.0
259,2016-09-16,26.5,30.1,24.3,,5.9,2.0,29.5,1012.8,85.0,1014.5
260,2016-09-17,27.2,32.5,23.6,1.5,6.6,2.4,28.1,1010.4,79.0,1012.1
261,2016-09-18,26.8,30.0,24.8,6.0,1.1,1.9,31.5,1006.5,90.0,1008.2
262,2016-09-19,25.6,27.4,24.5,7.5,0.4,2.1,29.3,1003.5,90.0,1005.2
263,2016-09-20,22.7,25.3,20.7,162.0,0.1,4.7,22.6,1001.5,82.0,1003.2
264,2016-09-21,22.1,26.5,18.8,,0.9,1.5,21.8,1014.0,82.0,1015.7
265,2016-09-22,23.6,27.9,21.2,3.5,0.9,1.6,25.6,1012.6,88.0,1014.3
266,2016-09-23,24.4,28.8,21.3,,8.2,1.9,25.1,1012.5,83.0,1014.2
267,2016-09-24,24.5,29.2,21.5,,7.6,1.8,25.6,1013.1,84.0,1014.8
268,2016-09-25,25.0,30.1,21.7,0.0,4.5,1.8,26.7,1014.1,85.0,1015.8
269,2016-09-26,26.2,31.7,23.9,0.0,6.0,2.1,28.4,1014.7,84.0,1016.4
270,2016-09-27,26.7,30.9,24.0,2.0,2.3,2.4,28.9,1013.5,83.0,1015.2
271,2016-09-28,26.7,29.3,25.2,1.5,0.5,1.5,31.8,1012.0,91.0,1013.7
272,2016-09-29,25.9,30.0,23.7,1.0,0.7,2.3,30.1,1011.3,90.0,1013.0
273,2016-09-30,24.9,28.0,23.5,0.5,2.6,1.7,27.3,1012.6,87.0,1014.3
274,2016-10-01,26.7,30.7,24.3,0.0,9.8,2.1,30.0,1014.2,86.0,1015.9
275,2016-10-02,26.0,30.4,23.5,8.0,5.7,1.9,30.0,1014.5,89.0,1016.2
276,2016-10-03,24.7,26.8,23.4,4.5,0.0,1.6,28.7,1009.9,92.0,1011.6
277,2016-10-04,24.8,28.1,22.6,,3.3,1.9,26.8,1012.6,86.0,1014.3
