Unnamed: 0,calendar_date,hours_sunlight
119,2016-04-29,12.2
120,2016-04-30,8.4
121,2016-05-01,12.4
122,2016-05-02,8.5
123,2016-05-03,1.7
124,2016-05-04,12.5
125,2016-05-05,8.5
126,2016-05-06,0.0
127,2016-05-07,3.2
128,2016-05-08,0.0
129,2016-05-09,0.0
130,2016-05-10,0.0
131,2016-05-11,5.3
132,2016-05-12,7.6
133,2016-05-13,10.3
134,2016-05-14,0.0
135,2016-05-15,0.5
136,2016-05-16,0.8
137,2016-05-17,11.3
138,2016-05-18,7.0
139,2016-05-19,5.1
140,2016-05-20,0.0
141,2016-05-21,0.0
142,2016-05-22,0.0
143,2016-05-23,3.1
144,2016-05-24,0.0
145,2016-05-25,0.1
146,2016-05-26,6.0
147,2016-05-27,1.5
148,2016-05-28,0.2
149,2016-05-29,0.0
150,2016-05-30,11.0
151,2016-05-31,12.5
152,2016-06-01,0.0
153,2016-06-02,12.7
154,2016-06-03,3.7
155,2016-06-04,0.0
156,2016-06-05,4.6
157,2016-06-06,2.2
158,2016-06-07,6.9
159,2016-06-08,11.1
160,2016-06-09,9.6
161,2016-06-10,11.3
162,2016-06-11,0.1
163,2016-06-12,0.6
164,2016-06-13,0.1
165,2016-06-14,2.9
166,2016-06-15,4.4
167,2016-06-16,0.7
168,2016-06-17,0.8
169,2016-06-18,6.8
170,2016-06-19,10.2
171,2016-06-20,4.2
172,2016-06-21,2.0
173,2016-06-22,6.0
174,2016-06-23,2.6
175,2016-06-24,7.2
176,2016-06-25,1.6
177,2016-06-26,3.1
178,2016-06-27,0.0
179,2016-06-28,0.6
180,2016-06-29,3.9
181,2016-06-30,5.1
182,2016-07-01,7.9
183,2016-07-02,12.7
184,2016-07-03,12.9
185,2016-07-04,11.5
186,2016-07-05,13.1
187,2016-07-06,10.9
188,2016-07-07,0.0
189,2016-07-08,0.0
190,2016-07-09,0.0
191,2016-07-10,0.0
192,2016-07-11,6.6
193,2016-07-12,9.3
194,2016-07-13,4.9
195,2016-07-14,0.1
196,2016-07-15,2.9
197,2016-07-16,3.0
198,2016-07-17,4.8
199,2016-07-18,8.4
200,2016-07-19,10.5
201,2016-07-20,4.3
202,2016-07-21,12.8
203,2016-07-22,12.6
204,2016-07-23,10.2
205,2016-07-24,7.7
206,2016-07-25,12.3
207,2016-07-26,9.0
208,2016-07-27,9.5
209,2016-07-28,6.8
210,2016-07-29,5.3
211,2016-07-30,8.5
212,2016-07-31,8.5
213,2016-08-01,11.6
214,2016-08-02,11.8
215,2016-08-03,7.4
216,2016-08-04,3.4
217,2016-08-05,6.1
218,2016-08-06,2.9
219,2016-08-07,4.0
220,2016-08-08,4.9
221,2016-08-09,10.7
222,2016-08-10,10.6
223,2016-08-11,12.5
224,2016-08-12,10.8
225,2016-08-13,12.1
226,2016-08-14,12.0
227,2016-08-15,8.5
228,2016-08-16,9.1
229,2016-08-17,6.6
230,2016-08-18,11.6
231,2016-08-19,10.1
232,2016-08-20,11.3
233,2016-08-21,4.1
234,2016-08-22,5.7
235,2016-08-23,6.3
236,2016-08-24,5.1
237,2016-08-25,7.2
238,2016-08-26,5.7
239,2016-08-27,5.0
240,2016-08-28,5.6
241,2016-08-29,7.3
242,2016-08-30,9.7
243,2016-08-31,10.8
244,2016-09-01,11.4
245,2016-09-02,1.0
246,2016-09-03,0.0
247,2016-09-04,7.2
248,2016-09-05,4.6
249,2016-09-06,1.2
250,2016-09-07,7.2
251,2016-09-08,7.3
252,2016-09-09,9.5
253,2016-09-10,9.9
254,2016-09-11,0.4
255,2016-09-12,1.3
256,2016-09-13,2.0
257,2016-09-14,5.3
258,2016-09-15,8.0
259,2016-09-16,4.0
260,2016-09-17,3.6
261,2016-09-18,6.4
262,2016-09-19,0.4
263,2016-09-20,9.0
264,2016-09-21,0.0
265,2016-09-22,7.4
266,2016-09-23,6.0
267,2016-09-24,2.8
268,2016-09-25,5.1
269,2016-09-26,3.5
270,2016-09-27,1.8
271,2016-09-28,6.4
272,2016-09-29,3.4
273,2016-09-30,7.5
274,2016-10-01,8.5
275,2016-10-02,4.8
276,2016-10-03,0.0
277,2016-10-04,0.5
278,2016-10-05,2.1
279,2016-10-06,3.3
280,2016-10-07,1.9
281,2016-10-08,6.5
282,2016-10-09,0.0
283,2016-10-10,0.0
284,2016-10-11,0.0
285,2016-10-12,0.0
286,2016-10-13,0.0
287,2016-10-14,0.9
288,2016-10-15,0.0
289,2016-10-16,0.0
290,2016-10-17,5.1
291,2016-10-18,2.9
292,2016-10-19,4.7
293,2016-10-20,2.7
294,2016-10-21,0.0
295,2016-10-22,0.0
296,2016-10-23,0.0
297,2016-10-24,0.0
298,2016-10-25,8.9
299,2016-10-26,2.7
300,2016-10-27,0.0
301,2016-10-28,6.0
302,2016-10-29,6.5
303,2016-10-30,0.0
304,2016-10-31,0.0
305,2016-11-01,4.1
306,2016-11-02,1.3
307,2016-11-03,8.4
308,2016-11-04,5.8
309,2016-11-05,4.3
310,2016-11-06,4.5
311,2016-11-07,5.8
312,2016-11-08,0.5
313,2016-11-09,7.1
314,2016-11-10,0.0
315,2016-11-11,6.3
316,2016-11-12,6.8
317,2016-11-13,5.7
318,2016-11-14,2.1
319,2016-11-15,2.9
320,2016-11-16,5.9
321,2016-11-17,0.2
322,2016-11-18,0.0
323,2016-11-19,7.2
324,2016-11-20,0.0
325,2016-11-21,0.0
326,2016-11-22,5.1
327,2016-11-23,1.8
328,2016-11-24,0.4
329,2016-11-25,6.5
330,2016-11-26,0.8
331,2016-11-27,0.0
332,2016-11-28,5.8
333,2016-11-29,9.0
334,2016-11-30,6.1
335,2016-12-01,2.7
336,2016-12-02,8.6
337,2016-12-03,7.6
338,2016-12-04,0.9
339,2016-12-05,0.1
340,2016-12-06,3.5
341,2016-12-07,5.2
342,2016-12-08,7.4
343,2016-12-09,7.4
344,2016-12-10,7.5
345,2016-12-11,8.3
346,2016-12-12,0.4
347,2016-12-13,0.7
348,2016-12-14,0.2
349,2016-12-15,0.8
350,2016-12-16,0.4
351,2016-12-17,6.5
352,2016-12-18,7.5
353,2016-12-19,3.2
354,2016-12-20,1.7
355,2016-12-21,2.1
356,2016-12-22,0.1
357,2016-12-23,1.2
358,2016-12-24,7.6
359,2016-12-25,3.6
360,2016-12-26,1.1
361,2016-12-27,0.2
362,2016-12-28,3.6
363,2016-12-29,1.7
364,2016-12-30,7.4
365,2016-12-31,3.0
366,2017-01-01,7.7
367,2017-01-02,0.9
368,2017-01-03,6.0
369,2017-01-04,7.0
370,2017-01-05,3.2
371,2017-01-06,0.0
372,2017-01-07,0.0
373,2017-01-08,6.5
374,2017-01-09,3.5
375,2017-01-10,1.9
376,2017-01-11,0.0
377,2017-01-12,0.0
378,2017-01-13,0.0
379,2017-01-14,2.9
380,2017-01-15,2.9
381,2017-01-16,0.3
382,2017-01-17,5.8
383,2017-01-18,0.0
384,2017-01-19,0.7
385,2017-01-20,1.2
386,2017-01-21,4.4
387,2017-01-22,2.6
388,2017-01-23,1.7
389,2017-01-24,0.1
390,2017-01-25,8.5
391,2017-01-26,7.9
392,2017-01-27,2.6
393,2017-01-28,6.4
394,2017-01-29,4.7
395,2017-01-30,0.9
396,2017-01-31,4.7
397,2017-02-01,3.4
398,2017-02-02,7.4
399,2017-02-03,9.5
400,2017-02-04,0.0
401,2017-02-05,0.0
402,2017-02-06,8.4
403,2017-02-07,9.2
404,2017-02-08,3.1
405,2017-02-09,0.1
406,2017-02-10,1.2
407,2017-02-11,0.5
408,2017-02-12,0.7
409,2017-02-13,2.5
410,2017-02-14,3.5
411,2017-02-15,9.8
412,2017-02-16,7.8
413,2017-02-17,3.3
414,2017-02-18,8.8
415,2017-02-19,9.9
416,2017-02-20,1.5
417,2017-02-21,8.2
418,2017-02-22,1.3
419,2017-02-23,1.1
420,2017-02-24,1.2
421,2017-02-25,4.1
422,2017-02-26,0.0
423,2017-02-27,10.3
424,2017-02-28,6.0
425,2017-03-01,0.0
426,2017-03-02,0.3
427,2017-03-03,5.1
428,2017-03-04,7.9
429,2017-03-05,0.0
430,2017-03-06,0.3
431,2017-03-07,4.9
432,2017-03-08,1.8
433,2017-03-09,1.4
434,2017-03-10,2.6
435,2017-03-11,10.3
436,2017-03-12,9.5
437,2017-03-13,0.0
438,2017-03-14,4.8
439,2017-03-15,9.2
440,2017-03-16,0.0
441,2017-03-17,9.0
442,2017-03-18,1.0
443,2017-03-19,0.0
444,2017-03-20,0.0
445,2017-03-21,2.8
446,2017-03-22,0.9
447,2017-03-23,0.0
448,2017-03-24,1.8
449,2017-03-25,0.0
450,2017-03-26,2.6
451,2017-03-27,4.2
452,2017-03-28,9.5
453,2017-03-29,0.0
454,2017-03-30,0.2
455,2017-03-31,0.1
456,2017-04-01,5.2
457,2017-04-02,6.6
458,2017-04-03,11.7
459,2017-04-04,11.7
460,2017-04-05,0.6
461,2017-04-06,0.0
462,2017-04-07,0.1
463,2017-04-08,1.9
464,2017-04-09,7.9
465,2017-04-10,0.0
466,2017-04-11,0.9
467,2017-04-12,11.1
468,2017-04-13,10.5
469,2017-04-14,12.0
470,2017-04-15,8.7
471,2017-04-16,0.8
472,2017-04-17,1.6
473,2017-04-18,3.9
474,2017-04-19,11.0
475,2017-04-20,0.0
476,2017-04-21,0.0
477,2017-04-22,1.6
478,2017-04-23,4.2
479,2017-04-24,5.8
480,2017-04-25,2.6
481,2017-04-26,0.0
482,2017-04-27,1.4
483,2017-04-28,12.1
484,2017-04-29,12.3
485,2017-04-30,12.4
486,2017-05-01,11.5
487,2017-05-02,4.6
488,2017-05-03,0.3
489,2017-05-04,0.0
490,2017-05-05,0.0
491,2017-05-06,6.3
492,2017-05-07,6.9
493,2017-05-08,11.8
494,2017-05-09,0.0
495,2017-05-10,12.5
496,2017-05-11,11.6
497,2017-05-12,1.6
498,2017-05-13,0.8
499,2017-05-14,7.9
500,2017-05-15,10.5
501,2017-05-16,0.0
502,2017-05-17,6.9
503,2017-05-18,12.9
504,2017-05-19,12.6
505,2017-05-20,12.4
506,2017-05-21,3.1
507,2017-05-22,1.6
508,2017-05-23,10.4
509,2017-05-24,0.7
510,2017-05-25,0.0
511,2017-05-26,9.9
512,2017-05-27,11.4
513,2017-05-28,4.7
514,2017-05-29,11.9
515,2017-05-30,12.2
516,2017-05-31,0.0
