Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,hours_sunlight,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure
51,2016-02-21,7.2,10.3,3.9,4.5,6.1,1014.4,60,1021.5
52,2016-02-22,6.2,11.0,1.4,0.5,5.3,1022.4,57,1029.5
53,2016-02-23,8.1,14.4,3.1,3.4,6.3,1016.5,61,1023.6
54,2016-02-24,5.1,9.8,0.0,8.9,4.4,1017.9,51,1025.0
55,2016-02-25,4.2,10.6,-1.1,9.6,3.9,1021.2,50,1028.4
56,2016-02-26,4.3,10.9,-1.2,6.9,4.6,1021.3,57,1028.5
57,2016-02-27,5.5,10.8,-0.8,6.7,6.1,1020.0,68,1027.2
58,2016-02-28,8.1,14.4,2.2,9.8,6.6,1017.8,63,1024.9
59,2016-02-29,7.0,12.9,-0.5,0.4,7.1,1006.5,69,1013.5
60,2016-03-01,1.1,4.7,-1.4,1.8,5.0,1014.7,77,1021.9
61,2016-03-02,4.2,10.8,-1.1,8.0,5.2,1017.7,65,1024.9
62,2016-03-03,7.2,15.3,-1.2,9.7,6.4,1019.1,66,1026.2
63,2016-03-04,9.0,16.4,1.6,10.1,7.4,1022.5,68,1029.5
64,2016-03-05,12.4,17.4,7.6,3.8,10.3,1023.3,72,1030.3
65,2016-03-06,14.4,18.2,10.8,1.2,13.8,1017.7,84,1024.6
66,2016-03-07,14.9,18.6,11.6,0.4,15.5,1010.2,92,1017.0
67,2016-03-08,14.4,21.2,8.8,7.5,11.8,1009.1,73,1015.9
68,2016-03-09,10.0,12.5,6.6,0.0,9.7,1007.1,80,1014.0
69,2016-03-10,7.2,10.2,4.0,2.5,5.5,1009.8,56,1016.9
70,2016-03-11,7.1,12.6,2.9,10.4,4.9,1011.4,50,1018.5
71,2016-03-12,5.8,13.0,-0.3,9.9,4.7,1015.4,54,1022.5
72,2016-03-13,6.5,12.7,-0.5,6.0,5.4,1016.6,58,1023.7
73,2016-03-14,6.0,6.9,4.4,0.0,7.7,1006.9,82,1014.0
74,2016-03-15,7.1,11.8,1.3,10.9,5.4,1011.2,54,1018.3
75,2016-03-16,6.1,12.4,-0.7,1.9,6.1,1016.9,66,1024.0
76,2016-03-17,10.6,21.0,1.7,10.8,7.7,1015.5,64,1022.4
77,2016-03-18,12.3,18.3,5.6,5.9,11.3,1012.2,79,1019.1
78,2016-03-19,14.4,20.7,10.2,1.4,13.2,1001.5,80,1008.3
79,2016-03-20,10.2,13.8,6.9,10.9,6.9,1007.2,55,1014.2
80,2016-03-21,8.5,14.7,3.3,11.1,5.0,1011.6,46,1018.6
81,2016-03-22,8.0,15.9,-0.1,10.7,5.7,1010.7,56,1017.7
82,2016-03-23,11.6,19.5,5.2,8.1,7.5,1007.7,57,1014.6
83,2016-03-24,8.6,12.8,4.6,10.3,4.9,1010.0,45,1017.0
84,2016-03-25,6.5,11.8,2.9,11.1,5.0,1013.5,52,1020.6
85,2016-03-26,7.2,14.4,0.4,11.3,4.9,1013.1,51,1020.2
86,2016-03-27,8.0,15.2,0.0,7.8,6.2,1012.0,60,1019.0
87,2016-03-28,10.4,16.3,6.0,6.6,7.1,1012.2,58,1019.2
88,2016-03-29,10.8,17.0,2.7,7.6,7.0,1016.5,56,1023.5
89,2016-03-30,12.9,18.0,5.9,6.5,8.8,1013.7,60,1020.6
90,2016-03-31,14.0,20.8,6.6,7.7,7.7,1011.9,52,1018.8
91,2016-04-01,11.8,12.7,10.0,0.0,12.1,1010.9,88,1017.8
92,2016-04-02,14.3,17.9,10.9,0.2,12.9,1016.2,80,1023.1
93,2016-04-03,15.5,18.2,13.4,0.0,14.7,1015.3,84,1022.1
94,2016-04-04,15.2,19.5,10.7,0.2,14.9,1001.8,85,1008.5
95,2016-04-05,14.2,19.1,9.1,8.5,8.2,1007.0,51,1013.8
96,2016-04-06,15.0,22.0,8.0,10.4,8.2,1012.5,50,1019.3
97,2016-04-07,12.6,14.7,10.3,0.0,13.5,1004.4,92,1011.3
98,2016-04-08,14.5,18.2,9.7,1.4,11.1,1005.2,69,1012.0
99,2016-04-09,14.8,21.7,8.4,7.9,11.2,1008.3,69,1015.1
100,2016-04-10,15.3,20.8,9.1,0.0,10.9,1004.2,64,1010.9
101,2016-04-11,10.6,14.1,4.0,10.3,6.6,1008.6,50,1015.6
102,2016-04-12,9.8,15.8,0.9,6.4,7.8,1015.6,63,1022.6
103,2016-04-13,12.9,15.3,10.3,0.0,13.9,1008.3,93,1015.1
104,2016-04-14,17.2,24.6,13.0,7.5,14.1,999.6,74,1006.3
105,2016-04-15,13.9,19.3,6.9,11.7,7.3,1009.9,49,1016.8
106,2016-04-16,13.9,21.1,4.3,11.2,9.8,1014.1,62,1021.0
107,2016-04-17,19.6,29.2,14.4,7.1,14.2,1001.8,65,1008.4
108,2016-04-18,14.9,19.7,10.3,2.7,9.6,1005.9,58,1012.7
109,2016-04-19,14.0,20.7,6.6,11.3,7.6,1013.1,49,1019.9
110,2016-04-20,13.5,19.9,5.3,9.5,10.9,1017.9,70,1024.8
111,2016-04-21,14.9,17.4,13.6,0.0,15.5,1007.6,91,1014.4
112,2016-04-22,17.5,23.3,12.3,10.4,14.0,1000.3,73,1007.0
113,2016-04-23,17.3,22.8,11.4,3.1,16.2,1005.0,83,1011.8
114,2016-04-24,17.6,23.9,14.1,5.1,13.3,1005.9,70,1012.6
115,2016-04-25,17.4,21.9,13.8,7.2,14.3,1011.9,74,1018.7
116,2016-04-26,17.6,23.8,12.2,11.3,15.1,1010.3,77,1017.1
117,2016-04-27,17.0,19.0,14.3,0.0,17.5,1005.1,91,1011.8
118,2016-04-28,15.0,18.0,13.4,0.0,15.5,993.0,90,999.7
119,2016-04-29,12.8,16.3,7.9,10.3,8.0,1000.1,54,1006.9
120,2016-04-30,14.6,22.6,5.5,12.3,8.9,1007.5,57,1014.4
121,2016-05-01,17.9,25.9,10.3,7.9,10.6,1009.1,54,1015.8
122,2016-05-02,17.8,24.8,10.6,11.6,14.4,1012.8,71,1019.6
123,2016-05-03,18.7,21.8,17.3,1.4,18.9,1008.2,88,1014.9
124,2016-05-04,19.6,26.1,14.3,12.0,11.6,1000.3,54,1006.9
125,2016-05-05,18.8,24.5,13.4,11.6,8.6,1007.5,41,1014.2
126,2016-05-06,14.4,18.3,12.0,0.1,12.4,1010.2,76,1017.1
127,2016-05-07,16.3,21.4,13.1,2.6,14.5,1005.3,79,1012.0
128,2016-05-08,18.8,24.9,12.3,12.1,11.0,1010.5,53,1017.2
129,2016-05-09,16.2,18.3,14.4,0.0,17.2,1008.9,94,1015.7
130,2016-05-10,16.8,19.6,15.1,0.0,18.4,1001.2,96,1007.9
131,2016-05-11,17.6,21.7,14.6,0.5,17.1,997.0,84,1003.7
132,2016-05-12,18.6,25.8,11.2,12.8,13.1,1008.1,63,1014.8
133,2016-05-13,18.8,24.8,14.0,7.4,17.2,1012.5,81,1019.3
134,2016-05-14,19.7,27.2,13.3,12.2,15.6,1015.4,71,1022.1
135,2016-05-15,18.9,22.7,15.9,9.9,16.6,1014.0,77,1020.7
136,2016-05-16,18.2,19.3,17.1,0.0,19.0,1006.5,91,1013.2
137,2016-05-17,16.9,22.5,12.0,7.7,13.6,1005.0,72,1011.7
138,2016-05-18,18.2,26.3,10.2,12.7,12.8,1011.0,64,1017.7
139,2016-05-19,18.9,25.8,13.0,11.4,13.5,1013.0,64,1019.7
140,2016-05-20,18.4,23.4,13.8,7.4,15.5,1012.3,73,1019.0
141,2016-05-21,20.1,27.3,12.0,12.8,16.3,1009.6,70,1016.3
142,2016-05-22,22.0,28.5,18.3,11.4,17.3,1009.9,68,1016.5
143,2016-05-23,22.7,29.5,15.5,11.5,16.8,1008.0,63,1014.6
144,2016-05-24,22.0,27.2,14.7,9.0,16.5,1006.8,63,1013.4
145,2016-05-25,21.6,23.8,20.3,0.0,21.5,1007.7,84,1014.3
146,2016-05-26,21.8,26.4,19.5,1.9,23.5,1005.3,90,1011.9
147,2016-05-27,22.8,29.1,19.4,7.2,18.2,1001.5,69,1008.1
148,2016-05-28,20.2,22.9,16.0,0.0,19.5,1002.3,83,1008.9
149,2016-05-29,19.6,25.2,15.4,2.9,19.6,1001.0,86,1007.6
150,2016-05-30,18.9,22.1,16.4,0.0,19.7,998.4,91,1005.0
151,2016-05-31,22.3,27.1,16.7,10.9,19.3,998.8,73,1005.4
152,2016-06-01,20.0,24.3,16.2,7.9,11.7,997.3,51,1003.9
153,2016-06-02,19.0,24.7,12.7,13.0,10.7,999.7,50,1006.3
154,2016-06-03,18.7,25.8,9.8,12.7,13.2,1006.3,63,1013.0
155,2016-06-04,20.0,24.2,16.0,2.7,17.9,1007.1,77,1013.8
156,2016-06-05,17.6,22.5,14.7,3.7,16.9,1005.4,85,1012.1
157,2016-06-06,19.7,24.9,14.9,6.6,18.4,1008.5,81,1015.1
158,2016-06-07,19.8,22.9,17.3,0.1,20.0,1008.0,87,1014.7
159,2016-06-08,21.0,26.2,17.4,7.6,19.9,1006.6,81,1013.3
160,2016-06-09,21.5,25.8,19.5,1.4,22.8,1004.2,89,1010.8
161,2016-06-10,23.1,29.1,18.1,13.1,20.5,1006.6,74,1013.2
162,2016-06-11,22.8,27.1,19.0,8.2,20.4,1009.1,75,1015.7
163,2016-06-12,21.7,23.0,20.6,0.0,23.9,1004.3,92,1010.9
164,2016-06-13,21.0,23.3,19.5,0.0,22.9,992.5,92,999.0
165,2016-06-14,22.9,28.4,19.2,6.8,22.5,996.7,81,1003.3
166,2016-06-15,22.8,27.1,20.8,2.5,24.1,1002.1,87,1008.7
167,2016-06-16,20.6,21.7,19.6,0.0,23.5,997.7,97,1004.3
168,2016-06-17,23.1,28.7,19.0,2.6,21.9,1000.2,79,1006.7
169,2016-06-18,23.8,30.0,17.0,12.0,20.5,1007.1,71,1013.6
170,2016-06-19,21.1,23.5,19.3,0.0,23.1,1006.5,92,1013.2
171,2016-06-20,23.1,28.1,19.8,1.6,25.0,1002.1,89,1008.6
172,2016-06-21,24.3,30.3,21.1,5.4,25.0,1000.3,84,1006.9
173,2016-06-22,23.1,25.8,21.6,0.0,25.6,1001.5,91,1008.1
174,2016-06-23,23.8,29.3,18.7,6.8,23.6,996.8,81,1003.3
175,2016-06-24,21.1,24.9,17.1,0.0,22.2,999.3,89,1005.9
176,2016-06-25,22.5,27.3,18.9,0.5,22.8,996.5,84,1003.1
177,2016-06-26,23.1,27.8,18.8,8.0,18.2,1002.3,65,1008.8
178,2016-06-27,22.7,29.1,17.3,7.8,20.0,1006.6,74,1013.2
179,2016-06-28,20.1,23.8,17.2,0.0,21.8,1004.6,92,1011.3
180,2016-06-29,21.5,24.3,20.1,0.1,24.3,1007.3,95,1014.0
181,2016-06-30,23.3,25.8,21.0,0.0,27.2,1006.3,95,1012.9
182,2016-07-01,26.0,32.6,20.6,11.0,26.4,1006.2,80,1012.7
183,2016-07-02,26.6,30.9,23.0,8.6,28.5,1005.1,82,1011.6
184,2016-07-03,27.8,34.4,23.7,6.4,27.7,1003.9,75,1010.3
185,2016-07-04,27.1,33.4,22.8,6.0,28.0,1006.4,79,1012.9
186,2016-07-05,26.0,32.3,22.0,8.5,27.3,1010.5,82,1017.0
187,2016-07-06,24.1,27.6,21.6,1.7,27.3,1011.2,91,1017.8
188,2016-07-07,28.5,33.6,23.4,11.7,26.4,1007.9,70,1014.3
189,2016-07-08,25.2,27.2,22.9,0.0,28.3,1007.2,88,1013.7
190,2016-07-09,21.8,23.6,20.3,0.0,25.5,1001.6,98,1008.2
191,2016-07-10,25.3,30.1,21.0,7.5,28.3,998.5,88,1004.9
192,2016-07-11,27.8,34.3,21.6,12.0,25.0,998.7,69,1005.1
193,2016-07-12,25.9,27.8,23.1,0.0,30.1,999.3,90,1005.8
194,2016-07-13,26.2,29.8,24.7,0.1,32.2,995.5,95,1001.9
195,2016-07-14,26.8,32.3,23.4,8.8,27.5,991.6,79,998.0
196,2016-07-15,24.7,29.3,20.6,3.6,22.9,993.7,74,1000.1
197,2016-07-16,24.3,28.3,20.2,4.1,25.4,1000.2,84,1006.7
198,2016-07-17,25.6,28.8,23.1,0.1,29.3,1001.0,90,1007.5
199,2016-07-18,27.2,32.8,21.8,12.5,23.7,1001.4,68,1007.9
200,2016-07-19,27.1,32.6,20.7,12.5,22.2,1002.9,63,1009.4
201,2016-07-20,26.1,31.8,19.8,12.5,24.3,1004.5,73,1011.0
202,2016-07-21,26.0,30.4,21.3,8.2,25.9,1004.7,77,1011.2
203,2016-07-22,24.6,28.8,22.9,2.9,25.9,1005.3,84,1011.8
204,2016-07-23,23.7,26.2,21.9,2.9,23.2,1007.3,79,1013.8
205,2016-07-24,24.2,28.0,21.6,3.0,24.2,1008.3,81,1014.9
206,2016-07-25,24.6,29.4,21.2,3.7,24.6,1007.6,81,1014.2
207,2016-07-26,22.3,23.8,20.6,0.0,25.7,1004.7,95,1011.3
208,2016-07-27,24.2,28.2,21.2,1.8,27.3,1003.7,91,1010.2
209,2016-07-28,25.6,29.6,23.6,6.4,27.9,1005.8,86,1012.3
210,2016-07-29,26.2,30.9,22.9,9.1,27.0,1007.1,80,1013.7
211,2016-07-30,25.9,31.1,22.6,6.9,26.0,1006.9,79,1013.4
212,2016-07-31,27.9,32.9,23.0,12.6,26.0,1004.5,70,1010.9
213,2016-08-01,28.0,33.5,23.2,10.8,28.2,1002.1,76,1008.6
214,2016-08-02,27.1,32.7,23.6,9.4,27.6,1001.3,78,1007.8
215,2016-08-03,27.1,32.4,23.0,10.4,28.3,1002.2,80,1008.6
216,2016-08-04,28.0,32.8,24.2,10.7,29.8,1003.1,80,1009.5
217,2016-08-05,28.2,32.9,25.3,8.5,30.3,1004.1,80,1010.5
218,2016-08-06,28.2,33.0,25.0,9.4,30.4,1003.0,81,1009.5
219,2016-08-07,28.3,33.2,24.7,8.1,28.8,1002.4,76,1008.8
220,2016-08-08,30.0,36.4,23.4,12.5,24.2,997.2,59,1003.6
221,2016-08-09,29.2,35.1,22.5,11.7,23.0,998.1,58,1004.5
222,2016-08-10,27.1,35.1,20.4,11.3,19.7,1001.5,58,1007.9
223,2016-08-11,26.4,33.7,19.0,12.2,23.0,1002.5,69,1009.0
224,2016-08-12,26.8,30.7,24.1,9.3,28.4,1002.9,82,1009.3
225,2016-08-13,27.0,31.7,24.0,7.9,28.1,1001.3,79,1007.8
226,2016-08-14,26.8,30.5,24.4,5.0,30.2,998.4,86,1004.9
227,2016-08-15,26.3,31.2,24.7,2.6,30.9,996.3,91,1002.8
228,2016-08-16,27.9,32.5,25.2,7.4,27.9,994.7,75,1001.1
229,2016-08-17,29.3,35.6,25.3,6.9,27.6,994.0,69,1000.4
230,2016-08-18,28.4,32.9,25.3,4.6,30.5,998.9,79,1005.3
231,2016-08-19,28.8,34.1,24.8,8.4,30.4,999.8,78,1006.2
232,2016-08-20,28.5,35.0,24.4,9.0,30.3,997.6,79,1004.0
233,2016-08-21,28.1,33.0,24.4,9.1,28.9,998.8,77,1005.2
234,2016-08-22,30.2,37.3,25.2,8.3,27.4,994.6,66,1000.9
235,2016-08-23,29.1,35.2,25.0,3.9,27.1,998.1,69,1004.5
236,2016-08-24,26.6,30.9,24.3,4.5,30.7,1001.1,89,1007.6
237,2016-08-25,27.4,31.2,24.7,7.9,29.7,1001.4,82,1007.9
238,2016-08-26,27.3,32.4,23.8,7.4,28.2,998.8,79,1005.2
239,2016-08-27,26.3,30.6,23.5,4.6,25.2,997.7,75,1004.2
240,2016-08-28,24.2,26.7,21.9,0.1,27.5,994.0,91,1000.5
241,2016-08-29,25.3,29.6,20.8,1.4,27.2,985.1,85,991.5
242,2016-08-30,22.8,28.5,18.7,7.6,20.4,985.2,76,991.6
243,2016-08-31,24.3,30.1,17.7,11.0,20.7,993.5,70,1000.0
244,2016-09-01,25.2,31.1,19.4,10.0,21.8,1001.9,70,1008.4
245,2016-09-02,25.7,30.3,21.3,9.3,25.3,1005.4,78,1011.9
246,2016-09-03,27.0,31.4,23.9,5.4,27.0,1006.3,76,1012.7
247,2016-09-04,27.2,30.8,24.4,8.1,29.5,1007.9,82,1014.3
248,2016-09-05,24.8,28.9,22.8,0.3,29.7,1006.7,94,1013.2
249,2016-09-06,25.8,29.2,24.3,0.5,30.6,1003.1,93,1009.6
250,2016-09-07,26.7,30.8,24.0,8.8,30.4,998.5,87,1005.0
251,2016-09-08,25.7,29.0,22.7,3.6,27.4,995.4,83,1001.8
252,2016-09-09,24.4,29.2,19.3,9.8,19.9,1000.6,66,1007.1
253,2016-09-10,23.9,30.2,17.9,11.2,21.1,1005.1,72,1011.6
254,2016-09-11,24.4,29.2,20.7,1.6,25.3,1007.9,83,1014.5
255,2016-09-12,24.7,28.5,21.9,0.4,26.5,1010.1,85,1016.7
256,2016-09-13,24.6,26.9,23.0,0.0,29.7,1007.8,96,1014.3
257,2016-09-14,24.7,29.3,22.1,1.4,25.8,1008.9,84,1015.5
258,2016-09-15,23.8,28.4,20.9,1.6,22.1,1008.6,76,1015.1
259,2016-09-16,24.1,28.3,21.1,3.0,25.1,1009.2,84,1015.8
260,2016-09-17,25.0,28.1,22.6,0.5,28.2,1007.2,89,1013.7
261,2016-09-18,23.9,25.9,21.7,0.0,28.8,1002.3,97,1008.9
262,2016-09-19,23.5,26.9,21.2,0.2,27.2,1001.0,94,1007.6
263,2016-09-20,20.9,23.1,19.1,0.0,23.8,998.2,96,1004.8
264,2016-09-21,21.0,23.2,19.1,0.0,23.6,1010.2,95,1016.9
265,2016-09-22,21.6,23.9,20.0,0.1,24.8,1009.9,96,1016.6
266,2016-09-23,22.1,24.9,20.1,0.0,24.7,1008.3,93,1014.9
267,2016-09-24,20.8,22.4,19.0,0.3,23.1,1010.7,94,1017.3
268,2016-09-25,23.1,29.0,19.6,8.9,22.8,1011.7,82,1018.4
269,2016-09-26,24.0,28.9,21.2,2.8,26.0,1012.9,88,1019.5
270,2016-09-27,24.7,28.8,22.3,3.0,27.6,1011.2,89,1017.8
271,2016-09-28,24.4,28.0,22.8,0.3,29.2,1007.2,95,1013.8
272,2016-09-29,23.1,25.5,19.6,0.2,23.3,1005.8,82,1012.4
273,2016-09-30,19.9,25.5,15.0,4.7,19.2,1009.5,84,1016.2
274,2016-10-01,22.8,27.2,20.0,1.6,25.6,1010.4,92,1017.0
275,2016-10-02,24.2,26.5,23.0,0.1,28.9,1011.2,96,1017.8
276,2016-10-03,22.5,24.8,20.0,0.0,26.6,1007.1,97,1013.7
277,2016-10-04,22.7,28.0,18.6,0.8,22.3,1008.1,82,1014.7
278,2016-10-05,22.0,24.7,17.6,0.3,24.4,1007.7,92,1014.3
279,2016-10-06,22.8,27.0,18.8,9.8,17.8,1009.5,65,1016.2
280,2016-10-07,20.1,24.4,13.3,2.9,16.5,1016.0,71,1022.7
281,2016-10-08,22.1,23.7,19.8,0.0,24.1,1007.7,91,1014.3
282,2016-10-09,19.6,22.0,15.1,0.2,17.6,1004.1,76,1010.7
283,2016-10-10,17.3,23.6,11.7,3.7,13.2,1009.0,67,1015.8
284,2016-10-11,17.4,21.8,14.2,2.5,15.1,1010.0,76,1016.7
285,2016-10-12,17.4,24.3,12.4,5.9,12.5,1010.5,65,1017.3
286,2016-10-13,16.2,22.3,11.5,3.7,10.7,1013.8,60,1020.6
287,2016-10-14,14.6,20.7,10.9,1.9,11.8,1016.9,72,1023.8
288,2016-10-15,15.7,22.7,10.0,9.1,12.2,1020.0,71,1026.9
289,2016-10-16,18.7,23.5,12.5,7.8,15.1,1018.7,70,1025.4
290,2016-10-17,18.9,21.1,16.3,0.0,20.2,1011.3,93,1018.0
291,2016-10-18,21.4,28.6,16.5,8.6,19.3,1010.0,78,1016.7
292,2016-10-19,20.6,25.7,15.8,6.5,20.8,1009.6,86,1016.3
293,2016-10-20,21.4,26.8,16.8,8.1,17.1,1008.5,69,1015.1
294,2016-10-21,17.4,22.6,12.1,3.3,11.9,1011.1,62,1017.9
295,2016-10-22,16.6,20.2,11.3,0.1,15.3,1007.3,80,1014.1
296,2016-10-23,17.9,21.6,13.4,0.7,13.2,1003.0,65,1009.7
297,2016-10-24,14.6,21.5,9.3,8.8,10.0,1009.2,63,1016.0
298,2016-10-25,13.0,15.1,9.3,0.0,13.8,1011.8,91,1018.6
299,2016-10-26,19.2,25.0,14.8,6.2,18.7,1009.1,85,1015.8
300,2016-10-27,17.6,22.9,10.5,8.6,11.1,1013.4,56,1020.1
301,2016-10-28,13.9,15.7,11.0,0.0,13.7,1008.8,86,1015.6
302,2016-10-29,16.6,21.7,9.2,7.9,12.0,1009.2,63,1016.0
303,2016-10-30,12.6,19.6,6.8,6.5,8.7,1018.1,61,1025.1
304,2016-10-31,12.7,17.6,7.4,1.3,11.6,1017.6,79,1024.5
305,2016-11-01,12.7,18.3,9.2,1.4,11.1,1013.4,76,1020.3
306,2016-11-02,11.1,17.2,5.8,3.0,8.3,1015.3,64,1022.3
307,2016-11-03,12.4,17.3,7.3,7.9,9.1,1011.0,65,1017.9
308,2016-11-04,12.3,19.0,7.3,8.7,8.8,1010.2,64,1017.1
309,2016-11-05,12.1,20.3,5.9,8.7,9.8,1008.3,72,1015.2
310,2016-11-06,13.6,20.1,7.8,8.6,9.8,1012.6,64,1019.5
311,2016-11-07,12.0,17.1,5.2,8.5,9.8,1016.9,70,1023.8
312,2016-11-08,13.8,16.3,11.4,0.2,12.6,1011.1,81,1017.9
313,2016-11-09,9.0,13.3,4.2,6.6,6.9,1014.4,61,1021.4
314,2016-11-10,9.3,12.3,4.9,1.6,7.0,1015.8,60,1022.9
315,2016-11-11,13.4,20.0,9.3,4.2,12.1,1010.2,80,1017.0
316,2016-11-12,14.1,20.1,8.4,9.4,9.7,1016.4,62,1023.3
317,2016-11-13,13.7,20.4,8.2,7.4,11.5,1017.8,74,1024.7
318,2016-11-14,13.1,14.4,11.4,0.0,13.9,1013.6,92,1020.5
319,2016-11-15,15.6,21.5,11.6,2.9,13.8,1005.7,77,1012.4
320,2016-11-16,10.9,16.2,6.2,9.2,6.9,1012.6,55,1019.5
321,2016-11-17,11.3,18.5,4.9,7.9,8.6,1015.1,65,1022.0
322,2016-11-18,10.4,15.2,3.8,1.7,9.6,1017.6,76,1024.5
323,2016-11-19,14.1,16.8,12.2,0.0,15.4,1008.2,96,1015.0
324,2016-11-20,17.4,23.0,13.3,4.4,15.5,1010.1,79,1016.9
325,2016-11-21,13.9,16.0,11.0,0.0,14.1,1011.4,89,1018.2
326,2016-11-22,15.8,21.3,10.6,8.3,13.4,1005.3,76,1012.1
327,2016-11-23,11.5,14.9,8.2,6.3,8.2,1010.0,60,1016.9
328,2016-11-24,7.8,12.3,4.2,1.4,8.3,1009.6,79,1016.6
329,2016-11-25,7.2,14.9,2.9,5.0,7.9,1015.5,79,1022.6
330,2016-11-26,9.1,14.5,2.5,7.5,9.0,1017.8,79,1024.8
331,2016-11-27,11.2,12.8,9.2,0.0,12.8,1008.2,96,1015.1
332,2016-11-28,10.6,13.8,5.9,2.1,7.5,1011.1,59,1018.0
333,2016-11-29,8.4,13.7,4.2,5.0,7.2,1019.7,67,1026.7
334,2016-11-30,7.3,9.8,2.0,0.5,6.9,1022.7,67,1029.8
335,2016-12-01,11.3,14.0,8.5,0.9,11.0,1014.0,82,1020.9
336,2016-12-02,10.2,14.1,5.4,6.7,7.2,1018.2,59,1025.2
