,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,deepest_snowfall,total_snowfall,avg_wind_speed
119,2016-04-29,1.3,6.6,0.5,,0.0,0.0,6.2
120,2016-04-30,2.4,5.6,0.1,,18.0,18.0,11.0
121,2016-05-01,3.3,6.2,0.0,,0.0,0.0,4.9
122,2016-05-02,5.2,8.1,-0.4,,0.0,0.0,2.9
123,2016-05-03,10.9,19.4,6.2,,0.0,0.0,1.3
124,2016-05-04,8.4,13.4,6.3,,0.0,0.0,1.8
125,2016-05-05,12.1,15.4,8.7,,0.0,0.0,5.1
126,2016-05-06,7.5,9.8,5.7,,0.0,0.0,4.1
127,2016-05-07,12.5,21.3,5.6,,0.0,0.0,5.9
128,2016-05-08,11.6,17.4,4.9,,0.0,0.0,9.5
129,2016-05-09,10.2,19.4,2.3,,0.0,0.0,3.0
130,2016-05-10,9.8,15.2,1.4,,0.0,0.0,3.5
131,2016-05-11,7.9,12.2,4.3,,0.0,0.0,4.5
132,2016-05-12,7.7,12.1,4.3,,0.0,0.0,5.5
133,2016-05-13,12.5,26.4,3.3,,0.0,0.0,4.1
134,2016-05-14,12.3,17.4,4.0,,0.0,0.0,3.3
135,2016-05-15,10.3,15.6,2.6,,0.0,0.0,1.5
136,2016-05-16,16.1,18.9,7.7,,0.0,0.0,5.3
137,2016-05-17,16.6,22.6,10.7,,0.0,0.0,4.1
138,2016-05-18,13.8,18.1,7.6,,0.0,0.0,3.7
139,2016-05-19,17.4,24.6,8.5,,0.0,0.0,2.0
140,2016-05-20,18.5,26.3,7.8,0.0,0.0,0.0,1.6
141,2016-05-21,18.8,25.1,11.1,0.0,0.0,0.0,2.2
142,2016-05-22,14.0,23.0,7.9,0.0,0.0,0.0,2.2
143,2016-05-23,12.7,19.8,5.2,0.0,0.0,0.0,2.2
144,2016-05-24,10.3,14.5,2.6,0.0,0.0,0.0,2.5
145,2016-05-25,18.0,26.6,10.8,0.0,0.0,0.0,4.4
146,2016-05-26,19.3,26.4,10.5,0.0,0.0,0.0,3.8
147,2016-05-27,17.5,24.0,7.6,0.0,0.0,0.0,4.6
148,2016-05-28,15.4,23.1,7.1,0.0,0.0,0.0,5.3
149,2016-05-29,9.0,15.8,1.3,0.0,0.0,0.0,3.6
150,2016-05-30,7.0,11.1,1.0,0.0,0.0,0.0,2.9
151,2016-05-31,9.4,12.8,4.9,6.5,0.0,0.0,2.0
152,2016-06-01,8.4,11.7,5.9,16.0,0.0,0.0,4.2
153,2016-06-02,6.0,7.3,4.9,9.0,0.0,0.0,7.8
154,2016-06-03,5.6,7.9,1.4,0.0,0.0,0.0,2.2
155,2016-06-04,6.3,8.9,0.2,18.0,0.0,0.0,3.1
156,2016-06-05,7.1,9.8,4.8,0.5,0.0,0.0,2.2
157,2016-06-06,10.6,15.6,3.5,0.0,0.0,0.0,1.8
158,2016-06-07,12.6,16.6,7.8,0.0,0.0,0.0,1.4
159,2016-06-08,12.1,15.2,7.1,1.0,0.0,0.0,1.1
160,2016-06-09,10.8,13.2,8.7,12.5,0.0,0.0,2.2
161,2016-06-10,9.3,11.5,8.0,2.5,0.0,0.0,4.0
162,2016-06-11,9.5,13.0,6.9,0.0,0.0,0.0,3.5
163,2016-06-12,8.0,9.5,7.0,0.0,0.0,0.0,2.6
164,2016-06-13,13.0,18.3,7.4,0.5,0.0,0.0,1.9
165,2016-06-14,15.2,20.4,11.9,5.0,0.0,0.0,2.1
166,2016-06-15,14.5,19.4,10.2,0.0,0.0,0.0,1.2
167,2016-06-16,15.7,21.2,8.9,3.0,0.0,0.0,3.0
168,2016-06-17,13.3,15.4,11.5,18.0,0.0,0.0,3.8
169,2016-06-18,11.1,14.3,9.5,2.0,0.0,0.0,1.8
170,2016-06-19,12.1,16.1,9.6,0.0,0.0,0.0,1.8
171,2016-06-20,15.7,21.0,10.8,1.0,0.0,0.0,2.4
172,2016-06-21,17.1,23.2,14.1,0.5,0.0,0.0,4.4
173,2016-06-22,12.8,15.9,11.1,0.0,0.0,0.0,2.0
174,2016-06-23,16.7,22.2,12.0,0.0,0.0,0.0,5.0
175,2016-06-24,11.4,16.2,7.8,0.0,0.0,0.0,1.7
176,2016-06-25,9.5,11.4,7.9,6.0,0.0,0.0,3.9
177,2016-06-26,9.9,11.7,8.5,4.5,0.0,0.0,2.4
178,2016-06-27,13.9,20.0,7.2,0.0,0.0,0.0,2.7
179,2016-06-28,15.3,20.6,9.3,0.0,0.0,0.0,1.7
180,2016-06-29,18.9,26.6,12.3,0.0,0.0,0.0,2.5
181,2016-06-30,19.0,25.1,12.9,0.0,0.0,0.0,1.6
182,2016-07-01,19.0,23.3,13.7,0.0,0.0,0.0,1.8
183,2016-07-02,18.1,21.8,13.7,32.5,0.0,0.0,2.8
184,2016-07-03,17.5,24.0,12.0,0.0,0.0,0.0,3.9
185,2016-07-04,10.4,12.1,9.6,28.5,0.0,0.0,5.5
186,2016-07-05,10.8,13.5,9.2,0.5,0.0,0.0,2.6
187,2016-07-06,13.8,19.3,8.7,0.0,0.0,0.0,1.5
188,2016-07-07,16.5,21.7,10.1,0.0,0.0,0.0,1.6
189,2016-07-08,20.4,27.3,14.9,0.0,0.0,0.0,2.0
190,2016-07-09,17.7,21.8,14.9,5.0,0.0,0.0,1.6
191,2016-07-10,15.9,19.7,12.8,4.5,0.0,0.0,2.3
192,2016-07-11,13.1,16.4,10.0,0.5,0.0,0.0,2.6
193,2016-07-12,14.0,17.2,11.6,0.0,0.0,0.0,1.7
194,2016-07-13,14.4,17.7,11.8,0.0,0.0,0.0,2.1
195,2016-07-14,16.3,20.8,13.0,0.0,0.0,0.0,2.0
196,2016-07-15,15.3,17.8,12.9,0.0,0.0,0.0,1.6
197,2016-07-16,15.8,18.8,13.8,0.0,0.0,0.0,2.0
198,2016-07-17,15.3,16.7,14.4,2.0,0.0,0.0,2.0
199,2016-07-18,15.5,16.8,14.4,1.0,0.0,0.0,1.0
200,2016-07-19,15.2,17.0,13.8,20.0,0.0,0.0,2.0
201,2016-07-20,15.2,18.7,13.0,0.5,0.0,0.0,1.5
202,2016-07-21,15.3,19.4,12.0,0.0,0.0,0.0,2.3
203,2016-07-22,14.7,19.6,9.8,0.0,0.0,0.0,2.1
204,2016-07-23,17.4,21.0,12.4,0.0,0.0,0.0,1.5
205,2016-07-24,18.2,21.7,13.9,0.0,0.0,0.0,1.6
206,2016-07-25,18.0,23.4,13.6,0.0,0.0,0.0,1.6
207,2016-07-26,16.7,18.4,15.3,0.0,0.0,0.0,1.5
208,2016-07-27,20.6,26.6,16.4,3.0,0.0,0.0,3.7
209,2016-07-28,23.3,29.3,17.8,19.5,0.0,0.0,2.5
210,2016-07-29,23.1,24.9,21.1,4.5,0.0,0.0,1.2
211,2016-07-30,23.7,27.1,21.5,3.5,0.0,0.0,2.1
212,2016-07-31,23.2,28.6,19.6,10.0,0.0,0.0,1.8
213,2016-08-01,22.9,27.3,20.0,1.0,0.0,0.0,1.8
214,2016-08-02,20.9,24.0,18.9,0.0,0.0,0.0,1.7
215,2016-08-03,21.3,26.6,18.4,0.0,0.0,0.0,1.8
216,2016-08-04,24.8,30.6,20.3,0.0,0.0,0.0,3.2
217,2016-08-05,20.3,25.5,16.5,0.5,0.0,0.0,3.4
218,2016-08-06,20.6,28.0,15.3,0.0,0.0,0.0,3.2
219,2016-08-07,21.1,25.9,15.0,0.0,0.0,0.0,2.2
220,2016-08-08,24.2,30.6,19.9,0.0,0.0,0.0,1.6
221,2016-08-09,18.5,21.7,17.1,1.0,0.0,0.0,4.6
222,2016-08-10,18.4,21.8,14.1,0.0,0.0,0.0,3.3
223,2016-08-11,19.4,24.6,13.9,0.0,0.0,0.0,2.0
224,2016-08-12,20.6,24.6,14.4,0.0,0.0,0.0,2.0
225,2016-08-13,22.5,26.3,17.2,0.0,0.0,0.0,1.9
226,2016-08-14,23.4,30.9,17.4,0.0,0.0,0.0,2.4
227,2016-08-15,20.3,22.8,19.1,26.5,0.0,0.0,4.1
228,2016-08-16,23.1,26.9,19.5,1.0,0.0,0.0,1.4
229,2016-08-17,21.2,23.4,20.3,81.5,0.0,0.0,3.9
230,2016-08-18,22.9,28.3,18.9,0.0,0.0,0.0,2.6
231,2016-08-19,21.8,24.7,18.9,0.0,0.0,0.0,1.0
232,2016-08-20,21.1,24.6,19.7,85.0,0.0,0.0,1.8
233,2016-08-21,21.0,22.4,19.6,16.5,0.0,0.0,2.8
234,2016-08-22,21.8,24.9,19.3,25.5,0.0,0.0,1.5
235,2016-08-23,22.5,27.7,19.4,56.0,0.0,0.0,3.7
236,2016-08-24,22.0,27.1,17.7,0.0,0.0,0.0,2.7
237,2016-08-25,23.0,28.7,16.8,0.0,0.0,0.0,2.0
238,2016-08-26,19.0,24.1,16.0,6.0,0.0,0.0,2.2
239,2016-08-27,17.1,20.7,13.2,0.0,0.0,0.0,2.6
240,2016-08-28,16.1,17.8,12.9,1.0,0.0,0.0,1.6
241,2016-08-29,19.7,23.1,16.5,12.5,0.0,0.0,3.9
242,2016-08-30,20.8,22.2,20.0,3.0,0.0,0.0,6.5
243,2016-08-31,23.8,29.8,19.0,0.0,0.0,0.0,6.4
244,2016-09-01,20.6,25.5,16.9,0.0,0.0,0.0,2.2
245,2016-09-02,17.7,18.9,16.8,0.0,0.0,0.0,2.7
246,2016-09-03,17.4,19.2,16.6,0.0,0.0,0.0,1.4
247,2016-09-04,17.7,19.7,16.4,0.0,0.0,0.0,1.2
248,2016-09-05,17.8,20.0,16.1,0.0,0.0,0.0,1.4
249,2016-09-06,19.0,21.5,16.3,6.0,0.0,0.0,1.0
250,2016-09-07,16.8,21.5,14.0,6.0,0.0,0.0,3.4
251,2016-09-08,15.1,16.5,13.8,2.0,0.0,0.0,4.2
252,2016-09-09,15.4,16.8,14.0,55.0,0.0,0.0,4.2
253,2016-09-10,14.6,15.9,13.1,6.0,0.0,0.0,4.4
254,2016-09-11,14.7,18.8,10.9,0.0,0.0,0.0,3.2
255,2016-09-12,13.9,18.1,9.0,0.0,0.0,0.0,2.5
256,2016-09-13,14.9,18.0,11.1,0.0,0.0,0.0,1.6
257,2016-09-14,17.2,20.7,12.5,0.0,0.0,0.0,1.5
258,2016-09-15,16.9,22.6,14.0,17.5,0.0,0.0,2.0
259,2016-09-16,15.6,18.0,13.5,8.0,0.0,0.0,3.1
260,2016-09-17,13.0,16.5,10.5,4.5,0.0,0.0,3.3
261,2016-09-18,12.7,16.0,8.9,0.0,0.0,0.0,2.3
262,2016-09-19,12.5,17.1,9.2,0.5,0.0,0.0,2.6
263,2016-09-20,14.5,21.8,8.9,0.0,0.0,0.0,3.9
264,2016-09-21,12.8,16.9,8.2,0.0,0.0,0.0,2.9
265,2016-09-22,14.2,19.5,7.4,0.0,0.0,0.0,2.2
266,2016-09-23,15.3,16.5,12.8,7.5,0.0,0.0,1.7
267,2016-09-24,17.0,21.4,11.6,0.0,0.0,0.0,2.0
268,2016-09-25,17.7,23.2,13.3,0.0,0.0,0.0,2.0
269,2016-09-26,19.3,25.8,11.0,0.0,0.0,0.0,4.1
270,2016-09-27,16.6,22.9,8.7,0.0,0.0,0.0,2.1
271,2016-09-28,16.0,22.5,12.5,4.5,0.0,0.0,3.4
272,2016-09-29,13.4,16.9,9.3,0.0,0.0,0.0,2.4
273,2016-09-30,14.3,19.8,7.4,0.0,0.0,0.0,2.5
274,2016-10-01,16.8,23.1,11.5,0.0,0.0,0.0,3.7
275,2016-10-02,18.8,24.0,10.8,0.0,0.0,0.0,5.1
276,2016-10-03,16.7,20.2,13.7,3.5,0.0,0.0,2.4
277,2016-10-04,13.3,17.8,8.5,1.5,0.0,0.0,8.5
278,2016-10-05,9.9,13.6,6.0,,0.0,0.0,2.8
279,2016-10-06,,,,,0.0,0.0,
280,2016-10-07,,,,,0.0,0.0,
281,2016-10-08,10.8,15.6,5.3,,0.0,0.0,1.7
282,2016-10-09,11.4,16.4,7.0,,0.0,0.0,6.1
283,2016-10-10,7.2,10.8,4.8,,0.0,0.0,3.7
284,2016-10-11,9.4,14.1,4.0,,0.0,0.0,3.3
285,2016-10-12,7.4,11.4,5.9,,0.0,0.0,4.4
286,2016-10-13,7.3,14.1,2.2,,0.0,0.0,3.7
287,2016-10-14,7.4,12.7,2.1,,0.0,0.0,4.1
288,2016-10-15,12.5,16.8,5.8,,0.0,0.0,7.6
289,2016-10-16,16.3,21.5,9.4,,0.0,0.0,5.0
290,2016-10-17,14.0,19.3,9.3,,0.0,0.0,1.7
291,2016-10-18,12.9,17.6,5.7,,0.0,0.0,4.4
292,2016-10-19,9.5,15.2,3.1,,0.0,0.0,2.7
293,2016-10-20,6.1,12.1,1.6,,0.0,0.0,6.9
294,2016-10-21,4.7,8.0,1.3,,0.0,0.0,9.1
295,2016-10-22,5.8,9.6,3.6,,0.0,0.0,4.0
296,2016-10-23,4.0,7.5,0.8,,0.0,0.0,5.5
297,2016-10-24,1.8,4.6,0.1,,0.0,0.0,5.1
298,2016-10-25,6.3,10.4,1.4,,0.0,0.0,3.2
299,2016-10-26,7.5,13.6,2.1,,0.0,0.0,5.5
300,2016-10-27,3.3,5.5,1.3,,0.0,0.0,4.7
301,2016-10-28,5.7,8.8,1.1,,0.0,0.0,5.3
302,2016-10-29,2.1,5.1,-1.2,,0.0,0.0,7.6
303,2016-10-30,1.2,4.9,-4.8,,0.0,0.0,5.2
304,2016-10-31,0.8,4.8,-1.3,,3.0,3.0,3.4
305,2016-11-01,0.4,4.0,-1.3,,1.0,1.0,2.5
306,2016-11-02,0.6,4.6,-2.3,,0.0,0.0,2.1
307,2016-11-03,2.2,5.5,0.1,,2.0,2.0,2.5
308,2016-11-04,0.2,1.8,-3.3,,3.0,2.0,4.6
309,2016-11-05,-0.3,1.3,-4.9,,24.0,15.0,2.5
310,2016-11-06,-0.7,1.2,-2.2,,31.0,9.0,6.4
311,2016-11-07,-2.5,1.2,-7.7,,24.0,0.0,2.4
312,2016-11-08,1.9,7.2,-4.0,,21.0,0.0,4.0
313,2016-11-09,0.7,5.1,-1.1,,14.0,1.0,6.0
314,2016-11-10,-0.3,2.2,-4.6,,13.0,1.0,6.6
315,2016-11-11,-0.5,2.4,-5.4,,12.0,0.0,3.0
316,2016-11-12,2.6,5.9,-0.6,,16.0,4.0,3.2
317,2016-11-13,2.5,4.4,0.6,,11.0,0.0,2.8
318,2016-11-14,3.2,7.4,-2.9,,7.0,0.0,3.0
319,2016-11-15,4.4,7.8,1.9,,5.0,0.0,4.5
320,2016-11-16,-0.1,2.8,-4.1,,0.0,0.0,5.5
321,2016-11-17,-0.6,2.6,-4.0,,1.0,1.0,4.4
322,2016-11-18,3.3,8.2,-1.3,,0.0,0.0,3.9
323,2016-11-19,2.9,4.6,0.5,,0.0,0.0,1.8
324,2016-11-20,4.9,12.9,-0.8,,0.0,0.0,4.7
325,2016-11-21,-1.1,1.5,-3.0,,1.0,1.0,4.9
326,2016-11-22,-1.7,0.3,-6.0,,9.0,9.0,3.1
327,2016-11-23,-7.3,-4.1,-9.7,,14.0,8.0,6.0
328,2016-11-24,-6.4,-2.2,-9.9,,14.0,0.0,3.0
329,2016-11-25,-5.5,-3.1,-10.2,,14.0,2.0,2.6
330,2016-11-26,-3.8,0.5,-10.9,,14.0,0.0,2.3
331,2016-11-27,-0.6,2.4,-5.5,,12.0,1.0,1.9
332,2016-11-28,0.4,1.7,-1.1,,15.0,7.0,3.0
333,2016-11-29,-2.5,-0.6,-6.8,,30.0,16.0,4.5
334,2016-11-30,-4.5,-0.8,-8.4,,26.0,0.0,2.2
335,2016-12-01,0.0,8.6,-8.3,,22.0,0.0,2.1
336,2016-12-02,0.4,4.8,-2.5,,18.0,4.0,7.2
337,2016-12-03,1.4,5.1,-4.0,,18.0,0.0,5.8
338,2016-12-04,4.7,11.4,-4.5,,17.0,1.0,2.5
339,2016-12-05,2.1,7.4,0.2,,12.0,1.0,2.0
340,2016-12-06,-2.4,0.2,-7.5,,38.0,31.0,5.2
341,2016-12-07,-7.4,-4.3,-13.3,,34.0,2.0,4.7
342,2016-12-08,-5.0,-1.9,-12.3,,29.0,0.0,3.3
343,2016-12-09,-4.2,0.2,-12.3,,36.0,9.0,2.3
344,2016-12-10,-4.6,-0.4,-8.2,,36.0,21.0,7.2
345,2016-12-11,-6.7,-5.3,-9.5,,,,6.8
346,2016-12-12,-4.9,-1.4,-11.4,,32.0,0.0,4.5
347,2016-12-13,-4.8,-1.5,-11.4,,31.0,1.0,3.4
348,2016-12-14,-3.3,-2.1,-6.0,,44.0,13.0,4.7
349,2016-12-15,-7.8,-4.2,-13.6,,45.0,1.0,4.1
350,2016-12-16,-7.2,-2.4,-12.9,,38.0,0.0,4.1
351,2016-12-17,-6.2,-2.4,-15.2,,36.0,0.0,3.3
352,2016-12-18,1.6,4.1,-2.6,,35.0,1.0,8.2
353,2016-12-19,-1.5,1.4,-6.2,,25.0,0.0,2.5
354,2016-12-20,-1.0,1.2,-6.8,,26.0,1.0,2.0
355,2016-12-21,-0.3,1.8,-2.4,,27.0,2.0,2.5
356,2016-12-22,-1.2,0.3,-2.3,,,,5.5
357,2016-12-23,-2.8,-0.9,-5.9,,,,7.8
358,2016-12-24,-6.0,-4.4,-7.8,,34.0,0.0,5.7
359,2016-12-25,-3.5,-0.2,-9.0,,33.0,1.0,4.0
360,2016-12-26,-2.3,3.1,-6.9,,35.0,3.0,2.4
361,2016-12-27,-4.8,-2.2,-7.6,,38.0,5.0,5.9
362,2016-12-28,-8.6,-6.0,-14.3,,34.0,2.0,4.4
363,2016-12-29,-5.0,-1.6,-10.1,,38.0,5.0,4.3
364,2016-12-30,-5.1,-1.9,-12.1,,38.0,1.0,4.1
365,2016-12-31,-4.4,-2.1,-7.3,,37.0,4.0,4.4
366,2017-01-01,-4.6,0.3,-14.5,,36.0,0.0,2.0
367,2017-01-02,-1.5,1.1,-3.6,,36.0,1.0,1.3
368,2017-01-03,-3.4,-0.6,-9.0,,36.0,2.0,1.8
369,2017-01-04,-3.9,-2.0,-7.5,,40.0,6.0,1.5
370,2017-01-05,-5.9,-3.4,-8.5,,43.0,8.0,6.4
371,2017-01-06,-6.1,-1.8,-10.2,,39.0,0.0,3.8
372,2017-01-07,-3.0,1.3,-9.1,,44.0,12.0,3.6
373,2017-01-08,-5.9,-2.9,-12.8,,45.0,4.0,3.6
374,2017-01-09,-6.5,-1.5,-13.4,,43.0,0.0,1.4
375,2017-01-10,-5.2,-1.2,-12.2,,43.0,4.0,4.0
376,2017-01-11,-10.4,-7.5,-17.6,,43.0,1.0,3.9
377,2017-01-12,-9.9,-6.8,-15.7,,42.0,1.0,3.6
378,2017-01-13,-9.1,-4.5,-14.5,,40.0,0.0,2.9
379,2017-01-14,-8.1,-3.7,-13.9,,40.0,1.0,4.0
380,2017-01-15,-3.6,-0.3,-9.5,,43.0,8.0,5.6
381,2017-01-16,-0.8,0.2,-2.0,,46.0,5.0,7.0
382,2017-01-17,-3.1,-1.4,-4.7,,47.0,4.0,4.6
383,2017-01-18,-4.8,-2.6,-8.3,,48.0,1.0,1.9
384,2017-01-19,-4.8,-2.1,-10.0,,46.0,3.0,2.4
