Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,hours_sunlight,avg_wind_speed,avg_local_pressure,avg_sea_pressure,cloud_cover
177,2016-06-26,23.6,28.3,19.1,11.1,3.9,1008.6,1009.4,6.0
178,2016-06-27,22.3,28.4,18.7,5.7,2.5,1011.4,1012.2,8.0
179,2016-06-28,22.1,26.8,18.3,0.5,2.1,1010.1,1010.9,10.0
180,2016-06-29,21.8,23.0,20.8,0.0,1.9,1012.1,1012.9,10.0
181,2016-06-30,24.4,27.7,22.2,0.5,1.9,1012.1,1012.9,10.0
182,2016-07-01,26.1,32.5,21.2,5.8,2.2,1012.0,1012.8,10.0
183,2016-07-02,28.6,34.2,23.4,6.4,3.1,1009.6,1010.4,10.0
184,2016-07-03,29.1,35.3,24.5,8.2,3.7,1009.5,1010.3,7.0
185,2016-07-04,29.5,35.2,25.2,7.0,2.6,1012.0,1012.8,9.3
186,2016-07-05,29.2,34.6,24.9,10.7,2.6,1014.8,1015.6,9.0
187,2016-07-06,29.4,35.2,25.9,9.5,2.8,1015.4,1016.2,4.7
188,2016-07-07,29.4,35.1,24.3,10.9,2.3,1013.9,1014.7,7.0
189,2016-07-08,24.3,27.0,22.5,0.0,2.3,1012.4,1013.2,10.0
190,2016-07-09,25.5,30.4,21.8,4.3,2.6,1005.6,1006.4,7.3
191,2016-07-10,27.7,32.4,24.0,5.9,2.0,1004.2,1005.0,10.0
192,2016-07-11,27.5,32.2,24.1,0.5,2.3,1005.5,1006.3,10.0
193,2016-07-12,27.8,32.7,25.1,0.6,2.0,1004.9,1005.7,10.0
194,2016-07-13,26.7,29.0,25.4,0.4,3.5,1001.1,1001.9,10.0
195,2016-07-14,28.0,33.4,24.5,6.4,3.6,998.2,999.0,6.7
196,2016-07-15,24.8,28.1,22.4,3.1,4.7,1001.4,1002.2,9.3
197,2016-07-16,25.3,29.8,20.1,6.3,2.6,1004.7,1005.5,10.0
198,2016-07-17,27.3,31.0,24.4,4.4,2.7,1005.9,1006.7,10.0
199,2016-07-18,28.5,33.9,23.9,10.8,2.8,1008.3,1009.1,3.0
200,2016-07-19,28.3,33.4,24.1,11.1,2.6,1009.7,1010.5,3.0
201,2016-07-20,27.4,32.9,22.8,11.1,2.6,1010.7,1011.5,8.0
202,2016-07-21,27.2,32.1,22.8,7.6,2.6,1010.3,1011.1,9.7
203,2016-07-22,27.1,32.2,22.3,7.9,2.4,1009.5,1010.3,10.0
204,2016-07-23,27.4,32.8,23.3,9.2,2.9,1010.5,1011.3,7.7
205,2016-07-24,27.2,31.2,24.1,4.5,2.9,1012.3,1013.1,10.0
206,2016-07-25,25.9,28.7,24.6,0.0,2.1,1012.2,1013.0,10.0
207,2016-07-26,26.3,31.0,24.2,1.3,2.3,1009.1,1009.9,10.0
208,2016-07-27,28.0,33.7,24.5,7.8,2.3,1007.8,1008.6,9.7
209,2016-07-28,28.3,33.3,24.7,5.2,2.5,1009.5,1010.3,7.0
210,2016-07-29,28.3,33.5,24.8,8.6,2.7,1011.2,1012.0,7.7
211,2016-07-30,28.5,34.1,24.3,7.8,2.3,1011.5,1012.3,7.3
212,2016-07-31,28.8,34.3,24.5,8.7,2.0,1010.4,1011.2,4.3
213,2016-08-01,29.1,34.7,25.4,5.2,2.3,1008.2,1009.0,6.3
214,2016-08-02,28.9,34.1,24.8,6.7,2.1,1007.2,1008.0,9.0
215,2016-08-03,28.7,33.5,24.2,5.6,2.0,1007.8,1008.6,9.7
216,2016-08-04,29.0,34.8,24.8,7.7,2.3,1008.4,1009.2,4.3
217,2016-08-05,29.9,35.1,25.3,11.4,2.7,1009.0,1009.8,7.7
218,2016-08-06,30.3,36.0,25.8,10.8,2.8,1007.9,1008.7,6.3
219,2016-08-07,29.6,35.2,24.9,11.2,2.8,1007.3,1008.1,6.0
220,2016-08-08,30.0,37.4,23.2,10.6,2.9,1005.2,1006.0,4.0
221,2016-08-09,29.8,35.5,25.0,8.3,2.9,1005.9,1006.7,4.0
222,2016-08-10,29.3,35.7,23.9,11.9,2.1,1008.2,1009.0,6.7
223,2016-08-11,28.6,36.2,22.2,12.8,2.0,1008.4,1009.2,5.7
224,2016-08-12,28.8,36.0,22.8,12.7,2.4,1007.0,1007.8,4.0
225,2016-08-13,30.0,35.2,25.7,6.7,2.4,1005.7,1006.5,6.3
226,2016-08-14,30.1,36.9,25.8,7.5,2.4,1003.2,1004.0,7.7
227,2016-08-15,28.7,35.8,25.2,3.8,2.1,1000.8,1001.6,7.3
228,2016-08-16,28.5,33.2,25.6,3.8,1.9,999.6,1000.4,10.0
229,2016-08-17,28.7,33.2,25.4,5.4,2.8,1001.0,1001.8,7.0
230,2016-08-18,29.2,35.3,23.7,12.0,2.3,1004.5,1005.3,4.7
231,2016-08-19,30.3,35.6,25.7,10.1,2.3,1005.1,1005.9,5.7
232,2016-08-20,30.4,36.2,26.3,8.1,2.7,1003.3,1004.1,8.0
233,2016-08-21,30.8,35.6,26.1,12.3,2.9,1002.8,1003.6,2.0
234,2016-08-22,30.2,35.2,26.9,5.2,3.1,1002.5,1003.3,4.7
235,2016-08-23,29.5,34.6,25.4,8.8,3.1,1004.5,1005.3,3.3
236,2016-08-24,28.9,34.6,23.6,7.5,3.0,1005.5,1006.3,9.3
237,2016-08-25,30.1,35.1,27.2,7.5,2.9,1005.2,1006.0,5.0
238,2016-08-26,27.8,35.0,24.9,5.8,2.2,1004.4,1005.2,9.7
239,2016-08-27,25.8,29.2,23.6,1.4,3.4,1005.1,1005.9,10.0
240,2016-08-28,25.9,30.0,21.6,1.8,3.4,997.7,998.5,10.0
241,2016-08-29,24.5,30.2,21.6,2.3,4.0,991.4,992.2,7.7
242,2016-08-30,23.8,28.4,20.0,6.6,6.1,992.1,992.9,6.3
243,2016-08-31,26.3,30.7,21.4,11.7,6.5,998.0,998.8,2.0
244,2016-09-01,24.2,29.6,18.6,6.0,1.8,1007.3,1008.1,7.7
245,2016-09-02,25.9,31.2,21.0,9.0,3.0,1009.2,1010.0,9.0
246,2016-09-03,27.6,31.6,23.8,4.0,4.0,1010.0,1010.8,10.0
247,2016-09-04,28.2,31.8,25.6,3.3,4.9,1010.7,1011.5,9.3
248,2016-09-05,26.3,28.0,24.5,1.0,3.4,1010.3,1011.1,10.0
249,2016-09-06,27.6,33.1,23.7,7.2,2.4,1007.5,1008.3,8.3
250,2016-09-07,28.0,32.6,24.8,4.0,2.5,1003.5,1004.3,9.0
251,2016-09-08,25.7,29.0,22.9,3.1,4.0,1002.4,1003.2,7.3
252,2016-09-09,25.0,30.2,21.0,7.9,2.4,1008.1,1008.9,2.0
253,2016-09-10,24.9,30.8,20.1,8.6,2.0,1011.5,1012.3,8.3
254,2016-09-11,26.0,31.4,22.3,9.0,2.2,1013.2,1014.0,8.7
255,2016-09-12,25.6,28.2,23.4,0.0,3.6,1013.4,1014.2,10.0
256,2016-09-13,24.3,28.5,20.8,2.2,2.6,1014.2,1015.0,10.0
257,2016-09-14,24.8,28.0,23.0,1.2,1.8,1015.6,1016.4,10.0
258,2016-09-15,24.8,28.1,22.5,0.8,2.0,1014.8,1015.6,10.0
259,2016-09-16,25.2,30.4,22.2,2.8,1.9,1014.3,1015.1,10.0
260,2016-09-17,26.0,30.0,23.3,2.5,2.4,1011.4,1012.2,10.0
261,2016-09-18,24.5,26.2,23.4,0.0,1.8,1007.3,1008.1,10.0
262,2016-09-19,22.7,26.8,19.5,0.0,2.4,1007.1,1007.9,10.0
263,2016-09-20,20.6,23.8,18.6,0.5,4.1,1006.0,1006.8,10.0
264,2016-09-21,21.6,25.1,17.3,0.0,2.3,1016.1,1016.9,10.0
265,2016-09-22,21.2,22.6,20.2,0.0,2.2,1015.0,1015.8,10.0
266,2016-09-23,21.7,25.9,19.7,2.7,2.1,1014.9,1015.7,7.7
267,2016-09-24,23.0,28.3,18.3,9.7,2.5,1015.2,1016.0,6.0
268,2016-09-25,23.3,25.9,21.8,0.1,2.4,1016.4,1017.2,10.0
269,2016-09-26,24.0,27.0,22.6,1.3,2.5,1017.1,1017.9,7.7
270,2016-09-27,26.2,30.8,21.2,9.0,2.9,1015.4,1016.2,8.0
271,2016-09-28,26.8,30.7,24.7,1.4,2.8,1012.2,1013.0,10.0
272,2016-09-29,22.2,25.6,18.9,0.0,3.0,1013.6,1014.4,10.0
273,2016-09-30,20.3,24.2,17.6,0.1,2.1,1014.9,1015.7,10.0
274,2016-10-01,21.8,24.1,19.6,0.0,1.3,1016.2,1017.0,10.0
275,2016-10-02,25.5,30.6,21.9,5.9,1.9,1016.0,1016.8,9.3
276,2016-10-03,25.4,28.7,22.3,0.7,2.7,1011.2,1012.0,10.0
277,2016-10-04,24.1,28.5,21.3,0.5,2.1,1014.7,1015.5,10.0
278,2016-10-05,24.0,29.2,20.4,0.4,4.8,1010.8,1011.6,7.0
279,2016-10-06,22.8,27.6,17.4,9.7,3.7,1017.6,1018.4,1.7
280,2016-10-07,20.0,24.3,15.5,6.4,2.4,1021.3,1022.1,7.0
281,2016-10-08,24.3,30.1,19.1,4.1,2.6,1011.3,1012.1,10.0
282,2016-10-09,20.4,23.3,15.7,5.4,3.6,1011.8,1012.6,4.3
283,2016-10-10,17.8,22.9,14.1,9.7,3.3,1017.0,1017.8,5.7
284,2016-10-11,16.4,19.1,13.7,0.5,1.8,1017.1,1017.9,9.7
285,2016-10-12,17.7,24.7,13.1,6.5,2.2,1018.1,1018.9,7.0
286,2016-10-13,16.6,21.2,13.6,3.6,1.8,1021.3,1022.1,10.0
287,2016-10-14,16.1,23.1,12.0,6.4,1.5,1023.3,1024.2,6.3
288,2016-10-15,17.1,24.6,10.8,10.2,2.1,1025.0,1025.8,7.0
289,2016-10-16,19.5,24.4,14.7,1.3,4.1,1021.4,1022.2,10.0
290,2016-10-17,21.0,26.2,17.9,4.7,2.2,1016.0,1016.8,4.0
291,2016-10-18,22.9,28.5,19.5,5.1,1.9,1016.5,1017.3,9.3
292,2016-10-19,21.3,25.4,17.7,3.8,1.8,1015.2,1016.0,9.3
293,2016-10-20,21.2,26.2,17.9,4.8,2.8,1016.2,1017.0,9.0
294,2016-10-21,17.6,20.3,14.1,0.4,2.7,1018.8,1019.6,10.0
295,2016-10-22,15.0,17.3,12.9,0.0,1.7,1013.5,1014.3,10.0
296,2016-10-23,17.3,21.1,14.1,0.7,2.5,1011.5,1012.3,8.0
297,2016-10-24,15.6,21.6,10.9,10.4,2.7,1016.4,1017.2,0.0
298,2016-10-25,16.9,23.9,9.8,6.0,2.5,1015.0,1015.8,9.0
299,2016-10-26,20.4,24.6,17.5,0.5,2.2,1015.3,1016.1,10.0
300,2016-10-27,17.9,22.4,14.1,8.4,3.2,1021.3,1022.1,6.3
301,2016-10-28,15.2,17.5,13.7,0.0,2.6,1013.9,1014.7,10.0
302,2016-10-29,15.8,19.5,10.1,6.0,4.3,1018.7,1019.5,4.7
303,2016-10-30,13.4,19.1,8.2,8.4,1.5,1025.7,1026.5,8.0
304,2016-10-31,14.1,18.9,9.5,2.5,1.5,1023.5,1024.3,10.0
305,2016-11-01,14.0,18.7,10.0,5.5,3.5,1021.3,1022.1,4.3
306,2016-11-02,12.2,16.4,8.4,4.5,2.1,1022.2,1023.0,5.0
307,2016-11-03,12.0,17.6,7.5,8.1,3.7,1019.8,1020.6,2.0
308,2016-11-04,11.3,18.9,5.4,7.8,1.6,1017.5,1018.4,3.3
309,2016-11-05,12.6,20.0,6.6,9.8,1.7,1015.0,1015.8,0.7
310,2016-11-06,12.3,18.2,7.0,6.5,3.5,1022.1,1022.9,0.3
311,2016-11-07,10.7,17.5,4.6,9.7,1.5,1023.2,1024.1,0.3
312,2016-11-08,13.0,17.4,9.1,0.1,2.1,1017.4,1018.2,10.0
313,2016-11-09,9.8,13.8,5.3,7.0,4.0,1023.2,1024.1,4.7
314,2016-11-10,8.8,12.2,5.2,1.0,2.0,1022.3,1023.2,10.0
315,2016-11-11,12.4,19.9,7.4,7.9,2.8,1017.4,1018.2,1.3
316,2016-11-12,12.0,19.1,6.1,9.6,1.4,1023.6,1024.4,4.7
317,2016-11-13,14.1,20.1,8.3,6.7,1.5,1023.5,1024.4,6.7
318,2016-11-14,14.4,16.4,12.8,0.2,1.9,1017.5,1018.3,10.0
319,2016-11-15,15.4,20.9,9.4,2.1,3.1,1013.6,1014.4,6.0
320,2016-11-16,11.5,16.2,7.8,8.4,1.7,1020.8,1021.6,3.7
