Unnamed: 0,calendar_date,precipitation,avg_wind_speed
361,2016-12-27,8.5,2.0
362,2016-12-28,1.5,1.9
363,2016-12-29,0.0,1.5
364,2016-12-30,0.0,1.4
365,2016-12-31,0.0,1.1
366,2017-01-01,0.0,1.0
367,2017-01-02,0.0,1.1
368,2017-01-03,0.0,1.4
369,2017-01-04,0.0,1.3
370,2017-01-05,0.0,1.5
371,2017-01-06,0.0,1.5
372,2017-01-07,5.5,0.7
373,2017-01-08,35.0,1.3
374,2017-01-09,0.0,1.8
375,2017-01-10,0.0,1.7
376,2017-01-11,0.0,1.9
377,2017-01-12,0.0,2.1
378,2017-01-13,0.0,2.1
379,2017-01-14,0.0,2.8
380,2017-01-15,0.0,2.1
381,2017-01-16,0.5,2.0
382,2017-01-17,0.0,1.1
383,2017-01-18,0.0,0.7
384,2017-01-19,0.0,1.0
385,2017-01-20,0.5,2.6
386,2017-01-21,0.5,1.3
387,2017-01-22,0.0,1.8
388,2017-01-23,0.0,2.2
389,2017-01-24,0.0,2.0
390,2017-01-25,0.0,1.4
391,2017-01-26,0.0,1.2
392,2017-01-27,0.0,1.8
393,2017-01-28,0.0,1.2
394,2017-01-29,1.0,1.1
395,2017-01-30,0.5,2.7
396,2017-01-31,0.0,1.8
397,2017-02-01,0.0,1.4
398,2017-02-02,0.0,1.6
399,2017-02-03,0.0,1.7
400,2017-02-04,0.0,1.1
401,2017-02-05,12.0,2.0
402,2017-02-06,0.0,2.9
403,2017-02-07,0.0,1.9
404,2017-02-08,0.0,0.9
405,2017-02-09,1.0,2.0
406,2017-02-10,0.0,2.4
407,2017-02-11,0.5,1.9
408,2017-02-12,0.0,1.8
409,2017-02-13,0.0,1.9
410,2017-02-14,0.0,2.3
411,2017-02-15,0.0,1.1
412,2017-02-16,0.0,1.2
413,2017-02-17,1.0,1.7
414,2017-02-18,0.0,2.3
415,2017-02-19,0.0,1.7
416,2017-02-20,1.5,2.6
417,2017-02-21,0.0,2.7
418,2017-02-22,4.0,1.2
419,2017-02-23,2.5,2.3
420,2017-02-24,0.0,1.8
421,2017-02-25,0.0,1.5
422,2017-02-26,0.0,1.3
423,2017-02-27,0.0,1.5
424,2017-02-28,0.0,1.4
425,2017-03-01,0.0,0.9
426,2017-03-02,0.0,2.7
427,2017-03-03,0.0,1.3
428,2017-03-04,0.0,1.2
429,2017-03-05,0.0,1.1
430,2017-03-06,0.0,2.0
431,2017-03-07,0.0,2.4
432,2017-03-08,0.0,2.5
433,2017-03-09,0.0,2.9
434,2017-03-10,0.0,2.0
435,2017-03-11,0.0,1.5
436,2017-03-12,0.0,1.5
437,2017-03-13,6.5,0.9
438,2017-03-14,0.0,2.3
439,2017-03-15,0.5,2.9
440,2017-03-16,0.0,1.4
441,2017-03-17,0.0,1.5
442,2017-03-18,0.5,1.2
443,2017-03-19,0.0,1.4
444,2017-03-20,22.0,0.9
445,2017-03-21,15.0,1.6
446,2017-03-22,0.0,1.9
447,2017-03-23,3.0,1.1
448,2017-03-24,0.0,1.2
449,2017-03-25,2.0,0.7
450,2017-03-26,0.0,1.2
451,2017-03-27,0.0,2.1
452,2017-03-28,0.0,2.1
453,2017-03-29,0.0,1.1
454,2017-03-30,0.0,1.4
455,2017-03-31,28.5,2.3
456,2017-04-01,0.0,1.6
457,2017-04-02,1.0,1.6
458,2017-04-03,0.0,1.5
459,2017-04-04,0.0,1.5
460,2017-04-05,0.0,1.3
461,2017-04-06,8.5,1.3
462,2017-04-07,10.0,1.2
463,2017-04-08,10.5,0.7
464,2017-04-09,0.0,1.9
465,2017-04-10,36.0,1.3
466,2017-04-11,17.5,1.8
467,2017-04-12,0.0,2.1
468,2017-04-13,0.0,1.9
469,2017-04-14,0.0,1.6
470,2017-04-15,6.0,1.7
471,2017-04-16,0.0,1.4
472,2017-04-17,35.5,1.4
473,2017-04-18,0.0,2.4
474,2017-04-19,0.0,2.8
475,2017-04-20,0.0,0.7
476,2017-04-21,0.0,1.3
477,2017-04-22,0.0,1.8
478,2017-04-23,0.0,1.5
479,2017-04-24,0.0,1.2
480,2017-04-25,0.0,1.2
481,2017-04-26,25.5,0.9
482,2017-04-27,0.0,1.4
483,2017-04-28,0.0,1.9
484,2017-04-29,0.0,2.3
485,2017-04-30,0.0,2.6
486,2017-05-01,0.0,2.3
487,2017-05-02,0.0,1.7
488,2017-05-03,4.0,1.1
489,2017-05-04,6.0,0.8
490,2017-05-05,0.5,1.0
491,2017-05-06,0.0,1.6
492,2017-05-07,0.0,1.5
493,2017-05-08,0.0,1.4
494,2017-05-09,33.5,1.0
495,2017-05-10,0.0,1.9
496,2017-05-11,0.0,3.0
497,2017-05-12,86.5,1.1
498,2017-05-13,16.0,1.4
499,2017-05-14,0.0,1.5
500,2017-05-15,0.0,1.4
501,2017-05-16,0.0,0.7
502,2017-05-17,0.0,1.4
503,2017-05-18,0.0,1.3
504,2017-05-19,0.0,0.9
505,2017-05-20,0.0,0.9
506,2017-05-21,0.0,1.1
507,2017-05-22,0.0,1.0
508,2017-05-23,1.5,1.1
509,2017-05-24,18.5,0.9
510,2017-05-25,9.5,1.2
511,2017-05-26,0.0,2.5
512,2017-05-27,0.0,1.6
513,2017-05-28,0.0,1.3
514,2017-05-29,0.0,1.2
515,2017-05-30,0.0,1.2
516,2017-05-31,0.5,0.9
