Unnamed: 0,calendar_date,hours_sunlight
186,2016-07-05,9.2
187,2016-07-06,10.0
188,2016-07-07,11.8
189,2016-07-08,12.6
190,2016-07-09,3.7
191,2016-07-10,0.3
192,2016-07-11,2.1
193,2016-07-12,10.0
194,2016-07-13,9.3
195,2016-07-14,5.8
196,2016-07-15,6.0
197,2016-07-16,2.8
198,2016-07-17,6.2
199,2016-07-18,0.1
200,2016-07-19,1.4
201,2016-07-20,9.7
202,2016-07-21,7.0
203,2016-07-22,8.0
204,2016-07-23,8.9
205,2016-07-24,10.0
206,2016-07-25,8.1
207,2016-07-26,7.8
208,2016-07-27,0.0
209,2016-07-28,0.0
210,2016-07-29,0.0
211,2016-07-30,1.1
212,2016-07-31,2.6
213,2016-08-01,4.0
214,2016-08-02,10.0
215,2016-08-03,5.6
216,2016-08-04,5.3
217,2016-08-05,10.5
218,2016-08-06,11.2
219,2016-08-07,9.3
220,2016-08-08,5.3
221,2016-08-09,4.9
222,2016-08-10,10.3
223,2016-08-11,10.1
224,2016-08-12,10.1
225,2016-08-13,12.3
226,2016-08-14,11.1
227,2016-08-15,2.9
228,2016-08-16,5.2
229,2016-08-17,0.0
230,2016-08-18,4.6
231,2016-08-19,0.0
232,2016-08-20,0.0
233,2016-08-21,1.1
234,2016-08-22,0.0
235,2016-08-23,3.0
236,2016-08-24,8.8
237,2016-08-25,6.1
238,2016-08-26,0.2
239,2016-08-27,10.5
240,2016-08-28,9.8
241,2016-08-29,11.3
242,2016-08-30,10.5
243,2016-08-31,2.9
244,2016-09-01,8.4
245,2016-09-02,3.6
246,2016-09-03,3.1
247,2016-09-04,0.1
248,2016-09-05,1.7
249,2016-09-06,0.0
250,2016-09-07,0.7
251,2016-09-08,0.8
252,2016-09-09,0.0
253,2016-09-10,1.2
254,2016-09-11,3.0
255,2016-09-12,7.4
256,2016-09-13,0.5
257,2016-09-14,3.3
258,2016-09-15,2.8
259,2016-09-16,2.5
260,2016-09-17,2.9
261,2016-09-18,7.6
262,2016-09-19,8.0
263,2016-09-20,5.5
264,2016-09-21,8.8
265,2016-09-22,5.4
266,2016-09-23,0.5
267,2016-09-24,7.8
268,2016-09-25,3.9
269,2016-09-26,8.9
270,2016-09-27,8.8
271,2016-09-28,2.4
272,2016-09-29,4.1
273,2016-09-30,9.7
274,2016-10-01,10.0
275,2016-10-02,8.5
276,2016-10-03,0.0
277,2016-10-04,5.5
278,2016-10-05,5.3
279,2016-10-06,1.8
280,2016-10-07,3.4
281,2016-10-08,1.2
282,2016-10-09,1.1
283,2016-10-10,0.8
284,2016-10-11,2.5
285,2016-10-12,3.6
286,2016-10-13,4.8
287,2016-10-14,2.0
288,2016-10-15,5.7
289,2016-10-16,2.8
290,2016-10-17,1.8
291,2016-10-18,7.0
292,2016-10-19,7.0
293,2016-10-20,0.3
294,2016-10-21,1.3
295,2016-10-22,0.0
296,2016-10-23,0.4
297,2016-10-24,0.3
298,2016-10-25,5.0
299,2016-10-26,0.3
300,2016-10-27,0.1
301,2016-10-28,1.3
302,2016-10-29,1.6
303,2016-10-30,0.3
304,2016-10-31,0.0
305,2016-11-01,0.0
306,2016-11-02,0.1
307,2016-11-03,0.0
308,2016-11-04,0.0
309,2016-11-05,0.0
310,2016-11-06,0.9
311,2016-11-07,1.7
312,2016-11-08,0.0
313,2016-11-09,0.0
314,2016-11-10,0.0
315,2016-11-11,8.4
316,2016-11-12,0.4
317,2016-11-13,0.0
318,2016-11-14,5.4
319,2016-11-15,0.1
320,2016-11-16,0.1
321,2016-11-17,0.3
322,2016-11-18,0.0
323,2016-11-19,1.5
324,2016-11-20,1.7
325,2016-11-21,0.3
326,2016-11-22,0.7
327,2016-11-23,0.4
328,2016-11-24,0.7
329,2016-11-25,0.1
330,2016-11-26,0.0
331,2016-11-27,0.0
332,2016-11-28,0.0
333,2016-11-29,3.9
334,2016-11-30,0.4
335,2016-12-01,0.3
336,2016-12-02,0.0
337,2016-12-03,1.1
338,2016-12-04,0.6
339,2016-12-05,0.0
340,2016-12-06,0.0
341,2016-12-07,0.0
342,2016-12-08,0.0
343,2016-12-09,0.0
344,2016-12-10,5.8
345,2016-12-11,0.0
346,2016-12-12,0.0
347,2016-12-13,0.0
348,2016-12-14,0.8
349,2016-12-15,5.4
350,2016-12-16,0.7
351,2016-12-17,0.0
352,2016-12-18,0.1
353,2016-12-19,1.9
354,2016-12-20,0.3
355,2016-12-21,0.0
356,2016-12-22,0.0
357,2016-12-23,0.0
358,2016-12-24,5.9
359,2016-12-25,1.3
360,2016-12-26,0.0
361,2016-12-27,0.0
362,2016-12-28,5.2
363,2016-12-29,0.1
364,2016-12-30,0.2
365,2016-12-31,0.4
366,2017-01-01,0.0
367,2017-01-02,0.0
368,2017-01-03,0.6
369,2017-01-04,2.1
370,2017-01-05,6.6
371,2017-01-06,2.1
372,2017-01-07,2.2
373,2017-01-08,5.8
374,2017-01-09,0.0
375,2017-01-10,0.0
376,2017-01-11,0.0
377,2017-01-12,0.0
378,2017-01-13,5.3
379,2017-01-14,6.6
380,2017-01-15,1.3
381,2017-01-16,0.0
382,2017-01-17,2.8
383,2017-01-18,0.0
384,2017-01-19,1.3
385,2017-01-20,2.5
386,2017-01-21,6.4
387,2017-01-22,1.2
388,2017-01-23,4.8
389,2017-01-24,4.1
390,2017-01-25,0.0
391,2017-01-26,1.3
392,2017-01-27,0.0
393,2017-01-28,0.0
394,2017-01-29,1.6
395,2017-01-30,1.9
396,2017-01-31,1.1
397,2017-02-01,1.1
398,2017-02-02,0.3
399,2017-02-03,0.0
400,2017-02-04,2.9
401,2017-02-05,2.2
402,2017-02-06,0.0
403,2017-02-07,2.6
404,2017-02-08,0.0
405,2017-02-09,3.8
406,2017-02-10,5.5
407,2017-02-11,1.3
408,2017-02-12,0.4
409,2017-02-13,1.4
410,2017-02-14,1.3
411,2017-02-15,0.6
412,2017-02-16,1.7
413,2017-02-17,0.0
414,2017-02-18,0.7
415,2017-02-19,3.6
416,2017-02-20,2.7
417,2017-02-21,5.3
418,2017-02-22,3.0
419,2017-02-23,0.0
420,2017-02-24,0.5
421,2017-02-25,0.3
422,2017-02-26,1.1
423,2017-02-27,3.6
424,2017-02-28,0.3
425,2017-03-01,2.4
426,2017-03-02,5.4
427,2017-03-03,0.5
428,2017-03-04,2.0
429,2017-03-05,0.9
430,2017-03-06,9.2
431,2017-03-07,1.5
432,2017-03-08,1.6
433,2017-03-09,2.5
434,2017-03-10,3.3
435,2017-03-11,10.4
436,2017-03-12,8.6
437,2017-03-13,10.6
438,2017-03-14,10.5
439,2017-03-15,9.9
440,2017-03-16,0.8
441,2017-03-17,5.5
442,2017-03-18,3.0
443,2017-03-19,10.4
444,2017-03-20,10.2
445,2017-03-21,0.0
446,2017-03-22,0.2
447,2017-03-23,5.6
448,2017-03-24,2.5
449,2017-03-25,6.6
450,2017-03-26,4.8
451,2017-03-27,7.7
452,2017-03-28,3.2
453,2017-03-29,1.7
454,2017-03-30,7.9
455,2017-03-31,8.2
456,2017-04-01,11.2
457,2017-04-02,6.8
458,2017-04-03,6.1
459,2017-04-04,4.2
460,2017-04-05,11.3
461,2017-04-06,3.5
462,2017-04-07,5.9
463,2017-04-08,1.4
464,2017-04-09,6.8
465,2017-04-10,11.1
466,2017-04-11,8.5
467,2017-04-12,1.2
468,2017-04-13,1.2
469,2017-04-14,3.9
470,2017-04-15,9.5
471,2017-04-16,8.1
472,2017-04-17,8.5
473,2017-04-18,0.0
474,2017-04-19,0.2
475,2017-04-20,0.2
476,2017-04-21,10.5
477,2017-04-22,0.0
478,2017-04-23,7.1
479,2017-04-24,11.4
480,2017-04-25,9.3
481,2017-04-26,9.5
482,2017-04-27,4.6
483,2017-04-28,6.2
484,2017-04-29,7.7
485,2017-04-30,1.9
486,2017-05-01,0.0
487,2017-05-02,12.0
488,2017-05-03,11.4
489,2017-05-04,13.0
490,2017-05-05,7.5
491,2017-05-06,2.3
492,2017-05-07,3.6
493,2017-05-08,0.1
494,2017-05-09,12.5
495,2017-05-10,10.0
496,2017-05-11,1.8
497,2017-05-12,8.1
498,2017-05-13,5.7
499,2017-05-14,8.9
500,2017-05-15,0.0
501,2017-05-16,0.1
502,2017-05-17,6.8
503,2017-05-18,12.3
504,2017-05-19,13.7
505,2017-05-20,12.2
506,2017-05-21,6.0
507,2017-05-22,1.0
508,2017-05-23,0.0
509,2017-05-24,1.0
510,2017-05-25,7.9
511,2017-05-26,12.7
512,2017-05-27,0.1
513,2017-05-28,3.3
514,2017-05-29,9.6
515,2017-05-30,10.5
516,2017-05-31,4.1
