Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,deepest_snowfall,total_snowfall
254,2016-09-11,21.6,26.7,17.2,0,0
255,2016-09-12,21.2,24.3,19.5,0,0
256,2016-09-13,20.6,22.9,19.3,0,0
257,2016-09-14,22.4,26.7,19.7,0,0
258,2016-09-15,21.7,26.1,18.5,0,0
259,2016-09-16,21.9,27.2,17.8,0,0
260,2016-09-17,20.9,25.4,17.2,0,0
261,2016-09-18,19.2,21.1,18.1,0,0
262,2016-09-19,18.6,21.7,15.9,0,0
263,2016-09-20,16.8,19.2,15.3,0,0
264,2016-09-21,19.3,24.5,15.2,0,0
265,2016-09-22,19.1,22.6,17.0,0,0
266,2016-09-23,18.5,21.1,16.7,0,0
267,2016-09-24,20.9,25.9,16.2,0,0
268,2016-09-25,22.2,27.4,17.3,0,0
269,2016-09-26,21.9,25.4,19.2,0,0
270,2016-09-27,22.3,25.1,19.4,0,0
271,2016-09-28,21.4,23.4,20.6,0,0
272,2016-09-29,17.2,21.1,12.8,0,0
273,2016-09-30,15.9,22.0,11.1,0,0
274,2016-10-01,18.4,23.5,14.3,0,0
275,2016-10-02,18.8,24.3,14.1,0,0
276,2016-10-03,21.3,24.8,18.2,0,0
277,2016-10-04,19.5,23.6,13.0,0,0
278,2016-10-05,17.5,20.8,12.4,0,0
279,2016-10-06,17.9,21.4,15.2,0,0
280,2016-10-07,14.3,18.0,9.3,0,0
281,2016-10-08,15.7,24.3,11.7,0,0
282,2016-10-09,15.6,19.8,11.6,0,0
283,2016-10-10,12.8,16.3,10.2,0,0
284,2016-10-11,12.9,18.0,9.2,0,0
285,2016-10-12,11.0,14.8,7.9,0,0
286,2016-10-13,11.0,16.7,7.3,0,0
287,2016-10-14,13.3,19.4,8.0,0,0
288,2016-10-15,13.9,19.9,9.8,0,0
289,2016-10-16,15.0,20.7,9.1,0,0
290,2016-10-17,17.6,20.8,14.6,0,0
291,2016-10-18,16.8,20.7,11.1,0,0
292,2016-10-19,14.1,20.8,9.0,0,0
293,2016-10-20,13.1,20.5,9.1,0,0
294,2016-10-21,10.5,15.0,5.2,0,0
295,2016-10-22,10.3,15.3,4.8,0,0
296,2016-10-23,10.1,13.3,4.2,0,0
297,2016-10-24,9.5,16.0,3.8,0,0
298,2016-10-25,12.3,19.2,5.3,0,0
299,2016-10-26,17.1,20.3,13.5,0,0
300,2016-10-27,11.4,14.6,9.0,0,0
301,2016-10-28,10.5,14.1,7.8,0,0
302,2016-10-29,8.8,11.6,5.3,0,0
303,2016-10-30,8.0,12.9,5.1,0,0
304,2016-10-31,8.9,14.4,4.3,0,0
305,2016-11-01,7.7,10.3,6.1,0,0
306,2016-11-02,7.5,11.7,4.6,0,0
307,2016-11-03,9.0,13.8,6.9,0,0
308,2016-11-04,8.8,11.6,5.2,0,0
309,2016-11-05,13.0,19.0,7.6,0,0
310,2016-11-06,7.7,12.9,4.9,0,0
311,2016-11-07,7.5,12.3,3.1,0,0
312,2016-11-08,8.7,12.1,6.8,0,0
313,2016-11-09,4.7,8.0,2.0,0,0
314,2016-11-10,5.5,8.3,2.7,0,0
315,2016-11-11,7.1,10.0,4.0,0,0
316,2016-11-12,9.6,14.9,6.2,0,0
317,2016-11-13,10.6,18.1,5.4,0,0
318,2016-11-14,11.8,16.9,6.1,0,0
319,2016-11-15,11.2,17.5,7.8,0,0
320,2016-11-16,6.3,8.5,4.6,0,0
321,2016-11-17,5.5,8.3,2.4,0,0
322,2016-11-18,6.8,12.9,2.8,0,0
323,2016-11-19,8.6,10.8,5.1,0,0
324,2016-11-20,11.2,17.1,5.4,0,0
325,2016-11-21,8.0,11.6,1.9,0,0
326,2016-11-22,9.0,14.5,3.0,0,0
327,2016-11-23,3.2,5.3,1.5,0,0
328,2016-11-24,1.7,4.9,-0.9,0,0
329,2016-11-25,1.9,5.3,-0.4,0,0
330,2016-11-26,5.3,9.6,0.2,0,0
331,2016-11-27,7.2,8.9,6.0,0,0
332,2016-11-28,6.2,8.8,4.9,0,0
333,2016-11-29,3.8,6.4,1.9,0,0
334,2016-11-30,4.7,7.1,1.9,0,0
335,2016-12-01,8.8,15.5,5.7,0,0
336,2016-12-02,6.5,8.4,4.4,0,0
337,2016-12-03,7.5,11.3,3.2,0,0
338,2016-12-04,7.8,12.8,2.7,0,0
339,2016-12-05,8.7,12.8,5.9,0,0
340,2016-12-06,4.8,10.7,0.3,0,0
341,2016-12-07,1.6,3.4,0.2,1,2
342,2016-12-08,2.9,6.8,0.8,0,0
343,2016-12-09,4.1,6.4,1.7,0,0
344,2016-12-10,2.2,6.0,0.0,1,1
345,2016-12-11,0.9,2.4,-0.3,6,8
346,2016-12-12,2.0,5.7,-1.2,5,0
347,2016-12-13,2.3,3.1,1.4,1,1
348,2016-12-14,2.8,4.1,0.8,0,0
349,2016-12-15,2.0,3.9,0.4,1,1
350,2016-12-16,0.5,2.2,-0.7,9,12
351,2016-12-17,3.8,5.5,1.7,8,1
352,2016-12-18,7.4,9.6,4.6,0,0
353,2016-12-19,8.0,11.0,4.9,0,0
354,2016-12-20,5.5,7.5,3.7,0,0
355,2016-12-21,6.4,12.5,2.0,0,0
356,2016-12-22,8.5,11.7,5.8,0,0
357,2016-12-23,7.2,11.7,2.2,0,0
358,2016-12-24,1.9,3.7,0.0,0,0
359,2016-12-25,1.4,6.1,-1.0,0,0
360,2016-12-26,2.6,5.3,-0.8,0,0
361,2016-12-27,3.4,5.3,0.2,0,0
362,2016-12-28,0.1,1.1,-0.8,2,6
363,2016-12-29,2.1,6.3,0.2,0,0
364,2016-12-30,0.8,2.5,-1.1,2,6
365,2016-12-31,2.8,7.8,-0.3,2,0
366,2017-01-01,2.7,5.9,-0.6,0,0
367,2017-01-02,4.7,7.4,2.8,0,0
368,2017-01-03,3.7,6.3,1.8,0,0
369,2017-01-04,2.1,4.7,0.3,0,0
370,2017-01-05,0.4,2.7,-2.1,11,12
371,2017-01-06,0.0,2.1,-3.8,12,2
372,2017-01-07,2.2,5.3,-0.2,9,1
373,2017-01-08,3.5,5.7,0.0,4,0
374,2017-01-09,4.0,6.3,2.5,0,0
375,2017-01-10,2.1,5.5,-0.5,5,5
376,2017-01-11,-1.1,1.0,-2.4,4,3
377,2017-01-12,-1.3,-0.1,-2.1,15,15
378,2017-01-13,-1.9,-0.3,-3.1,42,29
379,2017-01-14,-4.1,-2.6,-5.7,52,13
380,2017-01-15,-3.3,-0.8,-7.0,59,16
381,2017-01-16,-0.9,1.3,-4.6,57,2
382,2017-01-17,-0.6,1.4,-3.8,53,5
383,2017-01-18,2.0,5.0,-1.4,48,0
384,2017-01-19,1.8,4.2,-0.5,41,3
385,2017-01-20,1.5,3.7,-1.1,34,3
386,2017-01-21,0.7,2.6,-1.2,32,9
387,2017-01-22,0.5,2.7,-1.5,36,6
388,2017-01-23,0.1,1.8,-1.8,37,6
389,2017-01-24,-2.6,-0.9,-5.0,37,2
390,2017-01-25,-0.3,2.5,-2.8,54,17
391,2017-01-26,2.2,4.5,-0.6,52,0
392,2017-01-27,3.0,9.0,0.4,43,1
393,2017-01-28,2.1,4.3,-0.1,36,0
394,2017-01-29,3.0,6.3,-0.8,33,1
395,2017-01-30,2.2,5.0,-1.0,31,2
396,2017-01-31,-0.1,2.3,-2.0,36,11
397,2017-02-01,0.2,4.3,-4.1,35,1
398,2017-02-02,-1.9,1.3,-4.6,50,19
399,2017-02-03,1.6,3.7,-1.0,55,5
400,2017-02-04,3.5,5.5,0.6,48,2
401,2017-02-05,3.7,5.7,0.3,39,3
402,2017-02-06,3.3,5.7,0.8,34,4
403,2017-02-07,-0.3,2.5,-2.3,32,7
404,2017-02-08,0.4,2.5,-1.8,36,6
405,2017-02-09,1.5,3.6,-1.5,35,2
406,2017-02-10,1.4,3.6,-1.0,35,5
407,2017-02-11,0.5,3.6,-1.9,41,11
408,2017-02-12,1.9,3.3,0.3,46,9
409,2017-02-13,0.9,2.8,-1.0,47,8
410,2017-02-14,0.9,2.2,-0.5,52,11
411,2017-02-15,2.0,4.1,-0.4,53,9
412,2017-02-16,2.7,10.4,-0.4,51,0
413,2017-02-17,3.5,8.6,-0.5,46,1
414,2017-02-18,0.3,2.1,-1.2,43,4
415,2017-02-19,-0.4,1.9,-2.5,44,4
416,2017-02-20,2.2,5.2,-0.3,43,2
417,2017-02-21,-0.4,1.9,-1.9,43,5
418,2017-02-22,1.9,3.9,-0.9,43,0
419,2017-02-23,3.1,7.2,1.2,40,0
420,2017-02-24,0.4,2.8,-1.2,40,7
421,2017-02-25,1.4,5.2,-0.1,44,6
422,2017-02-26,2.2,5.1,0.4,40,1
423,2017-02-27,-0.1,2.2,-2.7,37,0
424,2017-02-28,-0.4,5.2,-5.0,36,0
425,2017-03-01,3.1,6.6,-3.0,35,0
426,2017-03-02,4.4,8.0,1.2,32,0
427,2017-03-03,3.0,4.9,0.8,27,1
428,2017-03-04,2.9,5.9,-0.4,24,1
429,2017-03-05,2.3,6.5,-1.2,21,0
430,2017-03-06,5.7,14.0,1.7,18,2
431,2017-03-07,1.0,3.1,-1.2,8,6
432,2017-03-08,1.4,3.9,-1.0,9,5
433,2017-03-09,3.2,6.7,0.8,6,2
434,2017-03-10,2.2,6.1,0.4,1,2
435,2017-03-11,1.8,5.6,-1.0,3,3
436,2017-03-12,2.6,7.7,-0.5,0,0
437,2017-03-13,5.0,8.6,1.7,0,0
438,2017-03-14,4.1,6.2,2.6,0,0
439,2017-03-15,3.3,6.1,1.1,0,0
440,2017-03-16,3.2,7.8,0.8,0,0
441,2017-03-17,3.5,8.5,-0.3,0,0
442,2017-03-18,6.2,9.9,1.9,0,0
443,2017-03-19,5.3,8.8,-0.1,0,0
444,2017-03-20,5.2,11.3,-0.1,0,0
445,2017-03-21,5.8,8.5,4.1,0,0
446,2017-03-22,5.8,9.2,3.6,0,0
447,2017-03-23,4.4,7.2,1.6,0,0
448,2017-03-24,1.6,4.1,0.0,0,0
449,2017-03-25,2.1,5.8,-0.2,0,0
450,2017-03-26,5.5,11.5,-1.4,0,0
451,2017-03-27,4.3,6.0,3.0,0,0
452,2017-03-28,4.6,8.8,1.0,0,0
453,2017-03-29,4.7,10.5,0.0,0,0
454,2017-03-30,7.3,13.6,0.6,0,0
455,2017-03-31,4.9,7.9,0.7,0,0
456,2017-04-01,4.1,9.7,-0.9,0,0
457,2017-04-02,4.3,9.0,1.6,0,0
458,2017-04-03,5.6,10.8,1.1,0,0
459,2017-04-04,6.8,13.3,0.3,0,0
460,2017-04-05,10.1,19.3,2.1,0,0
461,2017-04-06,13.0,21.1,7.6,0,0
462,2017-04-07,10.1,12.5,8.5,0,0
463,2017-04-08,11.0,13.0,8.6,0,0
464,2017-04-09,8.1,9.9,4.0,0,0
465,2017-04-10,7.1,11.9,-0.4,0,0
466,2017-04-11,9.8,14.1,7.4,0,0
467,2017-04-12,7.4,9.8,4.1,0,0
468,2017-04-13,5.4,10.1,0.3,0,0
469,2017-04-14,10.0,19.5,-0.4,0,0
470,2017-04-15,11.2,15.1,7.3,0,0
471,2017-04-16,13.8,21.9,5.8,0,0
472,2017-04-17,12.9,20.2,8.4,0,0
473,2017-04-18,12.3,18.8,8.5,0,0
474,2017-04-19,9.0,15.1,5.7,0,0
475,2017-04-20,7.9,10.3,5.7,0,0
476,2017-04-21,10.9,17.1,7.3,0,0
477,2017-04-22,8.7,11.6,5.4,0,0
478,2017-04-23,6.7,11.2,2.8,0,0
479,2017-04-24,11.9,20.4,2.3,0,0
480,2017-04-25,14.9,22.2,9.4,0,0
481,2017-04-26,11.5,13.6,8.9,0,0
482,2017-04-27,10.7,14.1,7.9,0,0
483,2017-04-28,10.9,16.9,4.7,0,0
484,2017-04-29,10.4,15.3,7.5,0,0
485,2017-04-30,15.4,24.6,8.6,0,0
486,2017-05-01,12.0,15.3,8.2,0,0
487,2017-05-02,11.3,15.5,6.4,0,0
488,2017-05-03,12.9,20.7,4.4,0,0
489,2017-05-04,16.0,22.6,8.0,0,0
490,2017-05-05,15.9,22.6,8.4,0,0
491,2017-05-06,13.4,17.0,9.0,0,0
492,2017-05-07,12.2,17.3,6.4,0,0
493,2017-05-08,11.9,17.9,6.5,0,0
494,2017-05-09,12.8,17.9,4.8,0,0
495,2017-05-10,15.7,18.3,13.4,0,0
496,2017-05-11,13.3,15.3,11.3,0,0
497,2017-05-12,16.2,21.2,11.8,0,0
498,2017-05-13,15.0,16.5,13.7,0,0
499,2017-05-14,16.4,20.7,12.5,0,0
500,2017-05-15,14.5,18.9,11.5,0,0
501,2017-05-16,12.3,15.1,9.4,0,0
502,2017-05-17,13.0,18.1,8.4,0,0
503,2017-05-18,13.3,18.7,8.8,0,0
504,2017-05-19,15.7,21.5,8.0,0,0
505,2017-05-20,18.6,25.7,11.1,0,0
506,2017-05-21,19.1,25.0,13.2,0,0
507,2017-05-22,20.1,27.0,13.7,0,0
508,2017-05-23,19.7,25.1,14.5,0,0
509,2017-05-24,17.7,20.7,15.0,0,0
510,2017-05-25,18.1,21.1,15.4,0,0
511,2017-05-26,18.5,22.3,14.7,0,0
512,2017-05-27,16.1,21.6,13.1,0,0
513,2017-05-28,14.9,18.3,11.6,0,0
514,2017-05-29,18.1,24.8,9.6,0,0
515,2017-05-30,18.9,23.9,13.5,0,0
516,2017-05-31,22.1,28.7,15.2,0,0
