,Unnamed: 0,calendar_date,precipitation
116,116,2016-04-26,0.0
117,117,2016-04-27,5.0
118,118,2016-04-28,11.0
119,119,2016-04-29,0.0
120,120,2016-04-30,0.0
121,121,2016-05-01,0.0
122,122,2016-05-02,0.0
123,123,2016-05-03,10.0
124,124,2016-05-04,87.0
125,125,2016-05-05,0.0
126,126,2016-05-06,16.5
127,127,2016-05-07,3.0
128,128,2016-05-08,0.0
129,129,2016-05-09,19.0
130,130,2016-05-10,25.0
131,131,2016-05-11,104.0
132,132,2016-05-12,0.0
133,133,2016-05-13,0.0
134,134,2016-05-14,0.0
135,135,2016-05-15,0.0
136,136,2016-05-16,12.5
137,137,2016-05-17,57.5
138,138,2016-05-18,0.0
139,139,2016-05-19,0.0
140,140,2016-05-20,0.0
141,141,2016-05-21,0.0
142,142,2016-05-22,0.0
143,143,2016-05-23,0.0
144,144,2016-05-24,0.0
145,145,2016-05-25,0.0
146,146,2016-05-26,0.5
147,147,2016-05-27,3.5
148,148,2016-05-28,0.5
149,149,2016-05-29,5.0
150,150,2016-05-30,30.5
151,151,2016-05-31,3.5
152,152,2016-06-01,0.0
153,153,2016-06-02,0.0
154,154,2016-06-03,0.0
155,155,2016-06-04,0.0
156,156,2016-06-05,11.5
157,157,2016-06-06,0.0
158,158,2016-06-07,7.0
159,159,2016-06-08,0.0
160,160,2016-06-09,9.5
161,161,2016-06-10,0.0
162,162,2016-06-11,0.0
163,163,2016-06-12,3.0
164,164,2016-06-13,13.5
165,165,2016-06-14,1.5
166,166,2016-06-15,0.0
167,167,2016-06-16,5.5
168,168,2016-06-17,2.0
169,169,2016-06-18,0.0
170,170,2016-06-19,9.0
171,171,2016-06-20,0.5
172,172,2016-06-21,29.0
173,173,2016-06-22,15.0
174,174,2016-06-23,67.0
175,175,2016-06-24,12.0
176,176,2016-06-25,30.0
177,177,2016-06-26,0.0
178,178,2016-06-27,2.0
179,179,2016-06-28,22.0
180,180,2016-06-29,17.5
181,181,2016-06-30,0.5
182,182,2016-07-01,0.0
183,183,2016-07-02,0.0
184,184,2016-07-03,11.0
185,185,2016-07-04,3.0
186,186,2016-07-05,0.0
187,187,2016-07-06,2.5
188,188,2016-07-07,0.0
189,189,2016-07-08,0.0
190,190,2016-07-09,69.5
191,191,2016-07-10,0.0
192,192,2016-07-11,0.0
193,193,2016-07-12,0.0
194,194,2016-07-13,20.0
195,195,2016-07-14,7.0
196,196,2016-07-15,1.5
197,197,2016-07-16,2.0
198,198,2016-07-17,0.0
199,199,2016-07-18,0.0
200,200,2016-07-19,0.0
201,201,2016-07-20,0.0
202,202,2016-07-21,0.0
203,203,2016-07-22,2.5
204,204,2016-07-23,2.0
205,205,2016-07-24,0.5
206,206,2016-07-25,1.0
207,207,2016-07-26,32.5
208,208,2016-07-27,3.0
209,209,2016-07-28,2.0
210,210,2016-07-29,0.0
211,211,2016-07-30,0.0
212,212,2016-07-31,0.0
213,213,2016-08-01,71.0
214,214,2016-08-02,17.5
215,215,2016-08-03,34.5
216,216,2016-08-04,37.5
217,217,2016-08-05,0.0
218,218,2016-08-06,0.0
219,219,2016-08-07,0.0
220,220,2016-08-08,0.0
221,221,2016-08-09,0.0
222,222,2016-08-10,0.0
223,223,2016-08-11,0.0
224,224,2016-08-12,0.0
225,225,2016-08-13,0.0
226,226,2016-08-14,8.5
227,227,2016-08-15,8.5
228,228,2016-08-16,3.0
229,229,2016-08-17,0.0
230,230,2016-08-18,4.0
231,231,2016-08-19,13.5
232,232,2016-08-20,7.5
233,233,2016-08-21,0.0
234,234,2016-08-22,0.0
235,235,2016-08-23,16.5
236,236,2016-08-24,0.5
237,237,2016-08-25,0.5
238,238,2016-08-26,0.0
239,239,2016-08-27,55.5
240,240,2016-08-28,0.5
241,241,2016-08-29,0.0
242,242,2016-08-30,34.5
243,243,2016-08-31,0.0
244,244,2016-09-01,0.5
245,245,2016-09-02,0.0
246,246,2016-09-03,0.0
247,247,2016-09-04,0.0
248,248,2016-09-05,7.5
249,249,2016-09-06,3.5
250,250,2016-09-07,11.0
251,251,2016-09-08,108.0
252,252,2016-09-09,0.0
253,253,2016-09-10,0.0
254,254,2016-09-11,0.0
255,255,2016-09-12,2.0
256,256,2016-09-13,38.5
257,257,2016-09-14,3.0
258,258,2016-09-15,0.0
259,259,2016-09-16,0.5
260,260,2016-09-17,0.5
261,261,2016-09-18,41.5
262,262,2016-09-19,51.0
263,263,2016-09-20,120.5
264,264,2016-09-21,2.0
265,265,2016-09-22,45.5
266,266,2016-09-23,26.5
267,267,2016-09-24,20.5
268,268,2016-09-25,0.0
269,269,2016-09-26,0.0
270,270,2016-09-27,1.5
271,271,2016-09-28,18.0
272,272,2016-09-29,9.5
273,273,2016-09-30,2.5
274,274,2016-10-01,12.0
275,275,2016-10-02,4.0
276,276,2016-10-03,11.5
277,277,2016-10-04,0.0
278,278,2016-10-05,37.5
279,279,2016-10-06,0.0
280,280,2016-10-07,0.0
281,281,2016-10-08,9.0
282,282,2016-10-09,30.5
283,283,2016-10-10,0.0
284,284,2016-10-11,0.0
285,285,2016-10-12,0.0
286,286,2016-10-13,0.0
287,287,2016-10-14,0.0
288,288,2016-10-15,0.0
289,289,2016-10-16,0.0
290,290,2016-10-17,50.5
291,291,2016-10-18,0.0
292,292,2016-10-19,0.0
293,293,2016-10-20,0.0
294,294,2016-10-21,0.0
295,295,2016-10-22,0.0
296,296,2016-10-23,0.0
297,297,2016-10-24,0.0
298,298,2016-10-25,12.0
299,299,2016-10-26,5.5
300,300,2016-10-27,0.0
301,301,2016-10-28,59.0
302,302,2016-10-29,0.5
303,303,2016-10-30,0.0
304,304,2016-10-31,0.0
305,305,2016-11-01,11.5
306,306,2016-11-02,0.5
307,307,2016-11-03,0.0
308,308,2016-11-04,0.0
309,309,2016-11-05,0.0
310,310,2016-11-06,0.0
311,311,2016-11-07,0.0
312,312,2016-11-08,18.0
313,313,2016-11-09,0.0
314,314,2016-11-10,1.0
315,315,2016-11-11,13.5
316,316,2016-11-12,0.0
317,317,2016-11-13,0.0
318,318,2016-11-14,14.0
319,319,2016-11-15,9.0
320,320,2016-11-16,0.0
321,321,2016-11-17,0.0
322,322,2016-11-18,0.0
323,323,2016-11-19,35.5
324,324,2016-11-20,0.0
325,325,2016-11-21,2.0
326,326,2016-11-22,1.0
327,327,2016-11-23,0.0
328,328,2016-11-24,15.0
329,329,2016-11-25,0.0
330,330,2016-11-26,1.0
331,331,2016-11-27,37.5
332,332,2016-11-28,0.0
333,333,2016-11-29,0.0
334,334,2016-11-30,0.0
335,335,2016-12-01,2.5
336,336,2016-12-02,0.0
337,337,2016-12-03,0.0
338,338,2016-12-04,7.5
339,339,2016-12-05,2.0
340,340,2016-12-06,1.0
341,341,2016-12-07,0.0
342,342,2016-12-08,0.0
343,343,2016-12-09,3.5
344,344,2016-12-10,0.0
345,345,2016-12-11,0.0
346,346,2016-12-12,0.0
347,347,2016-12-13,43.0
348,348,2016-12-14,11.5
349,349,2016-12-15,0.0
350,350,2016-12-16,0.0
351,351,2016-12-17,0.0
352,352,2016-12-18,0.0
353,353,2016-12-19,0.0
354,354,2016-12-20,0.0
355,355,2016-12-21,0.0
356,356,2016-12-22,100.0
357,357,2016-12-23,6.5
358,358,2016-12-24,0.0
359,359,2016-12-25,0.0
360,360,2016-12-26,3.0
361,361,2016-12-27,55.0
362,362,2016-12-28,0.0
363,363,2016-12-29,0.0
364,364,2016-12-30,0.0
365,365,2016-12-31,0.0
366,366,2017-01-01,0.0
367,367,2017-01-02,0.0
368,368,2017-01-03,0.0
369,369,2017-01-04,0.0
370,370,2017-01-05,0.0
371,371,2017-01-06,0.0
372,372,2017-01-07,0.0
373,373,2017-01-08,33.5
374,374,2017-01-09,1.0
375,375,2017-01-10,0.0
376,376,2017-01-11,0.0
377,377,2017-01-12,2.5
378,378,2017-01-13,4.0
379,379,2017-01-14,6.0
380,380,2017-01-15,1.0
381,381,2017-01-16,1.0
382,382,2017-01-17,0.0
383,383,2017-01-18,0.0
384,384,2017-01-19,0.0
385,385,2017-01-20,2.0
386,386,2017-01-21,0.5
387,387,2017-01-22,0.5
388,388,2017-01-23,0.0
389,389,2017-01-24,0.0
390,390,2017-01-25,0.0
391,391,2017-01-26,0.0
392,392,2017-01-27,0.0
393,393,2017-01-28,0.0
394,394,2017-01-29,3.5
395,395,2017-01-30,9.5
396,396,2017-01-31,0.0
397,397,2017-02-01,0.0
398,398,2017-02-02,0.0
399,399,2017-02-03,0.0
400,400,2017-02-04,0.0
401,401,2017-02-05,19.5
402,402,2017-02-06,8.0
403,403,2017-02-07,0.0
404,404,2017-02-08,0.0
405,405,2017-02-09,4.0
406,406,2017-02-10,4.5
407,407,2017-02-11,2.5
408,408,2017-02-12,0.5
409,409,2017-02-13,0.0
410,410,2017-02-14,0.0
411,411,2017-02-15,0.0
412,412,2017-02-16,0.0
413,413,2017-02-17,17.5
414,414,2017-02-18,0.0
415,415,2017-02-19,0.0
416,416,2017-02-20,19.0
417,417,2017-02-21,0.0
418,418,2017-02-22,2.5
419,419,2017-02-23,52.5
420,420,2017-02-24,0.0
421,421,2017-02-25,0.0
422,422,2017-02-26,0.0
423,423,2017-02-27,0.0
424,424,2017-02-28,0.0
425,425,2017-03-01,7.5
426,426,2017-03-02,9.0
427,427,2017-03-03,0.0
428,428,2017-03-04,0.0
429,429,2017-03-05,0.0
430,430,2017-03-06,0.0
431,431,2017-03-07,0.0
432,432,2017-03-08,0.5
433,433,2017-03-09,0.0
434,434,2017-03-10,1.5
435,435,2017-03-11,0.0
436,436,2017-03-12,0.0
437,437,2017-03-13,2.0
438,438,2017-03-14,0.0
439,439,2017-03-15,0.0
440,440,2017-03-16,0.0
441,441,2017-03-17,0.0
442,442,2017-03-18,0.0
443,443,2017-03-19,0.0
444,444,2017-03-20,0.0
445,445,2017-03-21,26.0
446,446,2017-03-22,0.0
447,447,2017-03-23,0.0
448,448,2017-03-24,0.0
449,449,2017-03-25,0.0
450,450,2017-03-26,22.0
451,451,2017-03-27,5.0
452,452,2017-03-28,0.0
453,453,2017-03-29,0.0
454,454,2017-03-30,0.0
455,455,2017-03-31,8.5
456,456,2017-04-01,2.0
457,457,2017-04-02,0.0
458,458,2017-04-03,0.0
459,459,2017-04-04,0.0
460,460,2017-04-05,0.0
461,461,2017-04-06,28.0
462,462,2017-04-07,85.0
463,463,2017-04-08,60.0
464,464,2017-04-09,11.0
465,465,2017-04-10,0.0
466,466,2017-04-11,23.5
467,467,2017-04-12,0.0
468,468,2017-04-13,0.0
469,469,2017-04-14,0.0
470,470,2017-04-15,6.0
471,471,2017-04-16,0.0
472,472,2017-04-17,88.0
473,473,2017-04-18,60.5
474,474,2017-04-19,0.5
475,475,2017-04-20,0.0
476,476,2017-04-21,0.0
477,477,2017-04-22,0.0
478,478,2017-04-23,0.0
479,479,2017-04-24,0.0
480,480,2017-04-25,0.0
481,481,2017-04-26,5.0
482,482,2017-04-27,1.0
483,483,2017-04-28,0.0
484,484,2017-04-29,5.0
485,485,2017-04-30,0.0
486,486,2017-05-01,0.0
487,487,2017-05-02,0.0
488,488,2017-05-03,0.0
489,489,2017-05-04,0.0
490,490,2017-05-05,0.0
491,491,2017-05-06,0.0
492,492,2017-05-07,0.0
493,493,2017-05-08,0.0
494,494,2017-05-09,4.5
495,495,2017-05-10,21.0
496,496,2017-05-11,1.5
497,497,2017-05-12,0.0
498,498,2017-05-13,23.0
499,499,2017-05-14,0.0
500,500,2017-05-15,0.5
501,501,2017-05-16,0.0
502,502,2017-05-17,1.0
503,503,2017-05-18,0.0
504,504,2017-05-19,0.0
505,505,2017-05-20,0.0
506,506,2017-05-21,0.0
507,507,2017-05-22,0.0
508,508,2017-05-23,0.0
509,509,2017-05-24,0.5
510,510,2017-05-25,12.0
511,511,2017-05-26,21.0
512,512,2017-05-27,0.0
513,513,2017-05-28,0.0
514,514,2017-05-29,0.0
515,515,2017-05-30,0.0
516,516,2017-05-31,0.0
