Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,hours_sunlight
206,2016-07-25,25.8,29.8,22.9,0.5
207,2016-07-26,22.0,23.9,20.7,0.0
208,2016-07-27,25.5,31.5,21.4,4.1
209,2016-07-28,26.8,31.3,24.7,5.6
210,2016-07-29,28.0,33.1,23.8,12.3
211,2016-07-30,27.8,32.5,23.0,9.7
212,2016-07-31,27.8,33.3,22.7,12.4
213,2016-08-01,27.4,32.3,22.9,12.6
214,2016-08-02,26.5,31.8,22.1,9.1
215,2016-08-03,26.8,32.7,22.1,8.8
216,2016-08-04,27.7,33.9,22.7,12.1
217,2016-08-05,29.0,34.8,23.7,12.7
218,2016-08-06,29.6,35.4,24.3,10.4
219,2016-08-07,29.4,34.2,24.7,12.7
220,2016-08-08,28.1,33.5,23.8,11.7
221,2016-08-09,27.6,32.3,23.2,11.9
222,2016-08-10,25.4,30.6,21.0,11.3
223,2016-08-11,24.9,31.9,19.1,11.6
224,2016-08-12,27.2,33.9,21.0,11.9
225,2016-08-13,28.5,33.4,24.0,9.4
226,2016-08-14,28.2,33.8,24.1,6.8
227,2016-08-15,26.1,30.3,22.8,3.1
228,2016-08-16,28.0,33.0,23.9,8.0
229,2016-08-17,27.2,30.5,24.8,1.2
230,2016-08-18,27.6,33.9,23.7,7.7
231,2016-08-19,28.8,34.6,24.6,11.0
232,2016-08-20,28.7,33.8,24.0,11.3
233,2016-08-21,28.9,33.7,24.7,10.9
234,2016-08-22,28.4,34.0,24.4,9.2
235,2016-08-23,27.8,32.4,23.5,12.3
236,2016-08-24,27.8,32.6,23.8,6.0
237,2016-08-25,28.8,33.1,25.7,7.8
238,2016-08-26,27.0,33.9,22.3,8.0
239,2016-08-27,24.0,28.2,21.8,2.2
240,2016-08-28,24.3,27.3,21.4,0.1
241,2016-08-29,24.4,30.1,20.2,0.3
242,2016-08-30,22.0,26.7,19.4,4.3
243,2016-08-31,25.8,30.3,20.4,11.8
244,2016-09-01,24.4,30.3,19.4,10.6
245,2016-09-02,26.0,31.9,18.7,10.4
246,2016-09-03,27.5,31.4,24.7,6.0
247,2016-09-04,28.5,33.0,25.2,8.7
248,2016-09-05,26.0,29.5,23.4,1.8
249,2016-09-06,27.4,32.1,24.4,8.2
250,2016-09-07,27.6,32.0,23.5,8.6
251,2016-09-08,24.7,28.8,21.7,1.4
252,2016-09-09,23.1,27.6,19.9,7.7
253,2016-09-10,22.2,27.9,16.6,10.4
254,2016-09-11,24.4,30.0,19.9,6.6
255,2016-09-12,25.1,28.7,20.7,1.6
256,2016-09-13,24.2,27.5,22.9,0.7
257,2016-09-14,23.5,28.0,20.9,3.7
258,2016-09-15,22.3,25.4,18.9,0.5
259,2016-09-16,23.1,28.2,18.3,1.5
260,2016-09-17,24.9,30.1,21.3,1.4
261,2016-09-18,23.7,25.9,22.2,0.0
262,2016-09-19,22.7,26.2,20.3,0.2
263,2016-09-20,20.3,21.3,19.0,0.0
264,2016-09-21,20.7,23.5,19.3,0.0
265,2016-09-22,21.9,24.1,20.0,0.0
266,2016-09-23,21.2,25.0,17.9,2.9
267,2016-09-24,21.2,24.6,17.0,1.9
268,2016-09-25,23.9,28.1,20.4,5.0
269,2016-09-26,23.2,25.8,20.9,0.7
270,2016-09-27,25.5,30.4,20.0,6.3
271,2016-09-28,23.9,27.6,22.9,1.2
272,2016-09-29,21.8,24.6,18.3,0.8
273,2016-09-30,20.2,25.4,13.2,5.8
274,2016-10-01,21.9,25.6,19.1,1.4
275,2016-10-02,25.7,29.9,21.9,7.8
276,2016-10-03,23.5,25.5,20.4,0.0
277,2016-10-04,22.3,27.6,18.8,1.7
278,2016-10-05,22.6,25.8,17.1,0.8
279,2016-10-06,21.2,25.4,17.3,8.1
280,2016-10-07,19.8,24.7,12.5,9.6
281,2016-10-08,22.8,27.2,20.3,0.6
282,2016-10-09,18.5,22.8,12.2,1.9
283,2016-10-10,16.2,20.6,12.3,8.3
284,2016-10-11,15.5,20.2,11.7,1.9
285,2016-10-12,15.4,21.7,10.0,7.5
286,2016-10-13,14.5,19.7,9.4,5.7
287,2016-10-14,13.6,21.3,8.0,7.5
288,2016-10-15,15.4,23.6,8.2,10.5
289,2016-10-16,19.0,24.7,11.7,7.0
290,2016-10-17,20.0,25.0,17.1,2.9
291,2016-10-18,20.3,25.8,16.1,7.9
292,2016-10-19,20.6,25.9,15.2,8.0
293,2016-10-20,20.0,24.9,16.1,8.4
294,2016-10-21,15.5,19.1,11.4,4.3
295,2016-10-22,15.1,19.3,9.6,1.2
296,2016-10-23,16.2,21.1,11.4,3.0
297,2016-10-24,13.2,18.5,8.0,10.4
298,2016-10-25,13.2,16.2,6.6,0.3
299,2016-10-26,18.2,23.5,15.4,3.6
300,2016-10-27,15.3,19.7,8.8,9.5
301,2016-10-28,14.0,17.0,9.3,0.0
302,2016-10-29,15.1,19.0,10.0,7.8
303,2016-10-30,11.0,18.6,5.1,7.7
304,2016-10-31,11.5,18.0,5.3,1.6
305,2016-11-01,11.4,16.2,6.2,0.8
306,2016-11-02,9.7,16.9,3.2,10.1
307,2016-11-03,10.0,14.9,6.0,4.0
308,2016-11-04,11.6,17.1,6.3,10.0
309,2016-11-05,10.8,18.2,4.4,9.7
310,2016-11-06,11.7,16.9,6.8,9.4
311,2016-11-07,9.7,16.2,3.2,9.7
312,2016-11-08,13.3,16.9,8.8,0.1
313,2016-11-09,7.6,10.4,4.8,1.8
314,2016-11-10,8.5,12.4,3.0,1.4
315,2016-11-11,12.3,18.2,9.3,2.2
316,2016-11-12,12.5,18.3,6.8,9.6
317,2016-11-13,12.2,19.5,5.8,7.9
318,2016-11-14,13.1,17.1,9.6,0.4
319,2016-11-15,13.7,16.8,9.3,0.0
320,2016-11-16,9.4,13.0,5.6,9.8
321,2016-11-17,8.5,15.2,3.6,4.3
322,2016-11-18,10.3,17.7,1.4,9.3
323,2016-11-19,14.3,16.7,11.3,0.1
324,2016-11-20,14.8,16.8,12.2,0.0
325,2016-11-21,13.7,17.0,7.9,0.6
326,2016-11-22,14.9,18.7,11.5,6.2
327,2016-11-23,8.5,12.9,5.0,9.0
328,2016-11-24,7.1,11.6,2.8,3.6
329,2016-11-25,6.2,11.7,1.2,2.9
330,2016-11-26,9.5,14.4,3.3,5.9
331,2016-11-27,10.8,12.2,9.3,0.0
332,2016-11-28,9.6,14.0,5.2,4.1
333,2016-11-29,7.6,12.4,3.5,3.1
334,2016-11-30,7.3,11.3,1.0,3.2
335,2016-12-01,11.1,15.3,8.3,1.1
336,2016-12-02,8.4,12.8,2.5,7.3
337,2016-12-03,7.4,14.6,2.3,8.4
338,2016-12-04,9.2,14.8,2.7,2.3
339,2016-12-05,11.3,16.8,7.3,5.7
340,2016-12-06,7.8,10.8,5.1,1.6
341,2016-12-07,6.1,11.4,0.3,3.3
342,2016-12-08,6.7,12.2,1.9,8.1
343,2016-12-09,6.9,13.1,1.3,2.6
344,2016-12-10,5.0,8.6,-0.8,4.3
345,2016-12-11,3.0,9.2,-1.5,3.4
346,2016-12-12,3.2,8.2,-2.4,3.6
347,2016-12-13,6.5,9.8,4.4,0.0
348,2016-12-14,7.0,10.2,2.3,5.6
349,2016-12-15,3.9,8.8,0.4,7.1
350,2016-12-16,2.4,5.7,0.2,4.5
351,2016-12-17,3.9,7.1,0.6,1.0
352,2016-12-18,6.7,11.6,3.9,5.6
353,2016-12-19,7.3,13.0,3.8,6.4
354,2016-12-20,7.2,11.1,4.5,0.9
355,2016-12-21,6.8,9.6,4.1,0.0
356,2016-12-22,14.0,17.0,8.5,0.6
357,2016-12-23,8.0,13.4,3.7,0.1
358,2016-12-24,5.2,10.1,1.6,7.3
359,2016-12-25,5.3,11.6,1.2,7.9
360,2016-12-26,6.3,9.8,0.4,1.4
361,2016-12-27,8.4,11.8,3.4,2.0
362,2016-12-28,2.6,7.4,-2.5,6.4
363,2016-12-29,2.5,6.2,-2.4,1.9
364,2016-12-30,4.3,8.1,1.4,5.3
365,2016-12-31,4.5,9.1,0.2,4.9
366,2017-01-01,6.1,11.6,2.9,3.9
367,2017-01-02,6.5,11.7,1.8,6.3
368,2017-01-03,6.1,9.4,2.1,0.2
369,2017-01-04,4.9,9.6,1.0,0.7
370,2017-01-05,5.1,8.6,2.7,5.4
371,2017-01-06,3.7,8.4,-1.6,7.7
372,2017-01-07,2.7,9.5,-3.2,8.1
373,2017-01-08,3.7,6.4,0.8,0.0
374,2017-01-09,7.5,12.6,4.9,2.8
375,2017-01-10,5.8,11.6,1.2,3.8
376,2017-01-11,2.4,4.8,0.8,0.3
377,2017-01-12,3.5,6.9,0.8,1.6
378,2017-01-13,2.4,7.4,0.0,1.0
379,2017-01-14,-0.5,1.3,-2.4,0.1
380,2017-01-15,-0.2,2.4,-2.6,1.7
381,2017-01-16,1.6,4.9,-0.4,2.3
382,2017-01-17,2.7,5.6,-0.1,1.6
383,2017-01-18,1.5,6.8,-3.3,7.6
384,2017-01-19,2.3,6.8,-3.3,6.1
385,2017-01-20,0.7,4.9,-3.6,2.6
386,2017-01-21,2.6,5.7,-0.2,2.9
387,2017-01-22,2.0,8.0,-1.5,2.9
388,2017-01-23,-0.7,0.4,-1.7,0.0
389,2017-01-24,-0.9,0.4,-2.8,0.0
390,2017-01-25,-0.4,3.6,-4.2,5.3
391,2017-01-26,-0.1,5.1,-4.1,6.6
392,2017-01-27,1.5,5.0,-3.9,0.1
393,2017-01-28,2.5,8.3,-2.5,9.0
394,2017-01-29,2.6,6.8,-2.8,5.0
395,2017-01-30,4.7,8.0,2.5,0.0
396,2017-01-31,1.5,4.7,-2.4,1.5
397,2017-02-01,0.8,3.8,-3.2,0.2
398,2017-02-02,2.2,5.4,0.7,4.5
399,2017-02-03,4.7,9.7,-0.4,7.5
400,2017-02-04,4.0,11.5,-1.2,10.0
401,2017-02-05,3.7,5.6,-0.5,0.0
402,2017-02-06,3.5,6.8,0.7,0.0
403,2017-02-07,1.5,3.9,-0.1,2.4
404,2017-02-08,2.9,7.0,0.8,3.7
405,2017-02-09,1.5,3.5,0.4,0.0
406,2017-02-10,0.3,3.5,-0.9,1.1
407,2017-02-11,-0.3,1.7,-1.6,0.0
408,2017-02-12,0.2,2.3,-1.6,0.7
409,2017-02-13,0.8,4.5,-2.6,2.0
410,2017-02-14,0.7,3.2,-2.4,1.2
411,2017-02-15,1.8,6.9,-1.8,3.9
412,2017-02-16,3.1,10.6,-2.0,8.9
413,2017-02-17,3.3,6.9,-0.2,0.0
414,2017-02-18,4.0,7.8,1.5,4.0
415,2017-02-19,2.6,6.5,0.2,7.3
416,2017-02-20,4.2,8.4,1.3,0.0
417,2017-02-21,1.9,3.6,-0.2,2.5
418,2017-02-22,4.5,10.1,-2.5,6.2
419,2017-02-23,8.0,12.6,4.1,0.6
420,2017-02-24,3.1,7.9,-1.3,6.3
421,2017-02-25,3.6,9.4,-0.8,6.2
422,2017-02-26,4.7,11.2,-0.5,8.2
423,2017-02-27,3.6,8.2,-1.3,10.5
424,2017-02-28,2.8,9.7,-1.9,8.7
425,2017-03-01,4.0,12.0,-3.1,5.1
426,2017-03-02,5.8,12.3,2.1,2.2
427,2017-03-03,5.5,9.2,-0.3,6.2
428,2017-03-04,4.8,12.2,-1.7,9.4
429,2017-03-05,6.5,13.0,-1.2,6.8
430,2017-03-06,6.5,11.4,3.3,0.0
431,2017-03-07,2.0,5.9,0.1,1.4
432,2017-03-08,1.1,4.1,-0.4,1.5
433,2017-03-09,3.5,8.5,-1.1,5.9
434,2017-03-10,4.1,8.0,0.1,1.3
435,2017-03-11,4.9,10.5,0.4,7.4
436,2017-03-12,4.7,12.3,-2.4,10.4
437,2017-03-13,7.9,15.0,2.4,3.7
438,2017-03-14,7.0,11.5,3.9,2.8
439,2017-03-15,5.0,8.4,1.5,3.2
440,2017-03-16,5.9,10.3,1.7,7.4
441,2017-03-17,5.0,11.5,-0.8,6.9
442,2017-03-18,5.6,12.0,-0.7,6.0
443,2017-03-19,7.9,15.3,0.6,9.9
444,2017-03-20,9.6,16.0,1.3,7.9
445,2017-03-21,7.7,10.7,5.9,0.3
446,2017-03-22,7.1,11.8,1.6,8.8
447,2017-03-23,6.7,12.6,1.1,6.1
448,2017-03-24,5.7,9.8,1.5,6.7
449,2017-03-25,5.8,12.6,-0.9,10.7
450,2017-03-26,7.0,11.0,2.9,1.2
451,2017-03-27,7.1,11.6,2.8,7.5
452,2017-03-28,6.9,13.6,0.1,8.6
453,2017-03-29,8.1,14.6,0.8,8.9
454,2017-03-30,11.6,18.9,6.0,8.6
455,2017-03-31,6.8,9.8,5.3,0.0
456,2017-04-01,7.4,12.9,2.6,6.1
457,2017-04-02,6.8,14.2,-0.4,12.0
458,2017-04-03,8.5,15.8,-0.2,10.3
459,2017-04-04,11.6,18.0,5.6,10.9
460,2017-04-05,12.7,19.6,3.7,6.4
461,2017-04-06,15.1,18.6,12.9,2.7
462,2017-04-07,15.6,19.0,13.7,0.4
463,2017-04-08,16.9,19.9,14.2,0.0
464,2017-04-09,13.1,16.9,8.0,1.2
465,2017-04-10,10.4,14.0,4.9,3.2
466,2017-04-11,10.7,11.9,9.1,0.0
467,2017-04-12,11.3,16.2,4.1,7.0
468,2017-04-13,9.0,17.5,0.8,11.0
469,2017-04-14,12.7,22.0,3.1,11.4
470,2017-04-15,14.6,19.5,11.4,4.1
471,2017-04-16,16.0,23.7,9.3,7.1
472,2017-04-17,16.3,22.6,11.7,2.4
473,2017-04-18,14.5,18.1,8.6,5.7
474,2017-04-19,12.4,16.8,7.8,5.6
475,2017-04-20,12.5,18.2,6.1,7.3
476,2017-04-21,13.9,19.5,10.2,3.2
477,2017-04-22,12.6,16.8,7.9,10.3
478,2017-04-23,11.8,17.4,6.4,12.8
479,2017-04-24,13.9,21.5,4.2,11.1
480,2017-04-25,16.9,21.6,13.1,9.1
481,2017-04-26,14.2,15.5,11.8,0.0
482,2017-04-27,12.4,16.8,6.3,9.1
483,2017-04-28,12.6,20.3,4.2,12.7
484,2017-04-29,12.6,21.2,7.8,5.3
485,2017-04-30,15.9,25.6,5.8,12.3
486,2017-05-01,14.9,22.1,10.3,4.2
487,2017-05-02,14.5,21.4,5.2,12.3
488,2017-05-03,17.7,23.0,14.0,5.7
489,2017-05-04,18.0,22.3,13.1,5.4
490,2017-05-05,20.4,25.8,15.8,12.1
491,2017-05-06,17.2,20.9,13.6,0.1
492,2017-05-07,17.7,23.0,12.0,11.7
493,2017-05-08,17.6,25.7,9.3,11.0
494,2017-05-09,16.9,22.6,11.3,0.0
495,2017-05-10,16.4,19.2,14.4,0.3
496,2017-05-11,18.3,24.0,14.7,5.5
497,2017-05-12,19.8,24.5,14.0,4.2
498,2017-05-13,17.1,21.2,14.3,0.0
499,2017-05-14,20.0,26.2,14.3,10.1
500,2017-05-15,18.8,24.7,14.3,5.3
501,2017-05-16,16.1,20.4,12.2,4.7
502,2017-05-17,15.3,21.2,8.6,5.1
503,2017-05-18,16.3,23.2,9.1,13.5
504,2017-05-19,18.4,27.0,8.3,13.3
505,2017-05-20,20.5,29.3,11.8,13.3
506,2017-05-21,22.1,29.2,13.2,10.5
507,2017-05-22,23.0,29.1,15.7,12.6
508,2017-05-23,22.4,28.9,15.3,11.9
509,2017-05-24,19.9,22.8,17.8,0.0
510,2017-05-25,19.9,25.1,17.3,2.1
511,2017-05-26,19.5,26.8,15.3,4.4
512,2017-05-27,16.8,20.9,12.8,6.3
513,2017-05-28,17.9,23.1,12.1,10.5
514,2017-05-29,20.5,28.9,10.6,12.4
515,2017-05-30,22.5,28.9,14.8,8.9
516,2017-05-31,23.0,29.0,17.2,4.6
